type,type2,lat,long
0,cafe,25.054209,121.461225
0,cafe,25.065351,121.457534
0,cafe,25.032228,121.450121
0,cafe,25.03062616,121.4347517
0,cafe,25.037471,121.449828
0,cafe,25.024795,121.423514
0,cafe,25.049022,121.446915
0,cafe,25.017769,121.427747
0,cafe,25.012664,121.475739
0,cafe,25.026978,121.473285
0,cafe,25.026434,121.469618
0,cafe,25.004501,121.456048
0,cafe,25.001712,121.454955
0,cafe,25.001964,121.462914
0,cafe,25.024184,121.460711
0,cafe,25.018654,121.461442
0,cafe,25.01433,121.463635
0,cafe,25.019833,121.465594
0,cafe,25.023852,121.467085
0,cafe,25.020674,121.454669
0,cafe,25.031026,121.473095
0,cafe,25.010778,121.463896
0,cafe,24.99836,121.447163
0,cafe,24.996782,121.451925
0,cafe,25.007255,121.459858
0,cafe,25.016862,121.475889
0,cafe,25.016175,121.479378
0,cafe,25.010235,121.457785
0,cafe,25.017651,121.469519
0,cafe,25.066147,121.361399
0,cafe,25.073093,121.364383
0,cafe,25.076851,121.374191
0,cafe,25.073972,121.38052
0,cafe,25.080204,121.379212
0,cafe,25.06992,121.371239
0,cafe,25.075001,121.369288
0,cafe,24.990447,121.422935
0,cafe,24.946794,121.384187
0,cafe,25.002958,121.415437
0,cafe,24.990966,121.425377
0,cafe,24.947306,121.379956
0,cafe,25.007173,121.507272
0,cafe,25.000041,121.51954
0,cafe,25.010406,121.52027
0,cafe,25.004102,121.514568
0,cafe,25.00793973,121.5034498
0,cafe,25.01154,121.515257
0,cafe,25.013214,121.511902
0,cafe,25.001954,121.522287
0,cafe,25.004072,121.517211
0,cafe,25.008016,121.513788
0,cafe,25.069626,121.632448
0,cafe,25.062518,121.654694
0,cafe,25.067803,121.637308
0,cafe,25.06118172,121.6457499
0,cafe,25.065723,121.655907
0,cafe,25.066659,121.630853
0,cafe,25.073153,121.663407
0,cafe,25.055644,121.433769
0,cafe,25.041983,121.424837
0,cafe,25.182776,121.446198
0,cafe,25.176596,121.429053
0,cafe,25.172322,121.445579
0,cafe,25.137302,121.459812
0,cafe,25.168232,121.445554
0,cafe,25.182949,121.423034
0,cafe,25.00382,121.601369
0,cafe,25.108156,121.805588
0,cafe,25.087979,121.459689
0,cafe,25.078399,121.468926
0,cafe,25.084167,121.480946
0,cafe,25.221367,121.638116
0,cafe,24.954431,121.352399
0,cafe,25.124942,121.471438
0,cafe,25.025577,121.543648
0,cafe,25.116513,121.516203
0,cafe,25.062978,121.522842
0,cafe,25.08012,121.560319
0,cafe,25.083221,121.554222
0,cafe,25.062135,121.540527
0,cafe,25.06211,121.543708
0,cafe,25.04868,121.532752
0,cafe,25.064726,121.525555
0,cafe,25.05195,121.524669
0,cafe,25.057918,121.521717
0,cafe,25.082926,121.556712
0,cafe,25.057748,121.532909
0,cafe,25.083587,121.546234
0,cafe,25.051659,121.543728
0,cafe,25.052216,121.537187
0,cafe,25.059197,121.533455
0,cafe,25.054131,121.52556
0,cafe,25.041964,121.531706
0,cafe,25.044536,121.525336
0,cafe,25.047066,121.51767
0,cafe,25.035516,121.524658
0,cafe,25.045715,121.516229
0,cafe,25.04618709,121.5142209
0,cafe,25.042432,121.513086
0,cafe,25.040776,121.518558
0,cafe,25.041688,121.509114
0,cafe,25.044913,121.518182
0,cafe,25.048788,121.514536
0,cafe,25.047176,121.517058
0,cafe,25.032492,121.517011
0,cafe,25.044879,121.514906
0,cafe,25.014308,121.530574
0,cafe,25.04688,121.516761
0,cafe,25.045632,121.531021
0,cafe,25.034026,121.563903
0,cafe,25.03177,121.561094
0,cafe,25.036072,121.56728
0,cafe,25.034459,121.568126
0,cafe,25.029707,121.557759
0,cafe,25.040865,121.565417
0,cafe,25.039511,121.568124
0,cafe,25.026637,121.563638
0,cafe,25.033913,121.574771
0,cafe,25.039515,121.565242
0,cafe,25.041146,121.572849
0,cafe,25.040865,121.565417
0,cafe,25.048456,121.578252
0,cafe,25.04701,121.566599
0,cafe,25.038264,121.568865
0,cafe,25.027667,121.562904
0,cafe,25.075358,121.576162
0,cafe,25.07832,121.584047
0,cafe,25.080642,121.565107
0,cafe,25.079042,121.573307
0,cafe,25.082996,121.593819
0,cafe,25.084081,121.594547
0,cafe,25.078522,121.569554
0,cafe,25.081028,121.570494
0,cafe,25.070209,121.611273
0,cafe,25.068612,121.592918
0,cafe,25.062653,121.575989
0,cafe,25.082317,121.567133
0,cafe,25.062491,121.578846
0,cafe,25.072835,121.57555
0,cafe,25.072852,121.606043
0,cafe,25.119181,121.519166
0,cafe,25.124621,121.466853
0,cafe,25.136237,121.504368
0,cafe,25.128478,121.498031
0,cafe,25.052571,121.607496
0,cafe,25.052512,121.606056
0,cafe,25.055444,121.613758
0,cafe,25.058478,121.611987
0,cafe,25.058139,121.613519
0,cafe,25.059222,121.615185
0,cafe,25.095151,121.525871
0,cafe,25.115123,121.527593
0,cafe,24.94763793,121.3799313
0,cafe,25.088341,121.52645
0,cafe,25.105007,121.524278
0,cafe,25.136246,121.542942
0,cafe,25.081704,121.523219
0,cafe,25.112438,121.530677
0,cafe,25.119595,121.529767
0,cafe,25.072044,121.51925
0,cafe,25.053909,121.513989
0,cafe,25.05926,121.513199
0,cafe,25.052675,121.519576
0,cafe,25.04909,121.516784
0,cafe,25.04909,121.516784
0,cafe,25.025517,121.549121
0,cafe,25.017447,121.531859
0,cafe,25.041204,121.553932
0,cafe,25.038277,121.555457
0,cafe,25.032456,121.554509
0,cafe,25.041333,121.548356
0,cafe,25.026824,121.522907
0,cafe,25.042724,121.544825
0,cafe,25.01562108,121.5331434
0,cafe,25.025445,121.537302
0,cafe,25.033214,121.529726
0,cafe,25.023596,121.528192
0,cafe,25.031196,121.549194
0,cafe,25.039339,121.5495363
0,cafe,25.021688,121.541245
0,cafe,25.041902,121.544883
0,cafe,25.041212,121.543057
0,cafe,25.028753,121.549183
0,cafe,25.03376,121.543808
0,cafe,25.041678,121.551773
0,cafe,25.042531,121.556897
0,cafe,24.988721,121.566909
0,cafe,25.000305,121.55833
0,cafe,24.987832,121.575706
0,cafe,24.981887,121.561066
0,cafe,24.992591,121.544355
0,cafe,25.051437,121.553847
0,cafe,25.053908,121.549359
0,cafe,25.051963,121.547995
0,cafe,25.048351,121.562447
0,cafe,25.058596,121.562877
0,cafe,25.057981,121.544747
0,cafe,25.063374,121.549815
0,cafe,25.051622,121.56352
0,cafe,25.04804,121.549826
0,cafe,25.052761,121.544632
0,cafe,25.046129,121.544126
0,cafe,25.057169,121.547681
0,cafe,25.037675,121.506304
0,cafe,25.033532,121.498397
0,cafe,25.043149,121.504741
0,cafe,25.044114,121.507481
0,cafe,25.045076,121.505709
0,cafe,25.029501,121.502506
0,cafe,24.944289,121.377211
0,cafe,25.079049,121.482066
0,cafe,25.061548,121.488619
0,cafe,25.062894,121.497811
0,cafe,25.065982,121.496636
0,cafe,25.045928,121.468117
0,cafe,25.045928,121.468117
0,cafe,25.04307,121.467123
0,cafe,25.04307,121.467123
0,cafe,25.089341,121.489138
0,cafe,25.006077,121.475689
0,cafe,24.993746,121.494082
0,cafe,25.005949,121.48429
0,cafe,24.989875,121.510301
0,cafe,24.998446,121.487458
0,cafe,24.996853,121.486496
0,cafe,24.996853,121.486496
0,cafe,25.001083,121.49744
0,cafe,24.978764,121.445127
0,cafe,24.986315,121.46465
0,cafe,24.983385,121.459012
0,cafe,24.97399,121.538049
0,cafe,24.977564,121.545244
0,cafe,24.957871,121.537784
0,cafe,24.957871,121.537784
0,cafe,24.96777,121.541303
0,cafe,24.98578,121.535808
0,cafe,24.982665,121.540906
0,cafe,24.983059,121.537443
0,cafe,25.035726,121.450034
0,cafe,25.032133,121.432072
0,cafe,25.026539,121.417507
0,cafe,25.049057,121.447615
0,cafe,25.049057,121.447615
0,cafe,25.05355,121.460218
0,cafe,25.041232,121.445452
0,cafe,25.01827772,121.4795095
0,cafe,25.011113,121.464344
0,cafe,25.008317,121.460123
0,cafe,24.997312,121.452312
0,cafe,24.997312,121.452312
0,cafe,25.002041,121.460717
0,cafe,25.002041,121.460717
0,cafe,25.020409,121.466682
0,cafe,25.023422,121.468655
0,cafe,25.013622,121.466627
0,cafe,25.013622,121.466627
0,cafe,25.01433,121.463635
0,cafe,25.01433,121.463635
0,cafe,25.01433,121.463635
0,cafe,25.01433,121.463635
0,cafe,25.022316,121.472009
0,cafe,24.998722,121.456596
0,cafe,25.028808,121.473578
0,cafe,25.028808,121.473578
0,cafe,25.071241,121.363547
0,cafe,25.072814,121.364907
0,cafe,25.072814,121.364907
0,cafe,25.07723,121.374582
0,cafe,25.07723,121.374582
0,cafe,24.988814,121.42196
0,cafe,24.988814,121.42196
0,cafe,24.9476,121.379874
0,cafe,24.94766712,121.3799099
0,cafe,24.995486,121.427952
0,cafe,25.007344,121.507046
0,cafe,24.999402,121.517489
0,cafe,25.003632,121.514695
0,cafe,24.99649,121.521027
0,cafe,25.013342,121.515258
0,cafe,25.007905,121.520739
0,cafe,25.06809,121.660724
0,cafe,25.060718,121.648416
0,cafe,25.06162,121.648248
0,cafe,25.07146,121.630707
0,cafe,25.07146,121.630707
0,cafe,25.051366,121.427984
0,cafe,25.185054,121.444039
0,cafe,25.154489,121.45901
0,cafe,25.171858,121.437552
0,cafe,25.180764,121.428169
0,cafe,25.168296,121.444125
0,cafe,25.137142,121.459822
0,cafe,25.18243,121.413987
0,cafe,25.087339,121.471328
0,cafe,25.088183,121.459682
0,cafe,24.952176,121.347351
0,cafe,25.059988,121.53036
0,cafe,25.048414,121.542232
0,cafe,25.066106,121.540889
0,cafe,25.060237,121.5247
0,cafe,25.02417,121.521837
0,cafe,25.02783,121.506272
0,cafe,25.027144,121.566246
0,cafe,25.04567,121.575382
0,cafe,25.069395,121.618481
0,cafe,25.078458,121.578863
0,cafe,25.122053,121.467236
0,cafe,25.134796,121.499692
0,cafe,25.141082,121.499517
0,cafe,25.052032,121.615939
0,cafe,25.045076,121.584019
0,cafe,25.080582,121.522577
0,cafe,25.109794,121.534025
0,cafe,25.088508,121.523732
0,cafe,25.019601,121.557318
0,cafe,25.030987,121.553453
0,cafe,25.02494,121.541439
0,cafe,24.984569,121.56153
0,cafe,24.991716,121.54123
0,cafe,25.057383,121.555554
0,cafe,25.048701,121.564029
0,cafe,25.041623,121.50722
0,cafe,25.036573,121.500542
0,cafe,25.025874,121.494314
0,cafe,24.936274,121.37041
0,cafe,24.930548,121.372052
0,cafe,24.938502,121.363519
0,cafe,25.258177,121.503593
0,cafe,25.056943,121.47225
0,cafe,25.056992,121.487647
0,cafe,25.062549,121.483607
0,cafe,25.063329,121.501296
0,cafe,25.069219,121.478104
0,cafe,25.06662,121.488876
0,cafe,25.082194,121.489301
0,cafe,25.067598,121.492836
0,cafe,25.07719,121.485437
0,cafe,24.994039,121.496291
0,cafe,24.997098,121.511225
0,cafe,25.000983,121.481388
0,cafe,24.985527,121.507435
0,cafe,25.003429,121.46894
0,cafe,25.084031,121.438344
0,cafe,25.097861,121.44991
0,cafe,25.146581,121.397485
0,cafe,24.971216,121.439719
0,cafe,24.989726,121.46999
0,cafe,24.987897,121.448629
0,cafe,24.96946,121.545795
0,cafe,24.959008,121.508708
0,cafe,24.958817,121.538472
0,cafe,24.975292,121.517697
0,cafe,24.975472,121.535174
0,cafe,25.049316,121.452117
0,cafe,25.019687,121.423592
0,cafe,25.026094,121.419313
0,cafe,25.049668,121.458316
0,cafe,25.024269,121.426587
0,cafe,25.053056,121.45468
0,cafe,25.019431,121.427
0,cafe,25.044992,121.44488
0,cafe,25.003181,121.459881
0,cafe,25.01704,121.455789
0,cafe,25.025078,121.465372
0,cafe,25.002084,121.462611
0,cafe,25.02672,121.476609
0,cafe,25.014676,121.471835
0,cafe,25.007276,121.456374
0,cafe,25.01855,121.461117
0,cafe,25.024114,121.471147
0,cafe,24.987883,121.43097
0,cafe,25.017337,121.479084
0,cafe,25.077608,121.38685
0,cafe,24.981717,121.419966
0,cafe,24.995007,121.422825
0,cafe,24.991271,121.423167
0,cafe,25.007573,121.512387
0,cafe,25.003954,121.514705
0,cafe,25.011873,121.514861
0,cafe,24.999469,121.523034
0,cafe,25.065594,121.63146
0,cafe,25.064361,121.641977
0,cafe,25.072748,121.663666
0,cafe,25.054047,121.430419
0,cafe,25.039437,121.424666
0,cafe,25.136519,121.460235
0,cafe,25.1776,121.442849
0,cafe,25.1078,121.807171
0,cafe,25.20403389,121.6878524
0,cafe,25.08733535,121.4756607
0,cafe,25.082557,121.459412
0,cafe,25.082182,121.465159
0,cafe,25.091487,121.474329
0,cafe,25.219346,121.63993
0,cafe,24.969223,121.329193
0,cafe,24.953844,121.350845
9,small_cafe,25.0040968,121.5152865
9,small_cafe,25.044354,121.5304559
9,small_cafe,25.0930205,121.5266778
9,small_cafe,25.047838,121.5411381
9,small_cafe,25.0483545,121.5623004
9,small_cafe,24.9746599,121.4403068
9,small_cafe,25.0128963,122.003318
9,small_cafe,25.0385194,121.5559712
9,small_cafe,25.1017758,121.5292749
9,small_cafe,25.0838423,121.5533577
9,small_cafe,25.0214088,121.53283
9,small_cafe,25.0592232,121.5321395
9,small_cafe,25.069167,121.519598
9,small_cafe,25.0703946,121.4964912
9,small_cafe,25.0740458,121.6610147
9,small_cafe,25.056659,121.521385
9,small_cafe,25.0461232,121.5423724
9,small_cafe,25.0308639,121.529278
9,small_cafe,25.2194626,121.6378593
9,small_cafe,25.0464845,121.5040002
9,small_cafe,25.0443318,121.5293264
9,small_cafe,24.9702523,121.5462711
9,small_cafe,25.0637249,121.52199
9,small_cafe,25.0230369,121.5267001
9,small_cafe,25.0214991,121.5232314
9,small_cafe,25.0824206,121.5475701
9,small_cafe,25.0873949,121.4849328
9,small_cafe,25.043444,121.53256
9,small_cafe,25.0761446,121.6074954
9,small_cafe,25.0530229,121.4541062
9,small_cafe,25.024141,121.55474
9,small_cafe,25.0001025,121.5383447
9,small_cafe,25.0544659,121.5356312
9,small_cafe,25.0311982,121.5462302
9,small_cafe,25.0537338,121.5350603
9,small_cafe,25.0696779,121.6389371
9,small_cafe,25.0696537,121.5217297
9,small_cafe,25.0470363,121.5302826
9,small_cafe,25.0820189,121.4587657
9,small_cafe,25.0414164,121.5449043
9,small_cafe,25.0249831,121.5494198
9,small_cafe,24.9961312,121.5031926
9,small_cafe,25.015118,121.533287
9,small_cafe,25.026258,121.547415
9,small_cafe,25.0645582,121.5250633
9,small_cafe,25.1327138,121.4987251
9,small_cafe,25.0492813,121.5200044
9,small_cafe,24.9716916,121.543026
9,small_cafe,25.023824,121.550105
9,small_cafe,25.0517922,121.5566881
9,small_cafe,25.041092,121.532195
9,small_cafe,25.082814,121.545876
9,small_cafe,25.0084411,121.5150809
9,small_cafe,25.0276516,121.4631649
9,small_cafe,25.022068,121.5505806
9,small_cafe,25.019182,121.5517394
9,small_cafe,25.0574638,121.5425399
9,small_cafe,25.0434449,121.5477706
9,small_cafe,25.063771,121.499147
9,small_cafe,25.2856252,121.5234517
9,small_cafe,25.0757493,121.3794562
9,small_cafe,25.051097,121.515684
9,small_cafe,25.0953305,121.5246671
9,small_cafe,25.0031464,121.4674412
9,small_cafe,25.0309893,121.542826
9,small_cafe,25.032214,121.560539
9,small_cafe,25.0222591,121.4702863
9,small_cafe,25.0426284,121.6121003
9,small_cafe,25.081589,121.545608
9,small_cafe,25.0355027,121.5450064
9,small_cafe,25.1860896,121.5252407
9,small_cafe,25.0470572,121.5402901
9,small_cafe,24.9751029,121.536927
9,small_cafe,24.9713766,121.5429818
9,small_cafe,25.035868,121.5255546
9,small_cafe,25.0535585,121.5100807
9,small_cafe,25.2790084,121.6061039
9,small_cafe,25.030483,121.529266
9,small_cafe,25.0425613,121.5477047
9,small_cafe,25.056744,121.523906
9,small_cafe,25.1712956,121.4451182
9,small_cafe,25.062203,121.5002682
9,small_cafe,25.0649113,121.4972469
9,small_cafe,25.037229,121.5569862
9,small_cafe,25.059268,121.518424
9,small_cafe,25.0717422,121.5181439
9,small_cafe,25.0597868,121.5641462
9,small_cafe,25.0386526,121.5466962
9,small_cafe,25.040422,121.575344
9,small_cafe,25.0645026,121.5247676
9,small_cafe,25.043523,121.566915
9,small_cafe,25.0212165,121.5230419
9,small_cafe,25.027609,121.563975
9,small_cafe,25.038885,121.5078383
9,small_cafe,25.0502211,121.5772625
9,small_cafe,25.0073894,121.5378133
9,small_cafe,25.1185931,121.5253364
9,small_cafe,25.043555,121.45826
9,small_cafe,25.020138,121.531603
9,small_cafe,25.0245088,121.5476531
9,small_cafe,25.1187368,121.5159304
9,small_cafe,25.04656,121.5418047
9,small_cafe,25.0435651,121.5141637
9,small_cafe,25.0366411,121.545911
9,small_cafe,25.0770847,121.3740369
9,small_cafe,24.988674,121.573599
9,small_cafe,25.0596165,121.534755
9,small_cafe,25.0173549,121.461712
9,small_cafe,25.0831779,121.4610058
9,small_cafe,25.0798622,121.5925028
9,small_cafe,25.050809,121.522738
9,small_cafe,25.0266049,121.5393518
9,small_cafe,25.018081,121.530254
9,small_cafe,25.0542429,121.5349749
9,small_cafe,25.0441952,121.5451715
9,small_cafe,25.0564743,121.5107779
9,small_cafe,25.0403858,121.5261773
9,small_cafe,25.036126,121.5257065
9,small_cafe,25.0806105,121.522082
9,small_cafe,25.0424028,121.5400551
9,small_cafe,25.082664,121.577807
9,small_cafe,25.034252,121.529468
9,small_cafe,25.050894,121.557035
9,small_cafe,25.0539207,121.5364784
9,small_cafe,25.04081,121.506566
9,small_cafe,25.0509018,121.5335673
9,small_cafe,25.0571355,121.5604765
9,small_cafe,25.0919579,121.5263679
9,small_cafe,25.0369716,121.5497423
9,small_cafe,25.011103,121.460051
9,small_cafe,25.0816154,121.5891974
9,small_cafe,25.047267,121.543217
9,small_cafe,25.0557911,121.5210944
9,small_cafe,25.0421735,121.5492891
9,small_cafe,25.0080836,121.4580825
9,small_cafe,25.0442259,121.510552
9,small_cafe,25.0431579,121.5538405
9,small_cafe,25.0506635,121.543099
9,small_cafe,25.0418973,121.5047744
9,small_cafe,25.0194492,121.5318148
9,small_cafe,25.020938,121.531749
9,small_cafe,24.9764889,121.8918169
9,small_cafe,25.1325182,121.4696818
9,small_cafe,25.0242462,121.5145617
9,small_cafe,25.045296,121.5049096
9,small_cafe,25.0350754,121.4488414
9,small_cafe,25.0548342,121.5240024
9,small_cafe,0.0,0.0
9,small_cafe,24.963749,121.540481
9,small_cafe,25.0483789,121.5221988
9,small_cafe,25.037749,121.576446
9,small_cafe,25.1740706,121.4473008
9,small_cafe,22.6835233,120.5016509
9,small_cafe,25.057097,121.545061
9,small_cafe,25.0411942,121.55446
9,small_cafe,25.1115578,121.5287841
9,small_cafe,25.0239895,121.5469732
9,small_cafe,25.0080691,121.5220146
9,small_cafe,25.0223011,121.5258045
9,small_cafe,25.03025,121.531324
9,small_cafe,25.0318376,121.5528962
9,small_cafe,25.039523,121.5504128
9,small_cafe,25.0001998,121.5461527
