"﻿縣市","鄉鎮市區","村里","納稅單位","綜合所得總額","平均數","中位數","第一分位數","第三分位數","標準差","變異係數"
"臺南市","東區","龍山里","1883","2774386","1473","930","466","1767","1856.82","126.02"
"臺南市","東區","忠孝里","1433","1404214","980","674","384","1229","1038.89","106.02"
"臺南市","東區","崇誨里","743","557299","750","548","315","951","689.91","91.98"
"臺南市","東區","大學里","458","624167","1363","855","428","1869","1371.61","100.65"
"臺南市","東區","大德里","423","321047","759","538","319","901","718.02","94.60"
"臺南市","東區","東光里","1829","2446153","1337","805","422","1529","1782.61","133.29"
"臺南市","東區","大智里","2171","2011889","927","663","392","1142","854.00","92.15"
"臺南市","東區","新東里","878","928113","1057","694","409","1271","1225.79","115.96"
"臺南市","東區","仁和里","1363","1081235","793","603","379","1034","707.78","89.22"
"臺南市","東區","富強里","1524","1526748","1002","672","384","1229","1097.02","109.51"
"臺南市","東區","衛國里","426","436365","1024","640","360","1182","1256.58","122.67"
"臺南市","東區","自強里","1892","2013363","1064","711","414","1290","1191.20","111.94"
"臺南市","東區","崇善里","1735","1865485","1075","751","420","1362","1133.26","105.40"
"臺南市","東區","崇學里","985","1084470","1101","690","382","1337","1329.86","120.79"
"臺南市","東區","崇明里","1484","1780106","1200","776","392","1545","1488.60","124.10"
"臺南市","東區","裕農里","964","928782","963","637","344","1116","1204.92","125.06"
"臺南市","東區","莊敬里","1352","1500213","1110","725","406","1333","1308.63","117.93"
"臺南市","東區","和平里","1816","2155199","1187","836","445","1473","1313.54","110.68"
"臺南市","東區","富裕里","711","612902","862","648","347","1076","845.53","98.09"
"臺南市","東區","東明里","1091","1094022","1003","688","386","1230","1139.27","113.61"
"臺南市","東區","崇德里","1575","1613320","1024","718","416","1286","1055.45","103.04"
"臺南市","東區","東智里","704","623012","885","681","404","1092","791.46","89.44"
"臺南市","東區","東聖里","712","592273","832","615","375","986","777.79","93.50"
"臺南市","東區","崇成里","1025","1056997","1031","705","382","1264","1086.52","105.36"
"臺南市","東區","東門里","646","802461","1242","638","362","1200","6703.86","539.68"
"臺南市","東區","成大里","587","545734","930","657","374","1184","935.87","100.66"
"臺南市","東區","大同里","815","683633","839","569","327","987","1153.38","137.50"
"臺南市","東區","德光里","1490","1685756","1131","732","419","1380","1409.01","124.54"
"臺南市","東區","崇信里","1293","1228939","950","685","386","1211","973.16","102.39"
"臺南市","東區","崇文里","2030","2092053","1031","727","420","1311","1041.29","101.04"
"臺南市","東區","復興里","1039","924499","890","649","383","1134","833.33","93.65"
"臺南市","東區","裕聖里","1782","2817373","1581","1097","555","1989","2188.53","138.43"
"臺南市","東區","文聖里","1672","2426100","1451","1048","512","1905","1516.65","104.52"
"臺南市","東區","南聖里","882","1267986","1438","943","449","1869","1810.44","125.93"
"臺南市","東區","其他","1","246","246","246","246","246","0.00","0.00"
"臺南市","東區","合計","52777","58071740","1100","722","402","1336","1673.76","152.12"
"臺南市","南區","竹溪里","604","824370","1365","753","408","1486","2101.13","153.95"
"臺南市","南區","新昌里","681","546903","803","566","336","980","852.91","106.20"
"臺南市","南區","田寮里","938","778153","830","608","363","971","1084.69","130.75"
"臺南市","南區","明亮里","986","755032","766","574","365","939","665.41","86.90"
"臺南市","南區","光明里","1101","766883","697","555","355","877","575.83","82.67"
"臺南市","南區","喜東里","596","485100","814","628","365","1045","669.74","82.28"
"臺南市","南區","喜南里","229","145058","633","494","328","777","504.32","79.62"
"臺南市","南區","喜北里","471","325655","691","551","351","896","560.10","81.01"
"臺南市","南區","省躬里","935","687898","736","585","374","912","624.13","84.83"
"臺南市","南區","佛壇里","643","464818","723","583","351","898","601.37","83.19"
"臺南市","南區","同安里","557","386466","694","544","336","885","561.71","80.96"
"臺南市","南區","興農里","590","422814","717","563","357","843","654.67","91.35"
"臺南市","南區","明德里","366","364134","995","795","471","1249","861.50","86.59"
"臺南市","南區","廣州里","718","601311","837","561","337","981","931.45","111.22"
"臺南市","南區","新興里","867","793214","915","646","360","1128","983.66","107.52"
"臺南市","南區","大成里","491","550578","1121","775","449","1407","1100.17","98.11"
"臺南市","南區","國宅里","818","635222","777","576","342","963","823.08","105.99"
"臺南市","南區","新生里","975","722667","741","593","345","938","720.69","97.23"
"臺南市","南區","大林里","743","799010","1075","699","393","1235","1533.32","142.58"
"臺南市","南區","大忠里","1311","1012883","773","578","327","958","741.10","95.92"
"臺南市","南區","大恩里","1034","863580","835","617","392","1056","726.43","86.98"
"臺南市","南區","明興里","916","693455","757","580","359","912","769.02","101.58"
"臺南市","南區","文華里","1041","777505","747","555","336","897","977.09","130.82"
"臺南市","南區","再興里","712","652270","916","622","372","1071","1134.01","123.79"
"臺南市","南區","金華里","1452","1210945","834","584","352","1008","913.80","109.57"
"臺南市","南區","南都里","581","472078","813","577","364","906","2021.01","248.73"
"臺南市","南區","開南里","1511","1018229","674","553","357","853","542.57","80.51"
"臺南市","南區","彰南里","539","589890","1094","682","402","1241","1830.62","167.27"
"臺南市","南區","建南里","1617","1266021","783","593","363","967","693.41","88.56"
"臺南市","南區","郡南里","1034","777366","752","604","372","921","609.79","81.11"
"臺南市","南區","府南里","1480","1208856","817","622","370","1030","734.54","89.93"
"臺南市","南區","文南里","1721","1548861","900","644","367","1147","874.96","97.22"
"臺南市","南區","鯤鯓里","354","219580","620","516","319","758","465.21","75.00"
"臺南市","南區","松安里","398","280648","705","558","361","858","595.55","84.46"
"臺南市","南區","永寧里","333","213939","642","501","308","801","541.91","84.35"
"臺南市","南區","南華里","622","415407","668","533","348","840","563.11","84.32"
"臺南市","南區","鹽埕里","979","695776","711","556","348","859","671.96","94.55"
"臺南市","南區","其他","2","574","287","287","286","288","2.76","0.96"
"臺南市","南區","合計","30946","24973150","807","592","359","971","916.25","113.54"
"臺南市","北區","振興里","598","561542","939","636","339","1166","1005.04","107.03"
"臺南市","北區","開元里","1038","738252","711","542","315","907","705.80","99.24"
"臺南市","北區","和順里","1793","1938019","1081","717","395","1290","1346.30","124.56"
"臺南市","北區","成功里","1599","1646597","1030","738","406","1267","1028.10","99.84"
"臺南市","北區","文元里","1180","1262774","1070","768","431","1368","990.62","92.57"
"臺南市","北區","大港里","1656","1400019","845","651","374","1052","765.40","90.53"
"臺南市","北區","東興里","619","724286","1170","691","390","1316","1644.53","140.55"
"臺南市","北區","力行里","772","728325","943","658","394","1191","897.31","95.11"
"臺南市","北區","仁愛里","753","1004459","1334","712","389","1548","2050.71","153.73"
"臺南市","北區","正覺里","828","650908","786","554","317","929","917.64","116.73"
"臺南市","北區","大豐里","1238","1085204","877","581","347","977","1081.30","123.35"
"臺南市","北區","重興里","673","754121","1121","688","384","1215","1632.88","145.72"
"臺南市","北區","中樓里","493","474760","963","644","392","1139","1143.38","118.73"
"臺南市","北區","公園里","588","603930","1027","619","340","1127","1522.95","148.28"
"臺南市","北區","元寶里","1529","1569626","1027","791","452","1280","944.02","91.96"
"臺南市","北區","永祥里","819","588549","719","536","353","863","736.42","102.48"
"臺南市","北區","成德里","1781","2337554","1312","897","466","1664","1377.24","104.93"
"臺南市","北區","文成里","967","1015820","1050","717","407","1265","1231.06","117.19"
"臺南市","北區","大和里","1186","1038553","876","652","378","1116","937.24","107.03"
"臺南市","北區","賢北里","1244","1222409","983","689","390","1266","952.30","96.91"
"臺南市","北區","長勝里","1146","995628","869","598","338","1048","1009.52","116.20"
"臺南市","北區","合興里","1134","1193281","1052","664","381","1229","1221.05","116.04"
"臺南市","北區","北門里","1460","1124103","770","573","357","908","801.64","104.12"
"臺南市","北區","小北里","1109","871042","785","590","341","967","760.04","96.77"
"臺南市","北區","大光里","1325","1014349","766","599","363","993","633.14","82.70"
"臺南市","北區","大興里","752","579911","771","598","368","963","699.07","90.65"
"臺南市","北區","長興里","820","751184","916","657","373","1154","887.45","96.87"
"臺南市","北區","北華里","996","778999","782","567","338","961","780.71","99.82"
"臺南市","北區","華德里","1258","1691920","1345","1019","467","1789","1256.33","93.41"
"臺南市","北區","福德里","1646","2364524","1437","947","463","1864","1583.92","110.26"
"臺南市","北區","立人里","794","695739","876","667","397","1146","746.41","85.18"
"臺南市","北區","雙安里","811","996350","1229","791","428","1587","1379.57","112.29"
"臺南市","北區","元美里","1034","1299097","1256","833","445","1646","1334.80","106.24"
"臺南市","北區","其他","2","1678","839","839","558","1120","795.75","94.84"
"臺南市","北區","合計","35641","35703513","1002","677","384","1214","1140.91","113.89"
"臺南市","安南區","󻕯南里","1298","982060","757","602","359","954","647.21","85.54"
"臺南市","安南區","東和里","1100","1478463","1344","939","509","1801","1264.58","94.09"
"臺南市","安南區","州北里","1388","1173260","845","630","414","1025","773.58","91.52"
"臺南市","安南區","州南里","1427","1083088","759","598","385","960","597.15","78.68"
"臺南市","安南區","安順里","1536","1399558","911","683","421","1133","793.11","87.04"
"臺南市","安南區","新順里","2093","1862355","890","675","390","1137","781.20","87.79"
"臺南市","安南區","安東里","792","613374","774","580","361","952","721.68","93.19"
"臺南市","安南區","安西里","1154","1062869","921","678","393","1160","841.44","91.36"
"臺南市","安南區","安慶里","1967","1625244","826","615","392","1024","739.02","89.44"
"臺南市","安南區","頂安里","1505","1390267","924","717","425","1204","783.10","84.77"
"臺南市","安南區","原佃里","622","563320","906","623","355","1074","1053.33","116.31"
"臺南市","安南區","總頭里","442","367610","832","553","343","923","1104.39","132.79"
"臺南市","安南區","長安里","1318","952839","723","569","374","920","589.59","81.55"
"臺南市","安南區","公親里","273","190351","697","525","350","873","560.45","80.38"
"臺南市","安南區","海東里","1631","1402006","860","626","383","1034","914.47","106.38"
"臺南市","安南區","海西里","666","532911","800","630","400","976","920.89","115.09"
"臺南市","安南區","海南里","511","348268","682","532","353","845","564.22","82.79"
"臺南市","安南區","溪心里","2188","1879852","859","646","390","1102","728.01","84.73"
"臺南市","安南區","淵東里","1286","1062020","826","605","386","1031","766.86","92.86"
"臺南市","安南區","淵中里","907","706056","778","571","336","926","908.36","116.69"
"臺南市","安南區","淵西里","857","614234","717","565","346","906","617.06","86.09"
"臺南市","安南區","佃東里","905","631249","698","594","382","859","497.96","71.39"
"臺南市","安南區","佃西里","469","343664","733","585","352","928","606.26","82.74"
"臺南市","安南區","公󻕯里","236","150517","638","531","325","882","474.09","74.33"
"臺南市","安南區","南興里","443","292047","659","559","361","836","448.78","68.07"
"臺南市","安南區","學東里","524","349272","667","545","352","825","520.74","78.13"
"臺南市","安南區","城東里","325","203003","625","530","328","783","466.22","74.64"
"臺南市","安南區","城西里","289","196868","681","576","365","878","485.33","71.25"
"臺南市","安南區","城南里","665","459602","691","536","333","826","680.01","98.39"
"臺南市","安南區","城北里","339","226806","669","554","343","827","541.45","80.93"
"臺南市","安南區","城中里","252","175269","696","530","355","832","580.26","83.43"
"臺南市","安南區","砂崙里","248","154334","622","548","297","827","496.61","79.80"
"臺南市","安南區","青草里","242","144015","595","502","320","738","451.45","75.86"
"臺南市","安南區","四草里","355","271495","765","584","354","903","671.07","87.75"
"臺南市","安南區","𥂁田里","447","423058","946","656","403","1130","984.64","104.04"
"臺南市","安南區","顯宮里","366","270005","738","546","365","893","716.80","97.16"
"臺南市","安南區","鹿耳里","197","128932","654","532","324","850","484.48","74.03"
"臺南市","安南區","安和里","603","423122","702","576","341","882","591.23","84.26"
"臺南市","安南區","溪北里","868","703165","810","586","363","1022","772.64","95.38"
"臺南市","安南區","溪頂里","1321","1038652","786","627","394","994","636.56","80.96"
"臺南市","安南區","溪墘里","866","662180","765","568","352","917","902.67","118.05"
"臺南市","安南區","海佃里","1172","872539","744","582","345","906","711.28","95.54"
"臺南市","安南區","幸福里","921","628562","682","537","342","862","586.58","85.95"
"臺南市","安南區","梅花里","1143","915222","801","593","379","985","768.80","96.01"
"臺南市","安南區","鳳凰里","1236","940819","761","592","353","930","667.02","87.63"
"臺南市","安南區","理想里","1372","1066590","777","614","367","969","697.79","89.76"
"臺南市","安南區","溪東里","1165","1004451","862","680","404","1122","725.52","84.15"
"臺南市","安南區","布袋里","447","327964","734","595","394","905","576.88","78.63"
"臺南市","安南區","國安里","675","602379","892","659","401","1143","830.29","93.04"
"臺南市","安南區","安富里","1479","1149161","777","595","359","1003","676.33","87.05"
"臺南市","安南區","大安里","935","611969","655","517","330","794","545.33","83.32"
"臺南市","安南區","其他","1","510","510","510","510","510","0.00","0.00"
"臺南市","安南區","合計","45467","36657427","806","607","374","996","752.72","93.36"
"臺南市","安平區","金城里","538","457056","850","594","383","975","955.88","112.52"
"臺南市","安平區","漁光里","67","42331","632","529","332","684","550.69","87.16"
"臺南市","安平區","建平里","1709","1872406","1096","722","407","1289","1423.66","129.94"
"臺南市","安平區","怡平里","1404","1487526","1059","696","394","1294","1175.80","110.98"
"臺南市","安平區","華平里","1542","1320497","856","608","365","1065","919.33","107.35"
"臺南市","安平區","平通里","2139","2108306","986","675","385","1177","1249.82","126.80"
"臺南市","安平區","文平里","1787","1927303","1079","688","385","1348","1303.81","120.89"
"臺南市","安平區","國平里","2515","2686832","1068","751","405","1292","1108.71","103.78"
"臺南市","安平區","育平里","2456","2344252","955","708","413","1200","942.97","98.79"
"臺南市","安平區","億載里","938","1018040","1085","716","428","1274","1405.14","129.47"
"臺南市","安平區","平安里","1012","869684","859","575","356","976","1113.63","129.59"
"臺南市","安平區","王城里","599","409202","683","535","343","849","630.54","92.30"
"臺南市","安平區","天妃里","767","549211","716","531","330","847","693.00","96.78"
"臺南市","安平區","其他","0","0","0","0","0","0","0.00","0.00"
"臺南市","安平區","合計","17473","17092648","978","664","386","1183","1142.73","116.82"
"臺南市","中西區","赤嵌里","1271","1291752","1016","629","341","1182","1789.02","176.03"
"臺南市","中西區","法華里","960","1119536","1166","792","398","1468","1302.91","111.72"
"臺南市","中西區","郡王里","1195","1358234","1137","758","387","1401","1288.74","113.39"
"臺南市","中西區","開山里","762","662309","869","583","336","1041","991.11","114.03"
"臺南市","中西區","永華里","816","708709","869","605","339","1023","929.31","107.00"
"臺南市","中西區","藥王里","1027","979573","954","611","351","1089","1188.54","124.61"
"臺南市","中西區","大涼里","854","888170","1040","718","393","1211","1185.88","114.03"
"臺南市","中西區","光賢里","1166","1148773","985","686","378","1219","1032.21","104.77"
"臺南市","中西區","西賢里","1741","1970775","1132","724","411","1302","1600.62","141.40"
"臺南市","中西區","西湖里","2053","2561938","1248","799","445","1491","1621.22","129.92"
"臺南市","中西區","城隍里","1264","1370860","1085","663","329","1296","1310.53","120.84"
"臺南市","中西區","南美里","1110","1226673","1105","602","341","1192","2652.92","240.06"
"臺南市","中西區","南門里","924","1050933","1137","744","406","1374","1366.90","120.18"
"臺南市","中西區","小西門里","996","865955","869","592","346","1051","989.54","113.81"
"臺南市","中西區","五條港里","576","470994","818","534","316","932","966.77","118.23"
"臺南市","中西區","兌悅里","1012","831276","821","552","319","923","1360.24","165.60"
"臺南市","中西區","淺草里","753","778175","1033","596","324","1218","1319.32","127.66"
"臺南市","中西區","府前里","542","427692","789","493","284","932","1064.47","134.90"
"臺南市","中西區","南廠里","988","768565","778","552","328","931","1192.83","153.34"
"臺南市","中西區","西和里","1139","1055557","927","658","370","1164","936.54","101.06"
"臺南市","中西區","其他","1","13","13","13","13","13","0.00","0.00"
"臺南市","中西區","合計","21150","21536463","1018","656","361","1199","1420.78","139.53"
"臺南市","新營區","忠政里","1748","1652124","945","697","394","1211","1041.10","110.15"
"臺南市","新營區","民權里","835","796457","954","657","374","1183","1040.55","109.09"
"臺南市","新營區","三仙里","937","816214","871","638","369","1113","835.59","95.92"
"臺南市","新營區","民生里","1043","872603","837","617","373","1081","806.63","96.41"
"臺南市","新營區","民榮里","1382","1107936","802","607","372","1029","717.04","89.44"
"臺南市","新營區","南興里","723","543676","752","571","356","1014","605.41","80.51"
"臺南市","新營區","中營里","435","441504","1015","730","453","1238","935.44","92.17"
"臺南市","新營區","興業里","636","627480","987","705","410","1191","1010.77","102.45"
"臺南市","新營區","王公里","1504","1418619","943","675","381","1227","906.98","96.16"
"臺南市","新營區","大宏里","1064","1040993","978","681","390","1182","1084.14","110.81"
"臺南市","新營區","護鎮里","401","321812","803","638","403","1025","664.11","82.75"
"臺南市","新營區","埤寮里","502","409021","815","588","360","1050","738.33","90.62"
"臺南市","新營區","土庫里","395","312467","791","613","371","1034","665.55","84.13"
"臺南市","新營區","太南里","430","298912","695","581","367","864","505.77","72.76"
"臺南市","新營區","太北里","488","371348","761","566","379","901","1004.43","132.00"
"臺南市","新營區","南紙里","1226","921757","752","594","369","946","611.31","81.31"
"臺南市","新營區","嘉芳里","597","414890","695","543","358","877","637.68","91.76"
"臺南市","新營區","五興里","345","250756","727","555","359","851","669.51","92.11"
"臺南市","新營區","姑爺里","202","145968","723","566","370","926","555.58","76.88"
"臺南市","新營區","新北里","1789","1652560","924","700","427","1170","799.35","86.54"
"臺南市","新營區","新南里","1761","1750756","994","750","444","1281","868.98","87.41"
"臺南市","新營區","新東里","2451","2649566","1081","826","456","1430","960.28","88.83"
"臺南市","新營區","永平里","815","609157","747","550","318","920","726.66","97.22"
"臺南市","新營區","其他","6","2064","344","404","156","520","217.20","63.13"
"臺南市","新營區","合計","21715","19428642","895","657","389","1143","863.88","96.55"
"臺南市","鹽水區","水秀里","382","278486","729","573","369","926","608.98","83.53"
"臺南市","鹽水區","橋南里","1076","788926","733","593","375","909","642.87","87.68"
"臺南市","鹽水區","岸內里","1093","840243","769","598","376","972","640.23","83.28"
"臺南市","鹽水區","汫水里","200","144925","725","579","357","870","604.52","83.43"
"臺南市","鹽水區","歡雅里","361","248269","688","538","331","811","626.61","91.11"
"臺南市","鹽水區","津城里","398","317381","797","615","346","990","810.00","101.58"
"臺南市","鹽水區","月港里","473","361086","763","593","373","921","651.95","85.40"
"臺南市","鹽水區","三明里","362","282895","781","595","400","901","696.38","89.11"
"臺南市","鹽水區","義中里","360","255359","709","557","365","889","559.93","78.94"
"臺南市","鹽水區","文昌里","222","150585","678","522","307","854","549.63","81.03"
"臺南市","鹽水區","竹林里","233","156365","671","524","345","811","608.46","90.67"
"臺南市","鹽水區","三和里","169","122280","724","531","317","890","732.53","101.24"
"臺南市","鹽水區","坔頭港里","290","183441","633","536","351","787","445.54","70.44"
"臺南市","鹽水區","其他","4","1036","259","262","54","467","254.47","98.27"
"臺南市","鹽水區","合計","5623","4131277","735","578","363","905","640.59","87.19"
"臺南市","白河區","白河里","375","288993","771","591","357","957","733.02","95.12"
"臺南市","白河區","永安里","805","620007","770","590","354","966","669.38","86.91"
"臺南市","白河區","庄內里","383","293935","767","573","362","895","741.90","96.67"
"臺南市","白河區","外角里","295","192701","653","543","329","833","511.02","78.23"
"臺南市","白河區","秀祐里","215","147460","686","556","318","893","539.83","78.71"
"臺南市","白河區","大竹里","273","180810","662","545","301","795","547.66","82.69"
"臺南市","白河區","內角里","131","94686","723","579","348","889","768.68","106.35"
"臺南市","白河區","竹門里","166","119023","717","643","389","887","488.94","68.19"
"臺南市","白河區","崎內里","129","88711","688","548","332","853","617.78","89.84"
"臺南市","白河區","汴頭里","83","56594","682","526","274","880","586.67","86.04"
"臺南市","白河區","昇安里","261","193508","741","550","320","780","1402.67","189.19"
"臺南市","白河區","河東里","267","211995","794","569","375","846","1102.33","138.83"
"臺南市","白河區","虎山里","75","56529","754","621","366","925","640.69","85.00"
"臺南市","白河區","大林里","99","71947","727","571","385","906","523.46","72.03"
"臺南市","白河區","崁頭里","65","37216","573","475","275","744","497.58","86.91"
"臺南市","白河區","六溪里","73","51771","709","598","363","716","814.64","114.87"
"臺南市","白河區","關嶺里","150","106287","709","525","297","772","769.33","108.57"
"臺南市","白河區","仙草里","146","81393","557","467","273","763","435.68","78.15"
"臺南市","白河區","廣蓮里","295","216549","734","576","368","949","564.22","76.86"
"臺南市","白河區","詔豐里","376","274112","729","580","344","878","705.58","96.79"
"臺南市","白河區","馬稠後里","239","159217","666","558","353","856","537.23","80.64"
"臺南市","白河區","其他","1","1116","1116","1116","1116","1116","0.00","0.00"
"臺南市","白河區","合計","4902","3544559","723","567","343","881","731.19","101.12"
"臺南市","柳營區","士林里","561","457980","816","646","412","1004","676.00","82.81"
"臺南市","柳營區","光福里","423","317497","751","556","352","889","700.05","93.27"
"臺南市","柳營區","中埕里","353","269398","763","619","388","980","553.50","72.53"
"臺南市","柳營區","東昇里","783","635283","811","611","386","1047","696.47","85.84"
"臺南市","柳營區","八翁里","384","299930","781","622","348","999","769.07","98.46"
"臺南市","柳營區","人和里","176","124223","706","532","363","872","607.30","86.04"
"臺南市","柳營區","太康里","380","330473","870","676","398","1054","905.69","104.14"
"臺南市","柳營區","重溪里","421","321697","764","592","369","972","637.08","83.37"
"臺南市","柳營區","篤農里","304","229753","756","592","357","869","739.70","97.87"
"臺南市","柳營區","大農里","145","98344","678","549","318","902","517.24","76.26"
"臺南市","柳營區","神農里","332","234699","707","610","391","893","494.02","69.88"
"臺南市","柳營區","果毅里","282","204123","724","578","388","884","559.46","77.29"
"臺南市","柳營區","旭山里","297","204471","688","558","330","829","606.05","88.03"
"臺南市","柳營區","其他","0","0","0","0","0","0","0.00","0.00"
"臺南市","柳營區","合計","4841","3727870","770","603","375","955","676.73","87.88"
"臺南市","後壁區","後壁里","450","368343","819","637","381","1019","693.86","84.77"
"臺南市","後壁區","嘉苳里","279","225205","807","635","411","944","746.82","92.52"
"臺南市","後壁區","侯伯里","315","244443","776","584","364","923","653.21","84.18"
"臺南市","後壁區","土溝里","264","190656","722","555","356","876","557.81","77.24"
"臺南市","後壁區","頂安里","334","275230","824","669","408","1030","637.89","77.41"
"臺南市","後壁區","長安里","329","240265","730","584","351","932","565.90","77.49"
"臺南市","後壁區","福安里","428","329494","770","570","389","935","660.45","85.79"
"臺南市","後壁區","菁寮里","300","263420","878","663","437","1127","816.08","92.94"
"臺南市","後壁區","菁豐里","291","243728","838","627","398","1077","771.56","92.12"
"臺南市","後壁區","新嘉里","193","138819","719","593","369","949","538.72","74.90"
"臺南市","後壁區","新東里","401","293260","731","591","376","969","545.29","74.56"
"臺南市","後壁區","竹新里","295","207796","704","578","359","925","578.81","82.17"
"臺南市","後壁區","上茄苳里","453","329456","727","571","343","938","592.37","81.45"
"臺南市","後壁區","長短樹里","418","296164","709","561","372","909","540.49","76.28"
"臺南市","後壁區","其他","2","792","396","396","262","530","378.84","95.64"
"臺南市","後壁區","合計","4752","3647071","767","597","374","969","641.10","83.53"
"臺南市","東山區","東山里","292","192059","658","555","343","801","523.34","79.57"
"臺南市","東山區","東中里","584","449231","769","573","338","945","817.94","106.33"
"臺南市","東山區","東正里","285","196491","689","552","355","867","546.17","79.22"
"臺南市","東山區","三榮里","166","113068","681","529","341","855","637.43","93.58"
"臺南市","東山區","大客里","190","124539","655","575","398","838","404.87","61.77"
"臺南市","東山區","科里里","199","147094","739","619","432","904","537.39","72.70"
"臺南市","東山區","東河里","185","117145","633","531","329","844","438.21","69.20"
"臺南市","東山區","聖賢里","434","326570","752","584","360","915","633.39","84.18"
"臺南市","東山區","南溪里","76","54745","720","538","394","838","634.73","88.12"
"臺南市","東山區","水雲里","57","42509","746","534","363","874","788.32","105.71"
"臺南市","東山區","林安里","64","36178","565","446","267","695","433.18","76.63"
"臺南市","東山區","東原里","369","252621","685","562","337","818","585.20","85.48"
"臺南市","東山區","嶺南里","88","61374","697","528","382","695","719.29","103.13"
"臺南市","東山區","南勢里","139","89439","643","508","324","697","689.37","107.14"
"臺南市","東山區","青山里","150","95434","636","509","305","783","597.35","93.89"
"臺南市","東山區","高原里","137","84964","620","490","293","791","524.09","84.51"
"臺南市","東山區","其他","2","845","422","422","406","439","46.58","11.03"
"臺南市","東山區","合計","3417","2384305","698","551","349","847","624.51","89.50"
"臺南市","麻豆區","東角里","893","798252","894","687","412","1153","732.13","81.90"
"臺南市","麻豆區","晋江里","801","670545","837","619","393","1028","771.71","92.18"
"臺南市","麻豆區","巷口里","717","623614","870","626","396","1138","794.67","91.37"
"臺南市","麻豆區","中興里","617","497057","806","643","389","1092","624.15","77.48"
"臺南市","麻豆區","興農里","451","371007","823","675","380","1098","629.05","76.47"
"臺南市","麻豆區","油車里","1100","950162","864","658","405","1061","825.90","95.61"
"臺南市","麻豆區","北勢里","241","183894","763","590","386","904","690.42","90.48"
"臺南市","麻豆區","大埕里","888","756952","852","634","381","1085","762.60","89.46"
"臺南市","麻豆區","寮廍里","457","343530","752","609","417","897","668.88","88.98"
"臺南市","麻豆區","南勢里","693","582882","841","589","369","1055","834.68","99.24"
"臺南市","麻豆區","安業里","329","238229","724","575","366","890","620.24","85.66"
"臺南市","麻豆區","安正里","238","164598","692","558","398","828","498.93","72.14"
"臺南市","麻豆區","埤頭里","594","453810","764","619","386","942","614.03","80.37"
"臺南市","麻豆區","海埔里","499","391821","785","610","392","962","652.81","83.14"
"臺南市","麻豆區","港尾里","324","305393","943","576","353","1094","1058.21","112.27"
"臺南市","麻豆區","麻口里","282","195973","695","551","372","843","529.08","76.13"
"臺南市","麻豆區","新興里","566","499407","882","619","368","1117","842.80","95.52"
"臺南市","麻豆區","謝厝寮里","389","303234","780","597","377","933","680.20","87.26"
"臺南市","麻豆區","井東里","446","334400","750","566","353","897","799.55","106.64"
"臺南市","麻豆區","清水里","402","307427","765","623","383","942","618.35","80.86"
"臺南市","麻豆區","其他","0","0","0","0","0","0","0.00","0.00"
"臺南市","麻豆區","合計","10927","8972186","821","618","385","1026","741.60","90.32"
"臺南市","下營區","仁里里","543","418736","771","590","364","928","751.76","97.48"
"臺南市","下營區","宅內里","388","284255","733","602","392","984","550.65","75.16"
"臺南市","下營區","後街里","407","326629","803","618","414","958","689.40","85.90"
"臺南市","下營區","新興里","518","394839","762","593","382","977","616.79","80.92"
"臺南市","下營區","下營里","402","292019","726","592","311","986","570.11","78.48"
"臺南市","下營區","營前里","544","448207","824","667","418","1121","623.96","75.73"
"臺南市","下營區","開化里","447","339582","760","607","370","1018","736.36","96.93"
"臺南市","下營區","西連里","202","155745","771","620","402","987","572.07","74.20"
"臺南市","下營區","賀建里","279","207939","745","578","384","941","570.37","76.53"
"臺南市","下營區","大吉里","352","243409","692","542","343","923","508.80","73.58"
"臺南市","下營區","茅營里","571","450043","788","577","369","962","731.41","92.80"
"臺南市","下營區","紅甲里","459","353549","770","558","355","990","725.93","94.24"
"臺南市","下營區","其他","7","7246","1035","614","521","1276","855.01","82.60"
"臺南市","下營區","合計","5119","3922200","766","594","376","978","655.77","85.59"
"臺南市","六甲區","六甲里","845","673868","797","608","373","984","760.58","95.37"
"臺南市","六甲區","甲東里","727","565065","777","615","383","996","656.38","84.45"
"臺南市","六甲區","甲南里","398","300967","756","601","362","1022","597.76","79.05"
"臺南市","六甲區","七甲里","502","368242","734","576","370","871","608.14","82.90"
"臺南市","六甲區","二甲里","981","775369","790","610","395","979","701.58","88.76"
"臺南市","六甲區","水林里","592","452091","764","611","403","965","591.81","77.50"
"臺南市","六甲區","中社里","407","307494","756","608","402","967","536.28","70.98"
"臺南市","六甲區","龜港里","333","242433","728","591","379","915","564.75","77.57"
"臺南市","六甲區","菁埔里","150","98218","655","557","387","767","483.85","73.89"
"臺南市","六甲區","王爺里","137","96010","701","563","390","839","532.89","76.04"
"臺南市","六甲區","大丘里","86","55440","645","571","332","824","500.39","77.62"
"臺南市","六甲區","其他","1","652","652","652","652","652","0.00","0.00"
"臺南市","六甲區","合計","5159","3935849","763","601","385","957","644.31","84.45"
"臺南市","官田區","官田里","603","462567","767","604","402","981","639.32","83.34"
"臺南市","官田區","隆田里","562","448470","798","623","390","1024","635.76","79.67"
"臺南市","官田區","二鎮里","991","754523","761","619","390","962","609.61","80.07"
"臺南市","官田區","社子里","172","113268","659","566","370","835","440.19","66.84"
"臺南市","官田區","大崎里","71","58802","828","557","357","1282","638.04","77.04"
