id,time,city,address,filter,price,area,deposit,mgmt_fee,parking_space,min_lease,decor,register,g_location1,g_location2,g_address,lat,long,floor,bldg_floor,density_2021,ave_pop_growth,2019_income
11507540,21-Dec,TPE,台北市大安區忠孝東路四段170巷11號,大安區建倫里,280000,40,面議,3100.0,,1月,高檔裝潢,已辦,"25.0406600,121.5508890","25°02'26.4""N 121°33'03.2""E",10688台北市大安區忠孝東路四段170巷9號,25.04066,121.550889,1F,10F,37710.81747880526,-0.986778955176056,4386578.0
11813815,21-Dec,TPE,台北市松山區光復北路9號,松山區吉祥里,200000,58,面議,7590.0,平面式停車位，費用另計,3年,簡易裝潢,已辦,"25.0490590,121.5580538","25°02'56.6""N 121°33'29.0""E",105台北市松山區光復北路9號,25.049059,121.5580538,1F,11F,37638.327773377416,-2.22744392785527,3913526.0
11797143,21-Dec,TPE,台北市文山區萬隆街54號,文山區萬隆里,45000,26,面議,,平面式停車位，費用另計,一年,尚未裝潢,已辦,"25.0014721,121.5381671","25°00'05.3""N 121°32'17.4""E",116台北市文山區羅斯福路五段236巷,25.0014721,121.5381671,1F,6F,59693.131294214894,-1.047538955886059,3037729.0
11457573,21-Dec,TPE,台北市內湖區成功路四段30巷16號,內湖區內湖里,450000,220,面議,,平面式停車位，費用另計,一年,尚未裝潢,已辦,"25.0823210,121.5914660","25°04'56.4""N 121°35'29.3""E",114台北市內湖區內湖路二段376巷7號2號樓之1,25.082321,121.591466,1F,6F,39958.036112448775,0.6199535700751675,2799230.0
9058119,21-Dec,TPE,台北市大同區赤峰街8巷4號,大同區光能里,188000,30,面議,,,3年,簡易裝潢,已辦,"25.0539374,121.5190510","25°03'14.2""N 121°31'08.6""E",103台北市大同區赤峰街8巷8號,25.0539374,121.519051,1F,5F,43157.00380037817,-0.956768936386195,1841575.0
11603767,21-Dec,TPE,台北市南港區經貿二路,南港區三重里,548982,216,面議,,,兩年,尚未裝潢,已辦,"25.0588747,121.6137051","25°03'32.0""N 121°36'49.3""E",115台北市南港區三重路19-12號,25.0588747,121.6137051,1F,23F,7451.3328837748495,1.368015199290292,5225294.0
11842623,21-Dec,TPE,台北市內湖區行善路446號,內湖區石潭里,186980,93,二個月,10284.0,平面式停車位，費用另計,兩年,尚未裝潢,已辦,"25.0647383,121.5862080","25°03'53.1""N 121°35'10.4""E",114台北市內湖區行善路417巷34-22,25.0647383,121.586208,1F,9F,3375.4102863248645,-0.9928052403989676,2309549.0
11652214,21-Dec,TPE,台北市中山區中山北路二段,中山區集英里,230000,80,二個月,4000.0,,一年,中檔裝潢,已辦,"25.0638669,121.5219346","25°03'49.9""N 121°31'19.0""E",10491台北市中山區撫順街,25.0638669,121.5219346,1F,12F,20744.09637439897,-0.5990158578695226,2900878.0
11562769,21-Dec,TPE,台北市大同區南京西路,大同區建泰里,350000,48,面議,,,一年,中檔裝潢,已辦,"25.0521511,121.5188021","25°03'07.7""N 121°31'07.7""E",103台北市大同區南京西路64巷17號,25.0521511,121.5188021,1F,13F,30955.766105813625,-1.645254118838431,1562629.0
11838460,21-Dec,TPE,台北市中山區中山北路一段,中山區正得里,170000,22,面議,,,一年,簡易裝潢,已辦,"25.0515446,121.5226169","25°03'05.6""N 121°31'21.4""E",10491台北市中山區中山北路一段125號,25.0515446,121.5226169,1F,3F,24953.495137385096,-0.8080099136045386,1859218.0
11597151,21-Dec,TPE,台北市中正區金山南路一段117號,中正區文祥里,78000,29,二個月,,,一年,中檔裝潢,已辦,"25.0363195,121.5278641","25°02'10.8""N 121°31'40.3""E",100台北市 中正區金山南路一段117號1樓,25.0363195,121.5278641,整棟,3F,72693.02961504727,-0.0149651873221282,4468052.0
11733403,21-Dec,TPE,台北市信義區松山路292巷,信義區永春里,85000,25,面議,,,一年,簡易裝潢,已辦,"25.0443244,121.5782142","25°02'39.6""N 121°34'41.6""E",110台北市信義區松山路249巷2號,25.0443244,121.5782142,1F,4F,34693.51234855628,-1.0848720135081091,1613405.0
11662403,21-Dec,TPE,台北市大安區安和路一段,大安區建倫里,110000,28,面議,,,一年,簡易裝潢,已辦,"25.0390619,121.5516269","25°02'20.6""N 121°33'05.9""E",106台北市大安區雲河大廈,25.0390619,121.5516269,1F,12F,37710.81747880526,-0.986778955176056,4386578.0
11562534,21-Dec,TPE,台北市大同區南京西路,大同區建泰里,160000,28,面議,,,一年,簡易裝潢,已辦,"25.0524345,121.5175485","25°03'08.8""N 121°31'03.2""E",103台北市大同區承德路一段83號 4號之1,25.0524345,121.5175485,1F,4F,30955.766105813625,-1.645254118838431,1562629.0
11660798,21-Dec,TPE,台北市信義區松山路342巷,信義區永春里,70000,14,面議,,,一年,簡易裝潢,已辦,"25.0424198,121.5783068","25°02'32.7""N 121°34'41.9""E",110台北市信義區松山路287巷6弄12號,25.0424198,121.5783068,1F,15F,34693.51234855628,-1.0848720135081091,1613405.0
11542746,21-Dec,TPE,台北市松山區八德路三段,松山區東勢里,360000,87,面議,,,一年,簡易裝潢,已辦,"25.0525538,121.5535611","25°03'09.2""N 121°33'12.8""E",105台北市松山區南京東路四段75巷22號,25.0525538,121.5535611,1F,16F,48624.10399842985,-1.321430623645329,2174535.0
11632794,21-Dec,TPE,台北市松山區敦化北路,松山區民有里,1200000,332,面議,,,一年,簡易裝潢,已辦,"25.0590327,121.5467246","25°03'32.5""N 121°32'48.2""E",105台北市松山區復興北路313巷39號,25.0590327,121.5467246,1F,11F,32173.69790922893,-1.48568348970007,5637140.0
11648473,21-Dec,TPE,台北市信義區忠孝東路五段,信義區永春里,120000,20,面議,,,一年,簡易裝潢,已辦,"25.0417761,121.5780931","25°02'30.4""N 121°34'41.1""E",110台北市信義區松山路,25.0417761,121.5780931,1F,21F,34693.51234855628,-1.0848720135081091,1613405.0
11660792,21-Dec,TPE,台北市松山區南京東路三段,松山區中正里,400000,181,面議,,,一年,中檔裝潢,已辦,"25.0511407,121.5467474","25°03'04.1""N 121°32'48.3""E",105台北市松山區南京東路三段300號,25.0511407,121.5467474,1F,10F,29466.572383481845,-1.142283607167164,5786935.0
11732527,21-Dec,TPE,台北市萬華區武昌街二段,萬華區萬壽里,230000,54,面議,,,一年,簡易裝潢,已辦,"25.0451292,121.5086402","25°02'42.5""N 121°30'31.1""E",108台北市萬華區,25.0451292,121.5086402,1F,2F,18289.4591152021,-2.330547523226419,1136466.0
11733410,21-Dec,TPE,台北市萬華區西寧南路,萬華區西門里,180000,20,面議,,,一年,簡易裝潢,已辦,"25.0435130,121.5056371","25°02'36.7""N 121°30'20.3""E",108台北市萬華區峨眉街52號,25.043513,121.5056371,1F,4F,26509.87919140661,-1.659900826861464,1282956.0
11534275,21-Dec,TPE,台北市大安區忠孝東路四段181巷,大安區建倫里,300000,45,面議,,,一年,簡易裝潢,已辦,"25.0414813,121.5507532","25°02'29.3""N 121°33'02.7""E",106大安區信義路四段168號12樓,25.0414813,121.5507532,1F,7F,37710.81747880526,-0.986778955176056,4386578.0
11660831,21-Dec,TPE,台北市信義區忠孝東路五段,信義區松光里,150000,50,面議,,,一年,簡易裝潢,已辦,"25.0416805,121.5794145","25°02'30.1""N 121°34'45.9""E",110台北市信義區忠孝東路五段530號,25.0416805,121.5794145,1F,4F,44306.03221211958,-1.4008870382433258,1907779.0
11726279,21-Dec,TPE,台北市松山區復興北路,松山區中正里,200000,30,面議,,,一年,簡易裝潢,已辦,"25.0513693,121.5449639","25°03'04.9""N 121°32'41.9""E",105台北市松山區復興北路81巷,25.0513693,121.5449639,1F,16F,29466.572383481845,-1.142283607167164,5786935.0
11732930,21-Dec,TPE,台北市萬華區武昌街二段,萬華區萬壽里,170000,27,面議,,,一年,簡易裝潢,已辦,"25.0451292,121.5086402","25°02'42.5""N 121°30'31.1""E",108台北市萬華區,25.0451292,121.5086402,1F,2F,18289.4591152021,-2.330547523226419,1136466.0
11763015,21-Dec,TPE,台北市大安區仁愛路四段,大安區建倫里,200000,189,面議,,,一年,簡易裝潢,已辦,"25.0378586,121.5502957","25°02'16.3""N 121°33'01.1""E",106台北市大安區仁愛路四段,25.0378586,121.5502957,1F,2F,37710.81747880526,-0.986778955176056,4386578.0
11534254,21-Dec,TPE,台北市大安區忠孝東路四段181巷,大安區建倫里,200000,30,面議,,,一年,簡易裝潢,已辦,"25.0414813,121.5507532","25°02'29.3""N 121°33'02.7""E",106大安區信義路四段168號12樓,25.0414813,121.5507532,1F,7F,37710.81747880526,-0.986778955176056,4386578.0
11559956,21-Dec,TPE,台北市大安區復興南路一段,大安區光武里,200000,37,面議,,,一年,簡易裝潢,已辦,"25.0441230,121.5448171","25°02'38.8""N 121°32'41.3""E",106台北市大安區光武里,25.044123,121.5448171,1F,4F,37131.21454223301,-1.4931504734489267,3643217.0
11651365,21-Dec,TPE,台北市信義區松山路,信義區松光里,90000,28,面議,,,一年,中檔裝潢,已辦,"25.0410526,121.5788466","25°02'27.8""N 121°34'43.9""E",11083台北市信義區忠孝東路五段508號2號樓之5,25.0410526,121.5788466,1F,4F,44306.03221211958,-1.4008870382433258,1907779.0
11493220,21-Dec,TPE,台北市中正區信陽街,中正區黎明里,380000,119,面議,,,一年,簡易裝潢,已辦,"25.0437429,121.5155751","25°02'37.5""N 121°30'56.1""E",100台北市中正區南陽街64號,25.0437429,121.5155751,1F,4F,5734.29678372022,0.5857702086999723,1631191.0
11733396,21-Dec,TPE,台北市松山區長安東路二段,松山區中正里,60000,23,面議,,,一年,中檔裝潢,已辦,"25.048125,121.545209","25°02'53.3""N 121°32'42.8""E",105台北市松山區長安東路二段294號4號,25.048125,121.545209,1F,12F,29466.572383481845,-1.142283607167164,5786935.0
11660825,21-Dec,TPE,台北市大安區敦化南路一段,大安區光武里,400000,140,面議,,,一年,簡易裝潢,已辦,"25.0432651,121.5485800","25°02'35.8""N 121°32'54.9""E",106台北市大安區敦化南路1段,25.0432651,121.54858,1F,4F,37131.21454223301,-1.4931504734489267,3643217.0
11528039,21-Dec,TPE,台北市大安區敦化南路一段232巷,大安區光武里,85000,20,面議,,,一年,簡易裝潢,已辦,"25.0418524,121.5484743","25°02'30.7""N 121°32'54.5""E",106台北市大安區忠孝東路四段107號,25.0418524,121.5484743,1F,14F,37131.21454223301,-1.4931504734489267,3643217.0
11801631,21-Dec,TPE,台北市大安區通化街,大安區通安里,250000,32,面議,,,一年,簡易裝潢,已辦,"25.0306274,121.5533954","25°01'50.3""N 121°33'12.2""E",106台北市大安區通安街71號4F之1,25.0306274,121.5533954,1F,2F,45862.811009044686,-2.121355125270963,2358251.0
11539813,21-Dec,TPE,台北市大安區信義路四段,大安區通化里,70000,19,面議,,,一年,簡易裝潢,已辦,"25.0320536,121.5560786","25°01'55.4""N 121°33'21.9""E",106台北市大安區文昌街,25.0320536,121.5560786,1F,4F,52598.05455926029,-0.7276535600304463,2422355.0
11801138,21-Dec,TPE,台北市萬華區成都路,萬華區西門里,150000,27,面議,,,一年,簡易裝潢,已辦,"25.0433520,121.5070250","25°02'36.1""N 121°30'25.3""E",108台北市萬華區漢中街,25.043352,121.507025,1F,2F,26509.87919140661,-1.659900826861464,1282956.0
11626665,21-Dec,TPE,台北市信義區松山路,信義區富台里,170000,35,面議,,,一年,簡易裝潢,已辦,"25.041293,121.5776134","25°02'28.7""N 121°34'39.4""E",110台北市信義區松山路,25.041293,121.5776134,1F,15F,39816.76760778728,-0.7362009135914189,1981177.0
11707534,21-Dec,TPE,台北市信義區松山路342巷,信義區永春里,70000,14,面議,,,一年,簡易裝潢,已辦,"25.0424198,121.5783068","25°02'32.7""N 121°34'41.9""E",110台北市信義區松山路287巷6弄12號,25.0424198,121.5783068,1F,15F,34693.51234855628,-1.0848720135081091,1613405.0
11806811,21-Dec,TPE,台北市大安區通化街,大安區通化里,110000,18,面議,,,一年,簡易裝潢,已辦,"25.0318118,121.5551719","25°01'54.5""N 121°33'18.6""E",106台北市大安區通化街19巷15號,25.0318118,121.5551719,1F,3F,52598.05455926029,-0.7276535600304463,2422355.0
11801153,21-Dec,TPE,台北市大安區信義路四段,大安區通安里,400000,95,面議,,,一年,簡易裝潢,已辦,"25.0325097,121.5536563","25°01'57.0""N 121°33'13.2""E",106台北市大安區文昌街,25.0325097,121.5536563,1F,12F,45862.811009044686,-2.121355125270963,2358251.0
11804619,21-Dec,TPE,台北市信義區信義路四段,信義區西村里,150000,67,面議,,,一年,中檔裝潢,已辦,"25.0338277,121.5608696","25°02'01.8""N 121°33'39.1""E",110台北市信義區信義路五段1號台北國際會議中心,25.0338277,121.5608696,1F,14F,11068.765051709444,-1.2116072327724936,1865725.0
11735507,21-Dec,TPE,台北市大安區文昌街,信義區中興里,28000,15,面議,,,一年,簡易裝潢,已辦,"25.0322446,121.5577305","25°01'56.1""N 121°33'27.8""E",110台北市信義區文昌街331號 號,25.0322446,121.5577305,1F,12F,40963.870491628986,-2.777515761489635,1737789.0
11801148,21-Dec,TPE,台北市大安區敦化南路一段233巷,大安區車層里,79000,21,面議,,,一年,簡易裝潢,已辦,"25.0412130,121.5531100","25°02'28.4""N 121°33'11.2""E",106台北市大安區台5線218號阿波羅大廈,25.041213,121.55311,1F,13F,52235.02986114866,-1.1391250192385924,4043221.0
11538414,21-Dec,TPE,台北市大同區赤峰街,大同區光能里,100000,30,面議,,,一年,簡易裝潢,已辦,"25.0543315,121.5199655","25°03'15.6""N 121°31'11.9""E",103台北市大同區赤峰街33巷,25.0543315,121.5199655,1F,4F,43157.00380037817,-0.956768936386195,1841575.0
11534234,21-Dec,TPE,台北市大安區忠孝東路四段181巷,大安區建倫里,450000,75,面議,,,一年,簡易裝潢,已辦,"25.0414813,121.5507532","25°02'29.3""N 121°33'02.7""E",106大安區信義路四段168號12樓,25.0414813,121.5507532,1F,7F,37710.81747880526,-0.986778955176056,4386578.0
11737008,21-Dec,TPE,台北市中正區衡陽路,中正區光復里,250000,55,面議,,,一年,簡易裝潢,已辦,"25.0432741,121.5118131","25°02'35.8""N 121°30'42.5""E",100台北市中正區博愛路,25.0432741,121.5118131,1F,4F,12649.652578401554,-0.5278111110776547,1658650.0
11700258,21-Dec,TPE,台北市大安區安和路二段69巷,大安區通化里,55000,15,面議,,,一年,簡易裝潢,已辦,"25.0331730,121.5532400","25°01'59.4""N 121°33'11.7""E",106台北市大安區信義路四段236號,25.033173,121.55324,1F,8F,52598.05455926029,-0.7276535600304463,2422355.0
11727289,21-Dec,TPE,台北市萬華區武昌街二段,萬華區萬壽里,200000,34,面議,,,一年,簡易裝潢,已辦,"25.0436652,121.5076714","25°02'37.2""N 121°30'27.6""E",108台北市萬華區峨眉街,25.0436652,121.5076714,1F,2F,18289.4591152021,-2.330547523226419,1136466.0
11763006,21-Dec,TPE,台北市大安區仁愛路四段,大安區建倫里,650000,124,面議,,,一年,簡易裝潢,已辦,"25.0378586,121.5502957","25°02'16.3""N 121°33'01.1""E",106台北市大安區仁愛路四段,25.0378586,121.5502957,1F,15F,37710.81747880526,-0.986778955176056,4386578.0
11760957,21-Dec,TPE,台北市大安區忠孝東路四段77巷,大安區光武里,100000,20,面議,,,一年,簡易裝潢,已辦,"25.0430932,121.5479376","25°02'35.1""N 121°32'52.6""E",106台北市大安區大安路一段51巷49-3號,25.0430932,121.5479376,1F,10F,37131.21454223301,-1.4931504734489267,3643217.0
11680955,21-Dec,TPE,台北市大安區臨江街,大安區通化里,70000,19,面議,,,一年,簡易裝潢,已辦,"25.0304277,121.5566208","25°01'49.5""N 121°33'23.8""E",106台北市大安區光復南路692巷24號,25.0304277,121.5566208,1F,3F,52598.05455926029,-0.7276535600304463,2422355.0
11758814,21-Dec,TPE,台北市大安區信義路四段,大安區德安里,75000,28,面議,,,一年,簡易裝潢,已辦,"25.0344453,121.5486780","25°02'04.0""N 121°32'55.2""E",106台北市大安區德安里,25.0344453,121.548678,1F,5F,39143.25089962484,-1.143844445436478,3570412.0
11774050,21-Dec,TPE,台北市大安區復興南路二段,大安區臥龍里,60000,30,面議,,,一年,簡易裝潢,已辦,"25.0241391,121.5444391","25°01'26.9""N 121°32'40.0""E",106台北市大安區篤行樓,25.0241391,121.5444391,1F,4F,12174.298463093412,1.4857124540307374,1102829.0
11530722,21-Dec,TPE,台北市中山區中山北路二段16巷,中山區民安里,100000,11,面議,,,一年,簡易裝潢,已辦,"25.0522534,121.5207083","25°03'08.1""N 121°31'14.6""E",104台北市中山區南京西路14號號B1,25.0522534,121.5207083,1F,4F,19806.234806991262,-1.4481974642719977,1982235.0
11673266,21-Dec,TPE,台北市松山區南京東路五段307號,松山區安平里,230000,130,二個月,,,1月,簡易裝潢,已辦,"25.0515266,121.5667101","25°03'05.5""N 121°34'00.2""E",105台北市松山區南京東路五段315號,25.0515266,121.5667101,整棟,4F,39713.64129092309,-0.951129010217396,3056857.0
11592512,21-Dec,TPE,台北市大安區永康街41巷,大安區福住里,85000,24,二個月,,,一年,中檔裝潢,已辦,"25.0305180,121.5297200","25°01'49.9""N 121°31'47.0""E",10650台北市大安區永康街41巷5號2樓,25.030518,121.52972,1F,3F,46562.18274987261,-0.2870694429470669,3835015.0
11495737,21-Dec,TPE,台北市松山區南京東路四段,松山區美仁里,10000,26,二個月,,,一年,中檔裝潢,未辦,"25.0510144,121.5542050","25°03'03.7""N 121°33'15.1""E",105台北市松山區寧安街68巷10-13號,25.0510144,121.554205,1F,5F,16941.311151316353,-0.0230335214696915,1806613.0
8290135,21-Dec,TPE,台北市大安區信義路二段,大安區光明里,32999,26,二個月,,,一年,中檔裝潢,未辦,"25.0333863,121.5254163","25°02'00.2""N 121°31'31.5""E",106台北市大安區信義路二段44巷24-2號,25.0333863,121.5254163,1F,5F,32501.768513443545,1.728812850254139,2246154.0
11810905,21-Dec,TPE,台北市信義區中坡北路25號,南港區合成里,85000,42,二個月,,,兩年,尚未裝潢,已辦,"25.0457989,121.5815289","25°02'44.9""N 121°34'53.5""E",115台北市南港區玉成街98巷1號,25.0457989,121.5815289,1F,7F,22945.810820419007,-1.896845737330081,2727227.0
11742547,21-Dec,TPE,台北市信義區信安街15巷3號,信義區嘉興里,40000,32,二個月,,,一年,已辦,已辦,"25.0279297,121.5584012","25°01'40.6""N 121°33'30.2""E",110台北市信義區信安街15巷3號,25.0279297,121.5584012,1F,4F,53680.5880660259,-1.829917621295148,1180055.0
11680613,21-Dec,TPE,台北市大安區泰順街50巷,大安區龍泉里,23000,15,二個月,,,一年,中檔裝潢,已辦,"25.0230730,121.5298450","25°01'23.1""N 121°31'47.4""E",106台北市大安區泰順街50巷,25.023073,121.529845,1F,4F,54874.388741148825,1.4411007152942634,2643091.0
11707447,21-Dec,TPE,台北市內湖區東湖路113巷,內湖區安湖里,50000,25,二個月,1500.0,平面式停車位，費用另計,一年,簡易裝潢,已辦,"25.0710252,121.6159674","25°04'15.7""N 121°36'57.5""E",114台北市內湖區東湖路113巷,25.0710252,121.6159674,1F,9F,51814.726189983085,-0.8104333399541493,3117732.0
11593500,21-Dec,TPE,台北市北投區石牌路一段75號,北投區吉慶里,61000,20,面議,,,兩年,尚未裝潢,已辦,"25.1137954,121.511366","25°06'49.7""N 121°30'40.9""E",112台北市北投區,25.1137954,121.511366,1F,7F,14730.633422908008,-1.73227956214513,1948177.0
11607991,21-Dec,TPE,台北市信義區和平東路三段,信義區黎忠里,68000,31,面議,,,兩年,尚未裝潢,已辦,"25.0203424,121.5570866","25°01'13.2""N 121°33'25.5""E",110台北市信義區和平東路三段361號,25.0203424,121.5570866,1F,4F,35135.89458994619,-1.7953005739919388,1624286.0
11482992,21-Dec,TPE,台北市信義區莊敬路,信義區景新里,60000,35,二個月,,平面式停車位，費用另計,兩年,中檔裝潢,已辦,"25.0291189,121.5625325","25°01'44.8""N 121°33'45.1""E",110台北市信義區莊敬路258號,25.0291189,121.5625325,1F,3F,24066.68294620556,-0.8379766696634464,3119196.0
11679923,21-Dec,TPE,台北市大安區溫州街86號,大安區大學里,100000,42,面議,,,兩年,尚未裝潢,已辦,"25.0189328,121.5327461","25°01'08.2""N 121°31'57.9""E",106台北市大安區溫州街86號,25.0189328,121.5327461,1F,4F,45612.20539650289,-0.2215433181810648,4643860.0
11789889,21-Dec,TPE,台北市士林區大南路5號,士林區仁勇里,100000,20,二個月,600.0,,一年,簡易裝潢,已辦,"25.0888760,121.5263420","25°05'20.0""N 121°31'34.8""E",111台北市士林區大南路,25.088876,121.526342,1F,4F,31935.038004579543,-2.2569285235763585,1266108.0
11071851,21-Dec,TPE,台北市中山區北安路573巷,中山區大直里,90000,40,二個月,,平面式停車位，已含租金內,兩年,高檔裝潢,未辦,"25.0814738,121.5474972","25°04'53.3""N 121°32'51.0""E",10491台北市中山區北安路573巷,25.0814738,121.5474972,1F,4F,14193.57851356997,-1.957954611540528,3928563.0
11744450,21-Dec,TPE,台北市中正區許昌街,中正區黎明里,360000,30,面議,,,兩年,簡易裝潢,已辦,"25.0455784,121.5161276","25°02'44.1""N 121°30'58.1""E",100台北市中正區國泰信託大樓,25.0455784,121.5161276,1F,4F,5734.29678372022,0.5857702086999723,1631191.0
11582613,21-Dec,TPE,台北市南港區新民街,南港區南港里,140000,70,二個月,,平面式停車位，費用另計,一年,簡易裝潢,已辦,"25.0555795,121.6111361","25°03'20.1""N 121°36'40.1""E",115台北市南港區新民街,25.0555795,121.6111361,1F,4F,16544.553038536433,0.6917206349828546,2200618.0
11380506,21-Dec,TPE,台北市松山區敦化南路一段1號,松山區福成里,422600,120,二個月,14490.0,平面式停車位，費用另計,3年,尚未裝潢,已辦,"25.0469152,121.5484836","25°02'48.9""N 121°32'54.5""E",105台北市松山區敦化南路1段薇閣大廈,25.0469152,121.5484836,1F,10F,36321.87931923504,-1.5766697407706864,1732171.0
11298599,21-Dec,TPE,台北市南港區研究院路一段99號,南港區新富里,192000,97,二個月,14490.0,平面式停車位，費用另計,3年,尚未裝潢,已辦,"25.0519772,121.6162338","25°03'07.1""N 121°36'58.4""E",115台北市南港區研究院路一段101巷9,25.0519772,121.6162338,1F,10F,22287.04804524885,-2.337074519703168,1321008.0
11769332,21-Dec,TPE,台北市中正區思源街1號,中正區富水里,100000,70,面議,,,一年,簡易裝潢,已辦,"25.0142842,121.5312512","25°00'51.4""N 121°31'52.5""E",100台北市中正區,25.0142842,121.5312512,1F,3F,8890.218083153719,-1.0079758530166705,1101086.0
11514682,21-Dec,TPE,台北市大安區復興南路二段,大安區群賢里,126000,23,二個月,,,一年,簡易裝潢,已辦,"25.0267007,121.5436363","25°01'36.1""N 121°32'37.1""E",106台北市大安區復興南路二段181-191號,25.0267007,121.5436363,1F,4F,40099.32584185052,-1.4901884547768418,3164367.0
11700331,21-Dec,TPE,台北市大安區信義路四段199巷13號,大安區敦安里,200000,60,"600,000",,,一年,尚未裝潢,已辦,"25.0346113,121.5517386","25°02'04.6""N 121°33'06.3""E",106台北市大安區信義路四段199巷13號,25.0346113,121.5517386,1F,7F,36504.079884274535,-0.9971817850142598,4242354.0
11859946,21-Dec,TPE,台北市大安區敦化南路一段187巷,大安區建安里,125000,35,二個月,,,一年,簡易裝潢,已辦,"25.0426030,121.5526300","25°02'33.4""N 121°33'09.5""E",106台北市大安區敦化南路一段187巷,25.042603,121.55263,1F,4F,32731.53217965089,-1.9321270953113423,3039876.0
11462308,21-Dec,TPE,台北市信義區大道路80號,信義區大道里,50000,30,面議,,,一年,未辦,已辦,"25.0405720,121.5824790","25°02'26.1""N 121°34'56.9""E",110台北市信義區大道路82號,25.040572,121.582479,1F,4F,50363.41494977358,-1.2439227409121698,2340995.0
11647806,21-Dec,TPE,台北市大安區敦化南路一段187巷2號,大安區建安里,400000,45,"840,000",5000.0,,一年,簡易裝潢,已辦,"25.0434066,121.5503996","25°02'36.3""N 121°33'01.4""E",106台北市大安區敦化南路一段161巷26-1號,25.0434066,121.5503996,1F,14F,32731.53217965089,-1.9321270953113423,3039876.0
11599499,21-Dec,TPE,台北市萬華區成都路,萬華區西門里,350000,68,二個月,,,半年,中檔裝潢,已辦,"25.0426659,121.507823","25°02'33.6""N 121°30'28.2""E",10844台北市萬華區成都路7號2樓,25.0426659,121.507823,1F,5F,26509.87919140661,-1.659900826861464,1282956.0
11537218,21-Dec,TPE,台北市大安區安和路一段36號,大安區建倫里,110000,28,面議,2025.0,,兩年,簡易裝潢,已辦,"25.0382750,121.5508400","25°02'17.8""N 121°33'03.0""E",106台北市大安區仁愛路四段139號,25.038275,121.55084,1F,12F,37710.81747880526,-0.986778955176056,4386578.0
11459872,21-Dec,TPE,台北市信義區永吉路326巷,信義區永春里,100000,24,面議,,,一年,簡易裝潢,已辦,"25.0417494,121.5791655","25°02'30.3""N 121°34'45.0""E",110台北市信義區台5線623號,25.0417494,121.5791655,1F,4F,34693.51234855628,-1.0848720135081091,1613405.0
11688833,21-Dec,TPE,台北市松山區八德路三段12巷,松山區敦化里,42000,13,二個月,,,一年,已辦,已辦,"25.0480744,121.5517434","25°02'53.1""N 121°33'06.3""E",105台北市松山區八德路三段32號3樓,25.0480744,121.5517434,1F,4F,52587.13943671021,-1.372783493489571,3483634.0
11688258,21-Dec,TPE,台北市松山區饒河街,松山區慈祐里,90000,80,二個月,,,一年,已辦,已辦,"25.0515130,121.5777500","25°03'05.5""N 121°34'39.9""E",105台北市松山區,25.051513,121.57775,整棟,4F,27650.057474992504,-0.3575180954236886,2393420.0
11804040,21-Dec,TPE,台北市萬華區長沙街二段,萬華區新起里,55000,24,面議,2229.0,,兩年,簡易裝潢,已辦,"25.0413519,121.5020372","25°02'28.9""N 121°30'07.3""E",108台北市萬華區康定路102號,25.0413519,121.5020372,1F,18F,53491.55855566798,0.5329850908669591,2414176.0
11391775,21-Dec,TPE,台北市萬華區西寧南路70號,萬華區萬壽里,150000,16,二個月,10000.0,,兩年,簡易裝潢,已辦,"25.0446440,121.5070270","25°02'40.7""N 121°30'25.3""E",108台北市萬華區武昌街二段52號,25.044644,121.507027,1F,10F,18289.4591152021,-2.330547523226419,1136466.0
11428108,21-Dec,TPE,台北市松山區延吉街,松山區吉仁里,62000,18,"186,000",,,一年,簡易裝潢,已辦,"25.046174,121.553714","25°02'46.2""N 121°33'13.4""E",105台北市松山區延吉街23巷5-1,25.046174,121.553714,1F,4F,67886.25390014867,-0.6299331643263351,1881966.0
11537394,21-Dec,TPE,台北市松山區市民大道四段185號,松山區敦化里,200000,63,二個月,,,5年,簡易裝潢,已辦,"25.0447649,121.5519280","25°02'41.2""N 121°33'06.9""E",105台北市松山區台北市東西向快速道路73號,25.0447649,121.551928,整棟,2F,52587.13943671021,-1.372783493489571,3483634.0
11449300,21-Dec,TPE,台北市萬華區昆明街,萬華區萬壽里,190000,60,面議,,,兩年,中檔裝潢,已辦,"25.0438093,121.5050232","25°02'37.7""N 121°30'18.1""E",108台北市萬華區昆明街102-118,25.0438093,121.5050232,整棟,2F,18289.4591152021,-2.330547523226419,1136466.0
11627823,21-Dec,TPE,台北市南港區研究院路一段99號,南港區新富里,1800000,602,二個月,54180.0,,一年,尚未裝潢,已辦,"25.0519772,121.6162338","25°03'07.1""N 121°36'58.4""E",115台北市南港區研究院路一段101巷9,25.0519772,121.6162338,1F,18F,22287.04804524885,-2.337074519703168,1321008.0
11809030,21-Dec,TPE,台北市大安區新生南路一段119巷,大安區民輝里,90000,60,二個月,500.0,平面式停車位，已含租金內,兩年,尚未裝潢,已辦,"25.0391800,121.5345470","25°02'21.1""N 121°32'04.4""E",106台北市大安區仁愛路三段5巷1弄,25.03918,121.534547,1F,6F,19754.7216469443,-1.6745114149710656,4878840.0
11717869,21-Dec,TPE,台北市松山區民生東路三段113巷,松山區民有里,110000,36,二個月,1285.0,,兩年,簡易裝潢,已辦,"25.058921,121.5476265","25°03'32.1""N 121°32'51.5""E","樓之1, No. 158號11松江路中山區台北市104",25.058921,121.5476265,1F,7F,32173.69790922893,-1.48568348970007,5637140.0
