area,brand,name,addr,filter,long,lat,density_2021,ave_pop_growth,2019_income,village_rent,rating,comment
TPE,stbks,復安門市,台北市大安區復興南路一段135巷9號 (SOGO百貨忠孝館後門對面),大安區光武里,121.544825,25.042724,37131.21454223301,-1.4931504734489267,3643217.0,5203.0,4.0,447.0
TPE,stbks,公館門市,台北市大安區羅斯福路四段26號一、二、三樓,中正區文盛里,121.5331434,25.01562108,24170.67725848128,3.3676818985766133,1086607.0,4802.0,4.0,1398.0
TPE,stbks,建和門市,台北市大安區和平東路二段42-1號,大安區龍門里,121.537302,25.025445,9098.204588934392,0.1728615736658501,2767534.0,1826.0,4.1,674.0
TPE,stbks,永康街2F門市,台北市大安區永康街2號2樓,大安區永康里,121.529726,25.033214,31997.07455318371,-0.3879108995447892,2133014.0,5057.0,4.1,608.0
TPE,stbks,師大雲和門市,台北市大安區師大路74號,大安區龍泉里,121.528192,25.023596,54874.388741148825,1.4411007152942634,2643091.0,3410.0,4.0,694.0
TPE,stbks,敦富門市,台北市大安區敦化南路二段59號1樓(近敦化南路信義路口),大安區義安里,121.549194,25.031196,30537.58209428585,-1.0389453219592355,3844691.0,2370.0,4.1,646.0
TPE,stbks,敦誠門市,台北市大安區敦化南路一段245號G樓,大安區建倫里,121.5495363,25.039339,37710.81747880526,-0.986778955176056,4386578.0,4186.0,4.1,646.0
TPE,stbks,辛亥門市,台北市大安區辛亥路二段175號,大安區龍淵里,121.541245,25.021688,58623.91922778076,-0.5701345177185531,4839859.0,1767.0,4.1,1107.0
TPE,stbks,崇光門市,台北市大安區忠孝東路四段45號B1,大安區光武里,121.544883,25.041902,37131.21454223301,-1.4931504734489267,3643217.0,5203.0,4.0,169.0
TPE,stbks,崇興門市,台北市大安區忠孝東路三段300號B2,大安區誠安里,121.543057,25.041212,36865.63907497207,-1.6982506421758063,1906932.0,4662.0,3.9,104.0
TPE,stbks,敦南門市,台北市大安區敦化南路二段101號,大安區義安里,121.549183,25.028753,30537.58209428585,-1.0389453219592355,3844691.0,2370.0,4.1,258.0
TPE,stbks,興南門市,台北市大安區復興南路一段323號1樓(大安捷運站出口正對面),大安區仁慈里,121.543808,25.03376,47650.26670549039,-0.1075774855597029,3559340.0,1825.0,4.1,1069.0
TPE,stbks,同領門市,台北市大安區忠孝東路四段201號(捷運忠孝敦化站二號出口，同領廣場一樓),大安區建安里,121.551773,25.041678,32731.53217965089,-1.9321270953113423,3039876.0,4619.0,3.4,141.0
TPE,stbks,華視門市,台北市大安區光復南路180巷14號(華視停車場旁),大安區華聲里,121.556897,25.042531,30932.354720605304,-1.0671675087595922,2199569.0,5222.0,4.1,627.0
TPE,stbks,木柵門市,台北市文山區木柵路三段75號,文山區木柵里,121.566909,24.988721,16248.877607976943,-0.256942227696492,4560710.0,1800.0,4.1,556.0
TPE,stbks,萬芳門市,台北市文山區興隆路三段111號,文山區興得里,121.55833,25.000305,9587.564505289612,-1.0138290215939705,2083801.0,2381.0,3.9,427.0
TPE,stbks,政大門市,台北市文山區指南路二段105號,文山區萬興里,121.575706,24.987832,2935.045209965007,-0.5960606859766848,4072411.0,1500.0,4.1,389.0
TPE,stbks,木新門市,台北市文山區木新路3段162號,文山區樟新里,121.561066,24.981887,29144.12015966489,-1.3160095124291913,2580525.0,1869.0,4.2,509.0
TPE,stbks,景美門市,台北市文山區景興路185號1-2F,文山區景華里,121.544355,24.992591,33440.60951692598,-0.9098707892136292,2292730.0,1688.0,4.2,772.0
TPE,stbks,北寧門市,台北市松山區南京東路四段56號1樓(台北體育館旁),松山區美仁里,121.553847,25.051437,16941.311151316353,-0.0230335214696915,1806613.0,3940.0,4.1,472.0
TPE,stbks,敦化門市,台北市松山區敦化北路147號1樓(近長庚醫院),松山區中華里,121.549359,25.053908,33991.447492751264,-0.2412939224685365,4211157.0,4385.0,4.0,511.0
TPE,stbks,微風南京門市,台北市松山區南京東路三段337號1樓,松山區中正里,121.547995,25.051963,29466.572383481845,-1.142283607167164,5786935.0,2554.0,3.9,79.0
TPE,stbks,京華門市,台北市松山區八德路四段138號,松山區復盛里,121.562447,25.048351,40022.90886578901,-2.252715368394872,2436851.0,2192.0,4.1,472.0
TPE,stbks,三民門市,台北市松山區民生東路五段158號,松山區三民里,121.562877,25.058596,50936.90007568448,-1.2328705774337014,3271597.0,3826.0,4.0,763.0
TPE,stbks,民生門市,台北市松山區民生東路三段105號,松山區民有里,121.544747,25.057981,32173.69790922893,-1.48568348970007,5637140.0,3369.0,4.2,482.0
TPE,stbks,松山機場門市,台北市松山區敦化北路340-9號2F(一航廈),松山區精忠里,121.549815,25.063374,2017.1525851305707,-0.2587678637916646,2562417.0,4141.0,4.1,194.0
TPE,stbks,南京三民門市,台北市松山區南京東路五段171號1樓,松山區東光里,121.56352,25.051622,36900.13471537036,-1.952800883867874,3394181.0,9026.0,4.1,982.0
TPE,stbks,台視門市,台北市松山區八德路三段10號,松山區敦化里,121.549826,25.04804,52587.13943671021,-1.372783493489571,3483634.0,4593.0,4.1,465.0
TPE,stbks,慶城門市,台北市松山區慶城街1號1樓,松山區中正里,121.544632,25.052761,29466.572383481845,-1.142283607167164,5786935.0,2554.0,3.9,403.0
TPE,stbks,微風廣場門市,台北市松山區復興南路一段39號GF,松山區中崙里,121.544126,25.046129,50089.33954483317,-0.5742544086064487,2164630.0,4444.0,4.0,365.0
TPE,stbks,宏泰門市,台北市松山區民生東路三段156-1號(宏泰大樓),松山區松基里,121.547681,25.057169,21150.871349328656,-0.9991871032571265,2911446.0,3101.0,4.1,351.0
TPE,stbks,西門桂林門市,台北市萬華區桂林路1號,萬華區仁德里,121.506304,25.037675,43070.46737696541,-1.6207289192678775,1961003.0,2042.0,4.0,382.0
TPE,stbks,艋舺門市,台北市萬華區西園路一段306巷24號 & 26號,萬華區富福里,121.498397,25.033532,30777.56994762269,-1.8281466517153195,1514932.0,2617.0,4.5,2946.0
TPE,stbks,西門成都門市,台北市萬華區成都路87號,萬華區西門里,121.504741,25.043149,26509.87919140661,-1.659900826861464,1282956.0,6142.0,4.1,933.0
TPE,stbks,漢中門市,台北市萬華區漢中街51號,萬華區萬壽里,121.507481,25.044114,18289.4591152021,-2.330547523226419,1136466.0,4913.0,4.2,1936.0
TPE,stbks,西門昆明門市,台北市萬華區武昌街二段77號,萬華區萬壽里,121.505709,25.045076,18289.4591152021,-2.330547523226419,1136466.0,4913.0,3.9,339.0
TPE,stbks,萬華西藏門市,台北市萬華區西藏路123號,萬華區新忠里,121.502506,25.029501,76146.92142697646,-0.7915825780208774,978587.0,,4.1,964.0
NTC,stbks,三峽學成門市,新北市三峽區學成路317號,三峽區龍學里,121.377211,24.944289,41692.7803536846,0.8366909515847768,6217723.0,1179.0,4.2,868.0
NTC,stbks,三重三和門市,新北市三重區三和路四段388-2號,三重區永清里,121.482066,25.079049,67812.94205652164,-0.7769980342127318,1176491.0,,4.2,702.0
NTC,stbks,三重菜寮門市,新北市三重區新北大道1段6號,三重區錦田里,121.488619,25.061548,41994.40398344697,0.2698835918014008,536264.0,,4.3,1374.0
NTC,stbks,三重門市,新北市三重區正義北路13號(門市靠近天台),三重區文化里,121.497811,25.062894,33207.231039787286,-2.821457146245236,568666.0,2303.0,4.2,702.0
NTC,stbks,三重正義門市,新北市三重區正義北路140號,三重區中央里,121.496636,25.065982,48150.27921121134,0.2673095818275536,370363.0,1752.0,4.2,836.0
NTC,stbks,湯城門市,新北市三重區重新路五段609巷10號之3,三重區中興里,121.468117,25.045928,5571.268990625547,0.0268936687123281,1158026.0,1169.0,3.8,173.0
NTC,stbks,湯城門市,新北市三重區重新路五段609巷10號之3,三重區中興里,121.468117,25.045928,5571.268990625547,0.0268936687123281,1158026.0,1169.0,3.8,173.0
NTC,stbks,二重門市,新北市三重區重新路五段654號,三重區中興里,121.467123,25.04307,5571.268990625547,0.0268936687123281,1158026.0,1169.0,3.9,143.0
NTC,stbks,二重門市,新北市三重區重新路五段654號(新莊IKEA旁的家樂福賣場1樓),三重區中興里,121.467123,25.04307,5571.268990625547,0.0268936687123281,1158026.0,1169.0,3.9,143.0
NTC,stbks,重陽集賢門市,新北市三重區集賢路137號,三重區富貴里,121.489138,25.089341,14705.669883769322,0.6626763117745682,2644871.0,1647.0,4.3,1121.0
NTC,stbks,環球門市,新北市中和區中山路三段122號,中和區員山里,121.475689,25.006077,25770.73389188112,0.0068413864401447,1910881.0,5882.0,4.1,681.0
NTC,stbks,雙和醫院門市,新北市中和區中正路291號,中和區力行里,121.494082,24.993746,55701.31393039141,-0.9671260571083214,2078912.0,618.0,3.8,167.0
NTC,stbks,立言門市,新北市中和區中正路866號1F,中和區中原里,121.48429,25.005949,5714.260089981111,9.94952441688719,2230550.0,1333.0,4.1,318.0
NTC,stbks,南勢角門市,新北市中和區和平街1號,中和區景福里,121.510301,24.989875,41369.2741701994,-0.311435607081408,2060755.0,2005.0,4.0,948.0
NTC,stbks,中科門市,新北市中和區建一路152號,中和區平河里,121.487458,24.998446,23044.608457676182,-0.7147529494821707,2743197.0,1312.0,4.0,363.0
NTC,stbks,中和遠科門市,新北市中和區連城路268號,中和區平河里,121.486496,24.996853,23044.608457676182,-0.7147529494821707,2743197.0,1312.0,3.8,145.0
NTC,stbks,中和遠科門市,新北市中和區連城路268號1樓,中和區平河里,121.486496,24.996853,23044.608457676182,-0.7147529494821707,2743197.0,1312.0,3.8,145.0
NTC,stbks,中和連城門市,新北市中和區連城路71號1-2樓,中和區廟美里,121.49744,25.001083,47478.00279988096,-0.92370421302439,1151263.0,2518.0,4.3,931.0
NTC,stbks,土城日月光門市,新北市土城區學府路二段210號1F,土城區員林里,121.445127,24.978764,24802.68358526502,6.920059272572754,1739660.0,1736.0,4.4,225.0
NTC,stbks,土城金城門市,新北市土城區金城路三段11號1樓,土城區延和里,121.46465,24.986315,60936.93898089984,1.2276681404795355,1602074.0,1648.0,4.2,1051.0
NTC,stbks,土城門市,新北市土城區青雲路152號1樓,土城區青雲里,121.459012,24.983385,11850.24351699005,2.30790797454142,695577.0,,4.4,225.0
NTC,stbks,新店中正門市,新北市新店區中正路265號,新店區中正里,121.538049,24.97399,30510.705812185646,-1.2731170513311962,2038014.0,3102.0,3.9,612.0
NTC,stbks,新中門市,新北市新店區中興路三段3號,新店區寶興里,121.545244,24.977564,17254.4826180953,0.4885626061896945,2891298.0,1207.0,3.9,994.0
NTC,stbks,新店總站門市,新北市新店區北宜路一段2號,新店區張南里,121.537784,24.957871,18733.9772851119,2.9219015987417203,803548.0,2857.0,4.1,483.0
NTC,stbks,新店總站門市,新北市新店區北宜路一段2號2F,新店區張南里,121.537784,24.957871,18733.9772851119,2.9219015987417203,803548.0,2857.0,4.1,483.0
NTC,stbks,新店門市,新北市新店區北新路一段305號,新店區新德里,121.541303,24.96777,35853.04370691958,-0.8789319292540713,818980.0,1315.0,4.1,483.0
NTC,stbks,慈濟門市,新北市新店區建國路289號2樓,新店區復興里,121.535808,24.98578,5239.354457744582,-1.462681377249305,941190.0,2691.0,4.1,198.0
NTC,stbks,北新門市,新北市新店區民權路27號,新店區大同里,121.540906,24.982665,43450.14485641117,-1.690948445746369,1568303.0,2102.0,4.1,805.0
NTC,stbks,新店建國門市,新北市新店區民權路78號,新店區復興里,121.537443,24.983059,5239.354457744582,-1.462681377249305,941190.0,2691.0,4.1,395.0
NTC,stbks,新莊中正門市,新北市新莊區中正路178號,新莊區文聖里,121.450034,25.035726,41763.55652224693,-1.1638983641790426,1136960.0,3192.0,4.1,718.0
NTC,stbks,新莊尚德門市,新北市新莊區中正路518號,新莊區營盤里,121.432072,25.032133,1318.1016781070678,-7.532965223287806,607361.0,1057.0,4.0,182.0
NTC,stbks,新莊雙鳳門市,新北市新莊區中正路702號,新莊區雙鳳里,121.417507,25.026539,8812.19457398814,1.8417699708432729,3566185.0,,4.2,1218.0
NTC,stbks,新莊門市,新北市新莊區幸福路763-3號1F之1,新莊區中港里,121.447615,25.049057,73916.74353769865,-1.06235907669762,1731076.0,5172.0,4.2,1218.0
NTC,stbks,新莊門市,新北市新莊區幸福路763-3號1F之1(新莊中和街與幸福路交叉口佳瑪賣場),新莊區中港里,121.447615,25.049057,73916.74353769865,-1.06235907669762,1731076.0,5172.0,4.2,1218.0
NTC,stbks,新莊思源門市,新北市新莊區思源路448號,新莊區頭前里,121.460218,25.05355,14427.621534263651,5.303485143996397,3899806.0,1493.0,4.3,1683.0
NTC,stbks,新莊新泰門市,新北市新莊區新泰路308號1-2樓,新莊區立德里,121.445452,25.041232,9314.219668186464,-1.3878777397977902,766227.0,,4.2,518.0
NTC,stbks,板民門市,新北市板橋區三民路二段23號(板橋三民路上家樂福旁),板橋區富貴里,121.4795095,25.01827772,38230.67572512558,-0.2412041159665386,886021.0,,3.7,356.0
NTC,stbks,遠百中山門市,新北市板橋區中山路一段152號2F,板橋區深丘里,121.464344,25.011113,26855.77525936883,-0.3044036028483651,4406637.0,4534.0,4.0,395.0
NTC,stbks,板中門市,新北市板橋區中山路一段15號1樓,板橋區鄉雲里,121.460123,25.008317,17696.501667899905,-0.7925183725913332,1259438.0,1797.0,4.0,1154.0
NTC,stbks,亞東門市,新北市板橋區南雅南路二段21號,板橋區華東里,121.452312,24.997312,15641.54307170118,1.1417444778987949,3539135.0,3384.0,4.1,277.0
NTC,stbks,亞東門市,新北市板橋區南雅南路二段21號(亞東捷運站3號出口亞東醫院旁),板橋區華東里,121.452312,24.997312,15641.54307170118,1.1417444778987949,3539135.0,3384.0,4.1,277.0
NTC,stbks,板橋忠孝門市,新北市板橋區忠孝路 31號,板橋區福星里,121.460717,25.002041,26686.498206553344,-1.4155087423090982,1189520.0,897.0,4.1,619.0
NTC,stbks,板橋忠孝門市,新北市板橋區忠孝路31號,板橋區福星里,121.460717,25.002041,26686.498206553344,-1.4155087423090982,1189520.0,897.0,4.1,619.0
NTC,stbks,板橋新埔門市,新北市板橋區文化路1段220號,板橋區百壽里,121.466682,25.020409,55798.06259922851,1.87905401621166,782302.0,2727.0,4.2,899.0
NTC,stbks,板橋新巨蛋門市,新北市板橋區文化路1段360號,板橋區華江里,121.468655,25.023422,65707.41713444446,0.0449309267860501,3015293.0,3500.0,4.1,558.0
NTC,stbks,板橋大遠百門市,新北市板橋區新站路28號2樓,板橋區福丘里,121.466627,25.013622,20359.21107721245,0.4416789044410674,3018264.0,2155.0,3.9,507.0
NTC,stbks,板大遠百9F門市,新北市板橋區新站路28號9樓,板橋區福丘里,121.466627,25.013622,20359.21107721245,0.4416789044410674,3018264.0,2155.0,2.8,10.0
NTC,stbks,板站1F門市,新北市板橋區縣民大道二段7號1F,板橋區福丘里,121.463635,25.01433,20359.21107721245,0.4416789044410674,3018264.0,2155.0,3.6,49.0
NTC,stbks,板橋捷運門市,新北市板橋區縣民大道二段7號B1,板橋區福丘里,121.463635,25.01433,20359.21107721245,0.4416789044410674,3018264.0,2155.0,3.8,9.0
NTC,stbks,板站捷運門市,新北市板橋區縣民大道二段7號B1 (捷運3A出口),板橋區福丘里,121.463635,25.01433,20359.21107721245,0.4416789044410674,3018264.0,2155.0,3.8,9.0
NTC,stbks,板橋車站門市,新北市板橋區縣民大道二段7號B1(近台鐵及高鐵入口處),板橋區福丘里,121.463635,25.01433,20359.21107721245,0.4416789044410674,3018264.0,2155.0,3.7,356.0
NTC,stbks,板橋萬板門市,新北市板橋區萬板路32號,板橋區埤墘里,121.472009,25.022316,68261.95267931012,0.1854214020774236,1314292.0,1018.0,4.3,536.0
NTC,stbks,板橋遠科門市,新北市板橋區遠東路1號,板橋區鄉雲里,121.456596,24.998722,17696.501667899905,-0.7925183725913332,1259438.0,1797.0,4.0,395.0
NTC,stbks,板雙門市,新北市板橋區雙十路二段193號,板橋區忠翠里,121.473578,25.028808,46026.76696458954,-0.2866012753461729,5111619.0,2090.0,4.2,1308.0
NTC,stbks,板雙門市,新北市板橋區雙十路二段193號(江子翠捷運站4號出口斜對面),板橋區忠翠里,121.473578,25.028808,46026.76696458954,-0.2866012753461729,5111619.0,2090.0,4.2,1308.0
NTC,stbks,MITSUI門市,新北市林口區文化三路一段356號,林口區南勢里,121.363547,25.071241,6952.096520265434,10.359882106826465,10578817.0,1832.0,4.2,809.0
NTC,stbks,林口文化三門市,新北市林口區文化三路一段359 號,林口區南勢里,121.364907,25.072814,6952.096520265434,10.359882106826465,10578817.0,1832.0,4.4,1442.0
NTC,stbks,林口文化三門市,新北市林口區文化三路一段359號,林口區南勢里,121.364907,25.072814,6952.096520265434,10.359882106826465,10578817.0,1832.0,4.4,1442.0
NTC,stbks,文化門市,新北市林口區文化二路一段551號,林口區湖南里,121.374582,25.07723,9650.28327288775,6.065477644605174,9703793.0,1473.0,4.2,820.0
NTC,stbks,文化門市,新北市林口區文化二路一段551號(家樂福隔壁),林口區湖南里,121.374582,25.07723,9650.28327288775,6.065477644605174,9703793.0,1473.0,4.2,820.0
NTC,stbks,樹林中山門市,新北市樹林區中山路一段157號,樹林區育英里,121.42196,24.988814,33829.95945620488,0.8308329232787534,849637.0,1439.0,4.3,1010.0
NTC,stbks,樹林中山,新北市樹林區中山路一段157號 (近立人街口),樹林區育英里,121.42196,24.988814,33829.95945620488,0.8308329232787534,849637.0,1439.0,4.3,1010.0
NTC,stbks,學勤北大門市,新北市樹林區大雅路288號,樹林區南園里,121.379874,24.9476,11953.40277732665,0.8386823450147851,5934044.0,1777.0,4.1,823.0
NTC,stbks,學勤北大門市,新北市樹林區家樂福北大店大雅路288號,樹林區南園里,121.3799099,24.94766712,11953.40277732665,0.8386823450147851,5934044.0,1777.0,4.1,823.0
NTC,stbks,樹林秀泰門市,新北市樹林區樹新路40-6號1F,樹林區保安里,121.427952,24.995486,27341.55072938636,-1.7802321311035207,1554782.0,,4.2,266.0
NTC,stbks,雙和門市,新北市永和區中山路一段240號1樓,永和區保安里,121.507046,25.007344,29497.069212002167,-1.52682080446076,3040572.0,2964.0,4.0,488.0
NTC,stbks,永和中正門市,新北市永和區中正路312號,永和區潭安里,121.517489,24.999402,62466.139924929405,-1.3345918967678858,1550098.0,1650.0,4.1,400.0
NTC,stbks,永和永安門市,新北市永和區安樂路248-7號1F,永和區潭墘里,121.514695,25.003632,41802.44697512799,-0.5818953780766023,1712007.0,900.0,4.1,799.0
NTC,stbks,永和愛買門市,新北市永和區民生路46巷50號,永和區民權里,121.521027,24.99649,41773.26284061432,-0.5892859300023368,1581626.0,,4.0,421.0
NTC,stbks,永和頂溪門市,新北市永和區永和路二段181號,永和區後溪里,121.515258,25.013342,46339.43117410188,0.5256119892136961,717508.0,9696.0,4.0,803.0
NTC,stbks,竹林門市,新北市永和區竹林路222-1號,永和區光明里,121.520739,25.007905,45866.6588930071,-1.786476755974083,1082010.0,2059.0,3.9,472.0
NTC,stbks,汐止大同門市,新北市汐止區大同路2段500號,汐止區信望里,121.660724,25.06809,9501.19024249604,0.2024191196260479,84808.0,,4.3,853.0
NTC,stbks,東科門市,新北市汐止區新台五路一段94號1樓,汐止區文化里,121.648416,25.060718,9609.839146791786,2.5110791039398466,1450740.0,1018.0,4.1,209.0
NTC,stbks,汐科門市,新北市汐止區新台五路一段99號,汐止區復興里,121.648248,25.06162,39070.83765716913,0.2423895026010628,3108012.0,1960.0,4.2,399.0
NTC,stbks,汐止湖前門市,新北市汐止區湖前街78 & 80號,汐止區金龍里,121.630707,25.07146,28700.43586884981,1.7294354208240066,1425322.0,1635.0,4.2,648.0
NTC,stbks,汐止湖前門市,新北市汐止區湖前街78&80號,汐止區金龍里,121.630707,25.07146,28700.43586884981,1.7294354208240066,1425322.0,1635.0,4.2,648.0
NTC,stbks,泰山明志門市,新北市泰山區明志路2段123號,泰山區義學里,121.427984,25.051366,12545.24233890748,0.3407377230496481,1137719.0,,4.2,637.0
NTC,stbks,淡海門市,新北市淡水區中山北路二段183號1樓,淡水區崁頂里,121.444039,25.185054,5179.330969260427,12.4154763814305,5025469.0,1392.0,4.2,808.0
NTC,stbks,紅樹林門市,新北市淡水區中正東路二段68號,淡水區八勢里,121.45901,25.154489,2226.486486667385,5.087045976665502,3122035.0,2340.0,4.3,249.0
NTC,stbks,河岸門市,新北市淡水區中正路205號,淡水區新生里,121.437552,25.171858,1465.7871015609414,-3.0231147220162846,111731.0,1851.0,4.3,3043.0
NTC,stbks,淡水雲門門市,新北市淡水區中正路一段6巷32-1號,淡水區油車里,121.428169,25.180764,3711.317551428043,0.015008731579306,1371549.0,,4.3,1427.0
NTC,stbks,淡水門市,新北市淡水區公明街89號1樓,淡水區草東里,121.444125,25.168296,2307.7749592402097,-2.394010944874392,216026.0,4481.0,3.9,911.0
NTC,stbks,竹圍門市,新北市淡水區民權路42號,淡水區竹圍里,121.459822,25.137142,26291.076671435967,-0.1447941663119086,2106064.0,898.0,4.1,402.0
NTC,stbks,漁人碼頭門市,新北市淡水區觀海路91號,淡水區沙崙里,121.413987,25.18243,1730.7086044846344,2.4170121414944123,1051990.0,811.0,4.2,1088.0
NTC,stbks,蘆洲三民門市,新北市蘆洲區三民路120號,蘆洲區仁愛里,121.471328,25.087339,66639.4395074807,-0.3656659418526035,1216258.0,1744.0,4.2,797.0
NTC,stbks,蘆洲長榮門市,新北市蘆洲區長榮路418號1樓,蘆洲區正義里,121.459682,25.088183,23458.84770713887,2.2529647208720123,5147118.0,1911.0,4.2,1097.0
NTC,stbks,鶯歌門市,新北市鶯歌區育英街67號,鶯歌區同慶里,121.347351,24.952176,7244.294441792545,-2.191235879271221,385333.0,2113.0,4.4,1441.0
TPE,85 cafe,台北吉林店,台北市中山區吉林路201號,中山區中庄里,121.53036,25.059988,34199.34850344049,-1.879026538898243,1857272.0,2506.0,3.6,288.0
TPE,85 cafe,台北長安東店,台北市中山區長安東路二段173號,中山區朱崙里,121.542232,25.048414,23137.60128868763,0.447031917993194,1401459.0,2266.0,3.8,223.0
TPE,85 cafe,台北榮星店,台北市中山區龍江路358號1樓,中山區行仁里,121.540889,25.066106,40912.81071875895,-1.970480633371973,2544143.0,1613.0,3.6,319.0
TPE,85 cafe,台北錦州店,台北市中山區錦州街28-8號,中山區聚盛里,121.5247,25.060237,34908.6678348258,-0.6871739024225665,1584544.0,3521.0,3.7,413.0
TPE,85 cafe,台北汀州店,台北市中正區同安街57號,中正區頂東里,121.521837,25.02417,49837.69268056392,-1.2858018819649577,2652823.0,2666.0,3.6,338.0
TPE,85 cafe,台北中華店,台北市中正區中華路二段319號,中正區忠勤里,121.506272,25.02783,62174.18432460938,-2.379050877768944,1326452.0,3336.0,4.0,31.0
TPE,85 cafe,台北莊敬店,台北市信義區莊敬路416號,信義區三張里,121.566246,25.027144,30014.71087611474,-1.33597831846215,4064796.0,2673.0,3.7,296.0
TPE,85 cafe,台北永吉店,台北市信義區永吉路269號,信義區五常里,121.575382,25.04567,43534.05821361164,-2.338026096054202,1336177.0,2938.0,3.7,359.0
TPE,85 cafe,東湖康樂店,台北市內湖區康樂街72巷2號1F,內湖區東湖里,121.618481,25.069395,51392.55385609748,-0.7371580017256463,2532485.0,1805.0,3.8,264.0
TPE,85 cafe,內湖文德店,台北市內湖區文德路2號1樓,內湖區港富里,121.578863,25.078458,26749.913214832457,-1.0082892651901432,3952913.0,2698.0,3.3,293.0
TPE,85 cafe,關渡知行店,台北市北投區知行路299號,北投區關渡里,121.467236,25.122053,6855.853133949717,-0.9297796668640352,3854213.0,,3.7,122.0
TPE,85 cafe,北投育仁店,台北市北投區中央北路一段98號,北投區大同里,121.499692,25.134796,8830.866087816092,-2.87752031187809,2169240.0,2378.0,3.7,273.0
TPE,85 cafe,北投中和店,台北市北投區中和街335號,北投區中庸里,121.499517,25.141082,41448.33547998395,-1.8882704990340395,1240561.0,1418.0,3.6,250.0
TPE,85 cafe,台北中研店,台北市南港區研究院路一段110號,南港區新富里,121.615939,25.052032,22287.04804524885,-2.337074519703168,1321008.0,2550.0,3.7,251.0
TPE,85 cafe,台北同德店,台北市南港區同德路26號,南港區萬福里,121.584019,25.045076,40510.236810007176,-1.5706579682657502,1760559.0,2053.0,3.7,210.0
TPE,85 cafe,士林劍潭店,台北市士林區承德路四段31號,士林區明勝里,121.522577,25.080582,17216.89007047223,-1.8679482731147907,1745423.0,3359.0,3.5,309.0
TPE,85 cafe,天母德行店,台北市士林區德行東路241號,士林區聖山里,121.534025,25.109794,47192.91085305884,-1.249434534712416,2416204.0,2518.0,3.7,268.0
TPE,85 cafe,士林基河,台北市士林區基河路133號,士林區仁勇里,121.523732,25.088508,31935.038004579543,-2.2569285235763585,1266108.0,3269.0,4.3,50.0
TPE,85 cafe,台北和平東店,台北市大安區和平東路三段342號,信義區黎忠里,121.557318,25.019601,35135.89458994619,-1.7953005739919388,1624286.0,2181.0,3.8,401.0
TPE,85 cafe,信義通化店,台北市大安區通化街38巷19號,大安區通安里,121.553453,25.030987,45862.811009044686,-2.121355125270963,2358251.0,3496.0,5.0,63.0
TPE,85 cafe,科技大樓店,台北市大安區和平東路二段98號,大安區龍淵里,121.541439,25.02494,58623.91922778076,-0.5701345177185531,4839859.0,1767.0,4.0,71.0
TPE,85 cafe,文山興隆店,台北市文山區興隆路四段68-6號,文山區樟林里,121.56153,24.984569,35917.60898637819,-1.6935134402621326,3254723.0,,4.2,138.0
TPE,85 cafe,台北景美店,台北市文山區景文街42號1樓,文山區景行里,121.54123,24.991716,48777.88869162513,1.352716178052423,3001156.0,2082.0,3.6,711.0
TPE,85 cafe,台北光復北店,台北市松山區光復北路167號,松山區介壽里,121.555554,25.057383,32891.66914563871,-1.073180848594513,2407651.0,5312.0,3.5,407.0
TPE,85 cafe,台北京華店,台北市松山區八德路四段202號1樓,松山區復盛里,121.564029,25.048701,40022.90886578901,-2.252715368394872,2436851.0,2192.0,3.6,170.0
TPE,85 cafe,台北西門店,台北市萬華區漢中街151號,萬華區新起里,121.50722,25.041623,53491.55855566798,0.5329850908669591,2414176.0,2722.0,3.9,843.0
TPE,85 cafe,萬華廣州店,台北市萬華區廣州街150號,萬華區富民里,121.500542,25.036573,42950.10321535566,-1.4351759713883658,1189988.0,2369.0,3.1,311.0
TPE,85 cafe,台北寶興店,台北市萬華區寶興街92號,萬華區錦德里,121.494314,25.025874,37660.707889117664,-1.6309783816704857,1365870.0,820.0,3.8,227.0
NTC,85 cafe,三峽文化店,新北市三峽區文化路152號,三峽區永舘里,121.37041,24.936274,22199.02871127091,-1.1547936202923823,1754063.0,1750.0,3.6,435.0
NTC,85 cafe,三峽中華店,新北市三峽區中華路46號,三峽區安溪里,121.372052,24.930548,19206.69350784696,-0.7173385375447723,1643439.0,1042.0,3.8,176.0
NTC,85 cafe,三峽復興店,新北市三峽區復興路369號,三峽區鳶山里,121.363519,24.938502,2184.3630028759185,-0.2187451610530318,2360907.0,1183.0,3.7,121.0
NTC,85 cafe,三芝中正店,新北市三芝區中正路一段50號,三芝區埔坪里,121.503593,25.258177,1944.9393544215293,-0.5439884525957634,1120952.0,,4.1,53.0
NTC,85 cafe,三重群光店,新北市三重區光復路二段69號2樓,三重區頂崁里,121.47225,25.056943,3818.683607954228,4.4276346077881,639546.0,,0.0,0.0
NTC,85 cafe,三重集美店,新北市三重區重新路4段104號,三重區光明里,121.487647,25.056992,30398.232620178205,-0.7068675359999037,2289865.0,1275.0,3.5,456.0
NTC,85 cafe,三重中華店,新北市三重區中華路73號,三重區田安里,121.483607,25.062549,50895.26533419877,-0.5783438225589983,1552548.0,1603.0,3.8,254.0
NTC,85 cafe,三重重新店,新北市三重區重新路一段100號,三重區永興里,121.501296,25.063329,45700.290734228,2.716149528093241,355191.0,2901.0,3.5,318.0
NTC,85 cafe,三重中正店,新北市三重區中正北路344號,三重區田中里,121.478104,25.069219,59049.29283163271,-0.3930734518273156,1575790.0,1338.0,3.7,355.0
