年,月,排名,隸屬區,里,鄰數,戶數,男,女,合計
109,12,37,中和區,平河里,67,3811,4528,4869,9397
109,12,38,新莊區,丹鳳里,28,3611,4577,4812,9389
109,12,39,新店區,張北里,32,4142,4388,4887,9275
109,12,40,新莊區,中信里,34,3206,4485,4761,9246
109,12,41,鶯歌區,尖山里,16,3423,4563,4524,9087
109,12,42,泰山區,義仁里,39,3310,4472,4583,9055
109,12,43,三重區,溪美里,31,3615,4313,4620,8933
109,12,44,鶯歌區,永昌里,22,2890,4420,4502,8922
109,12,45,板橋區,重慶里,38,3306,4321,4595,8916
109,12,46,土城區,埤林里,38,3191,4250,4531,8781
109,12,47,鶯歌區,二橋里,26,3106,4484,4296,8780
109,12,48,土城區,永寧里,37,3235,4372,4384,8756
109,12,49,三重區,碧華里,16,3856,4125,4557,8682
109,12,50,中和區,積穗里,45,3483,4107,4366,8473
109,12,51,汐止區,忠孝里,38,3876,4057,4367,8424
109,12,52,板橋區,新翠里,29,3298,3988,4378,8366
109,12,53,板橋區,海山里,23,2839,3960,4397,8357
109,12,54,土城區,清水里,32,2973,4062,4284,8346
109,12,55,新莊區,昌平里,21,3757,3861,4421,8282
109,12,56,中和區,新南里,49,3568,3816,4463,8279
109,12,57,新店區,安和里,28,3365,4022,4242,8264
109,12,58,五股區,水碓里,36,2991,4064,4122,8186
109,12,59,板橋區,華東里,32,3520,3875,4168,8043
109,12,60,蘆洲區,成功里　,29,2646,3872,4161,8033
109,12,61,板橋區,華江里,30,3271,3676,4279,7955
109,12,62,汐止區,中興里,32,3661,3849,4094,7943
109,12,63,新店區,五峯里,25,3484,3678,4252,7930
109,12,64,三峽區,永舘里,25,2856,3753,4078,7831
109,12,65,三峽區,安溪里,38,2821,3857,3970,7827
109,12,66,淡水區,新興里,9,3340,3623,4203,7826
109,12,67,三重區,光明里,30,3086,3788,3999,7787
109,12,68,三峽區,龍恩里,31,3273,3718,4064,7782
109,12,69,新莊區,光華里,28,2711,3812,3905,7717
109,12,70,林口區,東勢里,42,2758,3737,3945,7682
109,12,71,汐止區,厚德里,30,3132,3799,3864,7663
109,12,72,土城區,峯廷里,31,2659,3818,3810,7628
109,12,73,八里區,舊城里,22,3004,3720,3903,7623
109,12,74,鶯歌區,建國里,34,2733,3643,3928,7571
109,12,75,中和區,外南里,31,4339,4224,3339,7563
109,12,76,林口區,仁愛里,30,2983,3629,3922,7551
109,12,77,中和區,華新里,48,2910,3616,3889,7505
109,12,78,板橋區,福安里,25,3392,3563,3908,7471
109,12,79,板橋區,德翠里,26,2750,3663,3802,7465
109,12,80,八里區,龍源里,30,3275,3619,3835,7454
109,12,81,新店區,寶福里,29,3261,3599,3839,7438
109,12,82,淡水區,民生里,32,3559,3354,4064,7418
109,12,83,板橋區,成和里,24,2825,3619,3776,7395
109,12,84,汐止區,復興里,24,3355,3415,3970,7385
109,12,85,永和區,保安里,34,2960,3496,3867,7363
109,12,86,新莊區,裕民里,32,2654,3624,3709,7333
109,12,87,板橋區,華德里,32,3000,3490,3806,7296
109,12,88,五股區,成功里,34,3039,3610,3678,7288
109,12,89,新莊區,後港里,31,2587,3550,3729,7279
109,12,90,土城區,平和里,34,2469,3539,3717,7256
109,12,91,土城區,員林里,34,2982,3469,3774,7243
109,12,92,淡水區,福德里,19,3531,3468,3759,7227
109,12,93,中和區,中原里,24,3253,3509,3694,7203
109,12,94,蘆洲區,永康里　,22,2484,3446,3740,7186
109,12,95,汐止區,福安里,16,2846,3433,3741,7174
109,12,96,板橋區,中山里,32,3103,3504,3661,7165
109,12,97,中和區,中興里,38,2849,3434,3711,7145
109,12,98,泰山區,山腳里,45,2538,3576,3566,7142
109,12,99,土城區,清溪里,53,2718,3483,3650,7133
109,12,100,中和區,員山里,42,2847,3432,3666,7098
109,12,101,三芝區,埔坪里,35,2919,3565,3524,7089
109,12,102,三峽區,介壽里,28,2765,3603,3475,7078
109,12,103,土城區,延和里,32,2677,3365,3660,7025
109,12,104,板橋區,廣德里,25,2617,3408,3613,7021
109,12,105,新莊區,建安里,34,2560,3325,3588,6913
109,12,106,三重區,富貴里,32,2956,3305,3565,6870
109,12,107,蘆洲區,樓厝里　,24,2618,3305,3516,6821
109,12,108,中和區,德行里,42,2843,3233,3571,6804
109,12,109,三重區,成功里,21,2897,3199,3556,6755
109,12,110,新莊區,中港里,28,2249,3277,3474,6751
109,12,111,土城區,日和里,31,2604,3266,3438,6704
109,12,112,蘆洲區,永樂里　,27,2238,3306,3352,6658
109,12,113,汐止區,湖興里,38,3038,3276,3368,6644
109,12,114,新店區,信義里,31,3205,3139,3489,6628
109,12,115,中和區,連城里,48,2633,3135,3476,6611
109,12,116,淡水區,八勢里,14,3579,2969,3616,6585
109,12,117,三重區,田中里,30,2375,3192,3377,6569
109,12,118,中和區,秀景里,43,2903,3143,3362,6505
109,12,119,深坑區,埔新里,57,2652,3137,3341,6478
109,12,120,樹林區,保安里,34,2350,3222,3245,6467
109,12,121,五股區,成州里,27,2346,3272,3183,6455
109,12,122,淡水區,鄧公里,17,2699,3015,3437,6452
109,12,123,蘆洲區,恆德里　,21,2609,3078,3364,6442
109,12,124,新店區,新安里,25,3807,3372,3058,6430
109,12,125,三重區,田安里,42,2438,3080,3331,6411
109,12,126,三重區,光陽里,33,2641,3186,3217,6403
109,12,127,淡水區,竹圍里,15,3026,2910,3491,6401
109,12,128,蘆洲區,中原里　,29,2292,3114,3260,6374
109,12,129,新店區,德安里,28,2321,3171,3198,6369
109,12,130,板橋區,埔墘里,23,2600,3036,3332,6368
109,12,131,土城區,清和里,28,2236,3155,3200,6355
109,12,132,蘆洲區,南港里　,20,2088,3109,3244,6353
109,12,133,土城區,金城里,26,2411,2984,3356,6340
109,12,134,新莊區,民安里,33,2177,3045,3278,6323
109,12,135,新莊區,中美里,24,2362,3031,3277,6308
109,12,136,板橋區,溪頭里,25,2583,3079,3220,6299
109,12,137,三峽區,礁溪里,37,2406,3073,3225,6298
109,12,138,汐止區,江北里,30,2577,3241,3057,6298
109,12,139,樹林區,東陽里,31,2276,3128,3152,6280
109,12,140,新莊區,立基里,32,2329,3050,3229,6279
109,12,141,新店區,中正里,24,2665,2900,3360,6260
109,12,142,板橋區,懷翠里,26,2257,3093,3165,6258
109,12,143,三重區,永豐里,32,2173,3031,3204,6235
109,12,144,中和區,力行里,45,2460,2993,3229,6222
109,12,145,汐止區,湖光里,30,3021,2941,3274,6215
109,12,146,板橋區,溪洲里,21,2228,3003,3173,6176
109,12,147,新莊區,福興里,17,2207,3103,3060,6163
109,12,148,汐止區,自強里,25,2642,2936,3219,6155
109,12,149,蘆洲區,玉清里　,21,2337,2973,3166,6139
109,12,150,板橋區,港嘴里,25,2435,3005,3124,6129
109,12,151,新莊區,瓊林里,20,2181,3107,3019,6126
109,12,152,新店區,玫瑰里,28,2351,2920,3190,6110
109,12,153,三重區,永發里,27,2197,3050,3058,6108
109,12,154,土城區,明德里,30,2446,2829,3263,6092
109,12,155,樹林區,彭興里,41,2109,3016,3020,6036
109,12,156,淡水區,水碓里,20,2321,2919,3110,6029
109,12,157,樹林區,山佳里,21,1995,3050,2976,6026
109,12,158,新店區,中央里,20,2720,2809,3199,6008
109,12,159,三重區,六福里,29,2078,2952,3055,6007
109,12,160,中和區,安平里,43,2735,2836,3166,6002
109,12,161,鶯歌區,南鶯里,34,2163,2931,3059,5990
109,12,162,鶯歌區,中湖里,27,2067,3079,2901,5980
109,12,163,新店區,日興里,29,2278,2983,2991,5974
109,12,164,土城區,廣福里,33,2104,2930,2987,5917
109,12,165,新店區,新生里,26,2622,2770,3145,5915
109,12,166,新店區,雙城里,29,2216,2973,2909,5882
109,12,167,新店區,永平里,17,2184,2834,3039,5873
109,12,168,中和區,景福里,44,2687,2745,3113,5858
109,12,169,汐止區,秀峰里,23,2817,3051,2757,5808
109,12,170,三重區,福祉里,20,2343,2793,3011,5804
109,12,171,林口區,林口里,29,2207,2841,2936,5777
109,12,172,土城區,永富里,27,2158,2854,2920,5774
109,12,173,土城區,員仁里,33,2033,2842,2931,5773
109,12,174,汐止區,北山里,25,2705,2728,3033,5761
109,12,175,蘆洲區,仁德里　,20,2005,2856,2900,5756
109,12,176,鶯歌區,鳳鳴里,29,2221,2879,2859,5738
109,12,177,蘆洲區,鷺江里　,21,2097,2812,2924,5736
109,12,178,汐止區,新昌里,35,2351,2770,2947,5717
109,12,179,中和區,瓦磘里,29,2300,2741,2964,5705
109,12,180,中和區,錦和里,21,2065,2787,2915,5702
109,12,181,板橋區,玉光里,21,2256,2700,2997,5697
109,12,182,土城區,裕生里,39,2153,2769,2919,5688
109,12,183,淡水區,油車里,20,2409,2746,2935,5681
109,12,184,土城區,埤塘里,17,2997,3272,2396,5668
109,12,185,金山區,金美里,35,2014,2693,2973,5666
109,12,186,三重區,永清里,32,2014,2737,2927,5664
109,12,187,蘆洲區,九芎里　,27,1964,2760,2902,5662
109,12,188,新店區,安昌里,17,2434,2643,3007,5650
109,12,189,土城區,員福里,28,2096,2812,2824,5636
109,12,190,新莊區,榮和里,25,3332,3282,2353,5635
109,12,191,新莊區,信義里,25,2100,2688,2941,5629
109,12,192,新莊區,思源里,22,2118,2715,2870,5585
109,12,193,三芝區,埔頭里,42,2241,2742,2839,5581
109,12,194,新莊區,自立里,26,2198,2657,2922,5579
109,12,195,蘆洲區,仁義里　,18,2811,3016,2551,5567
109,12,196,五股區,德音里,30,2027,2757,2796,5553
109,12,197,樹林區,中山里,25,1912,2814,2737,5551
109,12,198,板橋區,宏翠里,21,2525,2614,2934,5548
109,12,199,新店區,青潭里,22,2279,2684,2862,5546
109,12,200,新店區,江陵里,23,2344,2596,2947,5543
109,12,201,三重區,永福里,30,2014,2666,2870,5536
109,12,202,蘆洲區,光華里　,19,2030,2630,2903,5533
109,12,203,土城區,頂福里,25,2090,2751,2765,5516
109,12,204,新莊區,海山里,24,2147,2672,2834,5506
109,12,205,板橋區,純翠里,16,2096,2645,2860,5505
109,12,206,新店區,寶安里,39,2616,2505,2998,5503
109,12,207,蘆洲區,永安里　,19,1899,2637,2866,5503
109,12,208,三峽區,中正里,34,1806,2772,2728,5500
109,12,209,新店區,寶興里,24,2576,2588,2912,5500
109,12,210,中和區,景平里,43,2517,2559,2941,5500
109,12,211,樹林區,彭福里,33,2009,2719,2780,5499
109,12,212,三重區,大有里,25,2042,2708,2775,5483
109,12,213,汐止區,建成里,23,2423,2535,2935,5470
109,12,214,板橋區,華中里,20,1975,2733,2725,5458
109,12,215,蘆洲區,仁愛里　,19,1873,2666,2789,5455
109,12,216,三重區,五華里,18,2132,2615,2814,5429
109,12,217,汐止區,金龍里,41,2505,2613,2808,5421
109,12,218,蘆洲區,長安里　,19,1824,2712,2707,5419
109,12,219,板橋區,聚安里,28,2004,2708,2705,5413
109,12,220,新莊區,中隆里,27,2073,2587,2806,5393
109,12,221,新店區,美潭里,20,2188,2644,2746,5390
109,12,222,新店區,員潭里,19,2311,2606,2771,5377
109,12,223,樹林區,樹西里,32,2056,2651,2720,5371
109,12,224,新莊區,南港里,22,1982,2625,2734,5359
109,12,225,樹林區,文林里,36,1911,2595,2758,5353
109,12,226,汐止區,崇德里,29,2130,2625,2718,5343
109,12,227,新莊區,福基里,17,2408,2635,2702,5337
109,12,228,三重區,永順里,36,1901,2562,2772,5334
109,12,229,中和區,文元里,35,2019,2593,2730,5323
109,12,230,新店區,永安里,25,2024,2605,2714,5319
109,12,231,永和區,福和里,23,2320,2505,2814,5319
109,12,232,板橋區,自強里,35,2077,2596,2716,5312
109,12,233,板橋區,湳興里,25,2281,2527,2784,5311
109,12,234,汐止區,拱北里,31,2166,2694,2608,5302
109,12,235,新莊區,成德里,23,1835,2577,2722,5299
109,12,236,板橋區,江翠里,20,2078,2602,2692,5294
109,12,237,樹林區,東昇里,28,1949,2608,2660,5268
109,12,238,汐止區,康福里,24,2726,2463,2793,5256
109,12,239,板橋區,中正里,27,2120,2553,2702,5255
109,12,240,新莊區,光明里,21,1728,2548,2694,5242
109,12,241,板橋區,福丘里,19,2292,2400,2835,5235
109,12,242,新莊區,忠孝里,29,2183,2509,2723,5232
109,12,243,鶯歌區,大湖里,24,1942,2624,2608,5232
109,12,244,中和區,南山里,38,2204,2536,2689,5225
109,12,245,中和區,民安里,25,1949,2589,2635,5224
109,12,246,土城區,頂埔里,31,2040,2550,2665,5215
109,12,247,土城區,樂利里,36,1962,2512,2698,5210
109,12,248,新店區,中興里,18,2335,2464,2746,5210
109,12,249,鶯歌區,永吉里,32,1683,2599,2608,5207
109,12,250,中和區,華南里,24,2110,2555,2649,5204
109,12,251,中和區,復興里,55,2072,2425,2779,5204
109,12,252,三重區,慈祐里,26,1934,2562,2640,5202
109,12,253,泰山區,貴和里,42,1991,2549,2649,5198
109,12,254,樹林區,彭厝里,40,1744,2576,2618,5194
109,12,255,樹林區,獇寮里,27,1830,2609,2574,5183
109,12,256,板橋區,福德里,28,1978,2573,2606,5179
109,12,257,新莊區,立言里,24,1888,2463,2714,5177
109,12,258,三重區,永德里,34,1916,2534,2642,5176
109,12,259,中和區,秀明里,56,2394,2355,2806,5161
109,12,260,新莊區,全泰里,27,1940,2534,2624,5158
109,12,261,新莊區,立泰里,21,1900,2457,2700,5157
109,12,262,永和區,中溪里,21,2096,2554,2595,5149
109,12,263,中和區,福祥里,38,2108,2503,2635,5138
109,12,264,板橋區,民族里,20,1813,2480,2652,5132
109,12,265,中和區,內南里,39,1843,2586,2545,5131
109,12,266,樹林區,潭底里,33,2197,2808,2322,5130
109,12,267,土城區,大安里,25,2031,2551,2562,5113
109,12,268,蘆洲區,光明里　,23,1796,2484,2626,5110
109,12,269,泰山區,義學里,27,1857,2529,2571,5100
109,12,270,中和區,自強里,25,1916,2493,2606,5099
109,12,271,土城區,安和里,28,1845,2513,2581,5094
109,12,272,板橋區,龍翠里,20,2002,2479,2604,5083
109,12,273,土城區,廷寮里,23,1743,2522,2548,5070
109,12,274,土城區,學士里,27,1864,2434,2630,5064
109,12,275,永和區,秀和里,21,2067,2388,2672,5060
109,12,276,中和區,佳和里,40,2197,2387,2665,5052
109,12,277,永和區,豫溪里,17,2797,2568,2447,5015
109,12,278,永和區,和平里,24,2083,2361,2645,5006
109,12,279,林口區,中湖里,17,1901,2473,2515,4988
109,12,280,淡水區,正德里,14,2132,2264,2713,4977
109,12,281,板橋區,長安里,19,1740,2395,2579,4974
109,12,282,樹林區,三興里,31,1814,2557,2409,4966
109,12,283,萬里區,萬里里,35,1488,2455,2511,4966
109,12,284,中和區,景安里,44,2124,2402,2564,4966
109,12,285,新莊區,和平里,21,1774,2441,2519,4960
109,12,286,中和區,碧河里,27,2124,2422,2532,4954
109,12,287,汐止區,保長里,22,2119,2445,2508,4953
109,12,288,永和區,潭安里,20,2019,2365,2573,4938
109,12,289,淡水區,新民里,12,2026,2348,2587,4935
109,12,290,永和區,永元里,21,1946,2309,2607,4916
109,12,291,八里區,訊塘里,23,1932,2414,2488,4902
109,12,292,汐止區,北峰里,26,2031,2449,2439,4888
109,12,293,中和區,秀峰里,47,2365,2204,2682,4886
109,12,294,新店區,吉祥里,24,1839,2315,2560,4875
109,12,295,永和區,民族里,22,1902,2302,2568,4870
109,12,296,板橋區,明翠里,22,1974,2374,2491,4865
109,12,297,永和區,保平里,25,1961,2324,2539,4863
109,12,298,汐止區,智慧里,24,2254,2244,2614,4858
109,12,299,新莊區,光正里,22,1623,2378,2475,4853
109,12,300,新莊區,四維里,22,1853,2305,2547,4852
109,12,301,板橋區,東丘里,20,1691,2331,2518,4849
109,12,302,土城區,沛陂里,21,1915,2433,2415,4848
109,12,303,中和區,秀福里,36,1988,2350,2496,4846
109,12,304,中和區,忠孝里,39,1870,2388,2458,4846
109,12,305,汐止區,茄苳里,27,1803,2439,2407,4846
109,12,306,板橋區,柏翠里,18,2158,2321,2523,4844
109,12,307,板橋區,港德里,29,1935,2363,2481,4844
109,12,308,淡水區,學府里,18,2232,2295,2539,4834
109,12,309,三重區,福隆里,19,1860,2317,2513,4830
109,12,310,汐止區,文化里,21,2048,2342,2488,4830
109,12,311,永和區,民樂里,22,1939,2342,2487,4829
109,12,312,新莊區,合鳳里,25,1741,2395,2418,4813
109,12,313,五股區,興珍里,40,1696,2477,2335,4812
109,12,314,三重區,幸福里,36,1902,2356,2455,4811
109,12,315,土城區,日新里,27,1771,2367,2438,4805
109,12,316,汐止區,秀山里,26,1914,2368,2425,4793
109,12,317,板橋區,埤墘里,17,1834,2273,2518,4791
109,12,318,新店區,中山里,26,2326,2169,2619,4788
109,12,319,板橋區,大豐里,22,1813,2318,2446,4764
109,12,320,新莊區,光榮里,20,1567,2335,2427,4762
109,12,321,中和區,壽德里,31,1863,2270,2488,4758
109,12,322,汐止區,城中里,28,2020,2222,2531,4753
109,12,323,永和區,潭墘里,25,1956,2166,2584,4750
109,12,324,中和區,安穗里,19,1858,2284,2464,4748
109,12,325,淡水區,沙崙里,8,2078,2312,2422,4734
109,12,326,汐止區,橫科里,42,2157,2332,2386,4718
109,12,327,新莊區,恆安里,24,1697,2272,2438,4710
109,12,328,樹林區,金寮里,24,1642,2325,2376,4701
109,12,329,新莊區,全安里,22,1816,2235,2463,4698
109,12,330,中和區,德穗里,32,1834,2267,2431,4698
109,12,331,五股區,德泰里,22,1758,2288,2404,4692
109,12,332,淡水區,民權里,17,2248,2146,2543,4689
109,12,333,永和區,民權里,26,1745,2237,2448,4685
109,12,334,新莊區,中和里,30,1691,2291,2386,4677
109,12,335,中和區,明穗里,33,1684,2342,2331,4673
109,12,336,泰山區,楓樹里,28,1751,2332,2338,4670
109,12,337,三重區,博愛里,22,1647,2254,2409,4663
109,12,338,蘆洲區,永德里　,20,1586,2283,2378,4661
109,12,339,土城區,貨饒里,22,1878,2283,2372,4655
109,12,340,土城區,復興里,34,1694,2293,2351,4644
109,12,341,汐止區,東勢里,22,2293,2258,2375,4633
109,12,342,樹林區,圳福里,27,1612,2297,2329,4626
109,12,343,中和區,秀山里,31,1830,2210,2413,4623
109,12,344,新莊區,中泰里,22,1777,2278,2345,4623
109,12,345,板橋區,新民里,26,1750,2238,2384,4622
109,12,346,鶯歌區,鳳祥里,33,1676,2333,2289,4622
109,12,347,汐止區,白雲里,26,1906,2306,2310,4616
109,12,348,土城區,延壽里,27,1725,2299,2278,4577
109,12,349,中和區,和興里,42,1939,2154,2401,4555
109,12,350,板橋區,莊敬里,17,1688,2163,2391,4554
109,12,351,土城區,永豐里,27,1647,2234,2317,4551
109,12,352,鶯歌區,北鶯里,20,1971,2297,2244,4541
109,12,353,新莊區,昌隆里,15,1701,2150,2381,4531
109,12,354,五股區,五股里,28,1963,2395,2133,4528
109,12,355,中和區,福美里,35,1751,2209,2319,4528
109,12,356,中和區,廟美里,40,1778,2202,2321,4523
109,12,357,中和區,嘉慶里,24,1687,2206,2311,4517
109,12,358,土城區,員信里,25,1649,2216,2292,4508
109,12,359,土城區,延吉里,22,1605,2272,2227,4499
109,12,360,永和區,下溪里,15,1890,2162,2334,4496
109,12,361,林口區,菁湖里,23,1626,2230,2266,4496
109,12,362,三重區,仁華里,27,1722,2163,2315,4478
109,12,363,新店區,中華里,21,2014,2095,2381,4476
109,12,364,板橋區,堂春里,19,1528,2196,2270,4466
109,12,365,板橋區,信義里,21,1760,2179,2283,4462
109,12,366,三重區,民生里,28,1757,2189,2272,4461
109,12,367,三重區,光田里,27,1947,2141,2306,4447
109,12,368,中和區,信和里,41,1659,2186,2258,4444
109,12,369,金山區,美田里,25,1447,2100,2343,4443
109,12,370,板橋區,忠誠里,17,1780,2130,2312,4442
109,12,371,板橋區,雙玉里,18,1613,2121,2314,4435
109,12,372,板橋區,新生里,24,1595,2188,2243,4431
109,12,373,板橋區,振興里,17,1689,2164,2266,4430
109,12,374,新莊區,思賢里,21,1614,2187,2233,4420
109,12,375,中和區,中安里,40,2095,2027,2371,4398
109,12,376,板橋區,漢生里,22,1709,2131,2266,4397
109,12,377,新莊區,幸福里,30,1640,2100,2293,4393
109,12,378,中和區,錦中里,22,1645,2142,2249,4391
109,12,379,中和區,東南里,32,1792,2125,2260,4385
109,12,380,中和區,崇南里,41,1922,2091,2290,4381
109,12,381,淡水區,新義里,14,1568,2138,2240,4378
109,12,382,永和區,得和里,25,1854,2035,2328,4363
109,12,383,中和區,安順里,34,1967,2045,2317,4362
109,12,384,林口區,麗園里,19,1555,2131,2223,4354
109,12,385,中和區,福善里,42,1860,2031,2314,4345
109,12,386,三重區,五常里,34,1479,2161,2183,4344
109,12,387,三重區,永安里,20,1562,2121,2222,4343
109,12,388,土城區,延祿里,21,1567,2146,2195,4341
109,12,389,板橋區,僑中里,16,1555,2164,2173,4337
109,12,390,泰山區,同榮里,30,1531,2120,2209,4329
109,12,391,三峽區,大埔里,22,1514,2311,2014,4325
109,12,392,板橋區,華興里,18,1703,2091,2233,4324
109,12,393,八里區,埤頭里,28,1682,2147,2168,4315
109,12,394,板橋區,香社里,21,1599,2139,2176,4315
109,12,395,新店區,新和里,23,1774,2052,2257,4309
109,12,396,中和區,福南里,29,1594,2076,2231,4307
109,12,397,樹林區,樹南里,29,1559,2135,2170,4305
109,12,398,新店區,福民里,25,1899,2017,2280,4297
109,12,399,蘆洲區,中路里　,17,1532,2125,2172,4297
109,12,400,板橋區,振義里,19,1666,2112,2183,4295
109,12,401,蘆洲區,延平里　,17,1553,2136,2158,4294
109,12,402,永和區,店街里,19,1910,1932,2352,4284
109,12,403,板橋區,和平里,16,1723,1999,2281,4280
109,12,404,三重區,福德里,20,1780,2029,2250,4279
109,12,405,三峽區,八張里,20,1542,2127,2140,4267
109,12,406,永和區,民本里,17,1630,1995,2268,4263
109,12,407,永和區,永安里,24,1828,1963,2298,4261
109,12,408,樹林區,三多里,21,1481,2162,2087,4249
109,12,409,中和區,民生里,30,1769,2021,2196,4217
109,12,410,林口區,東林里,27,1506,2143,2065,4208
109,12,411,板橋區,廣福里,12,1581,2057,2149,4206
109,12,412,五股區,集賢里,22,1490,2114,2091,4205
109,12,413,板橋區,五權里,19,1568,2091,2114,4205
109,12,414,樹林區,三福里,32,1541,2075,2128,4203
109,12,415,樹林區,光興里,21,1452,2110,2087,4197
109,12,416,蘆洲區,信義里　,27,1452,2079,2117,4196
109,12,417,永和區,民生里,22,1566,1964,2232,4196
109,12,418,永和區,秀林里,20,1693,2031,2161,4192
109,12,419,淡水區,中興里,18,1761,2022,2161,4183
109,12,420,中和區,福真里,43,1722,2051,2131,4182
109,12,421,三重區,田心里,32,1629,2051,2125,4176
109,12,422,中和區,仁和里,42,1504,2068,2105,4173
109,12,423,泰山區,貴子里,29,1679,2075,2097,4172
109,12,424,新莊區,民有里,20,1573,1975,2188,4163
109,12,425,鶯歌區,鳳福里,29,1683,2040,2111,4151
109,12,426,板橋區,福祿里,19,1637,1953,2183,4136
109,12,427,三重區,五順里,35,1520,2041,2078,4119
109,12,428,中和區,明德里,28,1558,2037,2082,4119
109,12,429,中和區,嘉新里,22,1475,2026,2079,4105
109,12,430,瑞芳區,爪峯里,14,1596,2010,2093,4103
109,12,431,新店區,達觀里,21,2049,1884,2218,4102
109,12,432,淡水區,幸福里,19,1638,1977,2118,4095
109,12,433,泰山區,同興里,24,1445,1988,2103,4091
109,12,434,板橋區,文翠里,19,1591,2007,2079,4086
109,12,435,三重區,清和里,20,1940,1943,2143,4086
109,12,436,板橋區,金華里,23,1485,1997,2087,4084
109,12,437,新莊區,立志里,16,1547,1984,2095,4079
109,12,438,永和區,水源里,21,1654,1930,2148,4078
109,12,439,三重區,中興里,37,1649,2042,2032,4074
109,12,440,板橋區,香丘里,14,1556,1944,2130,4074
109,12,441,永和區,雙和里,17,1727,1842,2218,4060
109,12,442,板橋區,大安里,24,1531,2055,2003,4058
109,12,443,板橋區,幸福里,19,1540,1985,2070,4055
109,12,444,板橋區,文聖里,17,1447,1968,2082,4050
109,12,445,中和區,中正里,34,1557,1951,2097,4048
109,12,446,五股區,集福里,26,1560,2048,1990,4038
109,12,447,新店區,明德里,27,1820,1916,2121,4037
109,12,448,永和區,秀朗里,23,1593,1969,2063,4032
109,12,449,板橋區,公館里,21,1510,1999,2030,4029
109,12,450,三重區,崇德里,32,1553,2023,1999,4022
109,12,451,三重區,五福里,17,1671,1931,2086,4017
109,12,452,土城區,柑林里,21,1591,1909,2102,4011
109,12,453,新莊區,化成里,15,1580,2000,2001,4001
109,12,454,五股區,六福里,23,1504,1954,2043,3997
109,12,455,中和區,錦盛里,26,1465,1958,2031,3989
109,12,456,樹林區,和平里,28,1402,1980,1996,3976
109,12,457,板橋區,居仁里,17,1551,1961,2014,3975
109,12,458,新莊區,昌信里,17,1465,1922,2048,3970
109,12,459,板橋區,浮洲里,25,1500,2004,1964,3968
109,12,460,中和區,漳和里,36,1760,1904,2057,3961
109,12,461,三重區,重明里,19,1615,1938,2017,3955
109,12,462,泰山區,明志里,24,1448,1940,2008,3948
109,12,463,新店區,福德里,20,1644,1826,2119,3945
109,12,464,中和區,國光里,39,1509,1917,2017,3934
109,12,465,新店區,百忍里,22,1639,1816,2106,3922
109,12,466,蘆洲區,保佑里　,18,1426,1939,1982,3921
109,12,467,永和區,安和里,18,1735,1799,2112,3911
109,12,468,新莊區,富民里,21,1488,1905,2004,3909
109,12,469,新店區,大同里,26,1756,1888,2014,3902
109,12,470,新莊區,民全里,17,1391,1909,1992,3901
109,12,471,三重區,六合里,25,1525,1934,1961,3895
109,12,472,板橋區,鄉雲里,21,1671,1853,2030,3883
109,12,473,蘆洲區,保新里　,12,1471,1892,1990,3882
