年,月,排名,隸屬區,里,鄰數,戶數,男,女,合計
107,12,40,泰山區,義仁里,39,3270,4489,4551,9040
107,12,41,板橋區,重慶里,38,3283,4398,4617,9015
107,12,42,土城區,埤林里,38,3181,4314,4618,8932
107,12,43,新莊區,頭前里,16,3862,4331,4528,8859
107,12,44,鶯歌區,二橋里,26,3026,4423,4271,8694
107,12,45,三重區,溪美里,22,3463,4194,4479,8673
107,12,46,土城區,永寧里,37,3203,4319,4344,8663
107,12,47,板橋區,海山里,23,2878,4061,4467,8528
107,12,48,中和區,新南里,49,3586,3943,4569,8512
107,12,49,中和區,積穗里,45,3467,4122,4387,8509
107,12,50,土城區,清水里,32,2952,4137,4338,8475
107,12,51,汐止區,忠孝里,38,3750,3942,4292,8234
107,12,52,鶯歌區,尖山里,16,2957,4142,4072,8214
107,12,53,三重區,碧華里,16,3675,3893,4292,8185
107,12,54,五股區,水碓里,36,2943,4065,4083,8148
107,12,55,淡水區,大庄里,12,4042,3784,4336,8120
107,12,56,板橋區,新翠里,29,3117,3899,4206,8105
107,12,57,蘆洲區,成功里　,29,2641,3870,4153,8023
107,12,58,三峽區,永舘里,25,2838,3827,4168,7995
107,12,59,新店區,安和里,28,3182,3868,4074,7942
107,12,60,新莊區,光華里,28,2724,3900,4021,7921
107,12,61,三峽區,安溪里,38,2801,3892,4009,7901
107,12,62,板橋區,華江里,30,3249,3639,4250,7889
107,12,63,三重區,光明里,30,3044,3819,4056,7875
107,12,64,板橋區,華東里,32,3360,3747,3999,7746
107,12,65,汐止區,中興里,32,3578,3751,3985,7736
107,12,66,淡水區,新興里,8,3278,3570,4121,7691
107,12,67,新店區,五峯里,25,3307,3581,4108,7689
107,12,68,土城區,峯廷里,31,2639,3821,3846,7667
107,12,69,板橋區,德翠里,26,2742,3715,3901,7616
107,12,70,八里區,舊城里,22,2887,3717,3891,7608
107,12,71,中和區,華新里,48,2883,3632,3946,7578
107,12,72,汐止區,厚德里,30,3052,3730,3817,7547
107,12,73,永和區,保安里,34,2966,3566,3946,7512
107,12,74,林口區,仁愛里,30,2895,3542,3940,7482
107,12,75,新莊區,裕民里,32,2640,3705,3771,7476
107,12,76,中和區,外南里,31,4138,4136,3316,7452
107,12,77,新店區,寶福里,29,3206,3584,3836,7420
107,12,78,鶯歌區,建國里,34,2606,3593,3821,7414
107,12,79,板橋區,華德里,32,2988,3536,3862,7398
107,12,80,八里區,龍源里,30,3223,3585,3809,7394
107,12,81,淡水區,民生里,32,3479,3334,4023,7357
107,12,82,三峽區,龍恩里,31,3090,3517,3837,7354
107,12,83,新莊區,後港里,31,2560,3549,3745,7294
107,12,84,蘆洲區,永康里　,22,2465,3489,3789,7278
107,12,85,汐止區,復興里,24,3314,3348,3911,7259
107,12,86,土城區,平和里,34,2457,3547,3679,7226
107,12,87,新莊區,昌平里,21,3338,3354,3859,7213
107,12,88,三芝區,埔坪里,35,2903,3622,3579,7201
107,12,89,中和區,中興里,38,2820,3446,3743,7189
107,12,90,土城區,清溪里,53,2721,3551,3621,7172
107,12,91,泰山區,山腳里,45,2502,3598,3543,7141
107,12,92,三峽區,介壽里,28,2642,3614,3477,7091
107,12,93,板橋區,廣德里,25,2611,3436,3647,7083
107,12,94,板橋區,成和里,22,2657,3483,3598,7081
107,12,95,中和區,員山里,42,2807,3399,3593,6992
107,12,96,淡水區,福德里,19,3419,3320,3637,6957
107,12,97,新莊區,建安里,34,2544,3328,3604,6932
107,12,98,中和區,德行里,42,2829,3323,3577,6900
107,12,99,新莊區,中港里,28,2229,3313,3525,6838
107,12,100,蘆洲區,永樂里　,27,2246,3371,3422,6793
107,12,101,土城區,延和里,32,2483,3210,3534,6744
107,12,102,板橋區,中山里,32,2936,3289,3448,6737
107,12,103,樹林區,保安里,34,2382,3346,3341,6687
107,12,104,三重區,富貴里,32,2845,3158,3500,6658
107,12,105,五股區,成功里,34,2645,3313,3320,6633
107,12,106,中和區,連城里,48,2602,3164,3463,6627
107,12,107,蘆洲區,樓厝里　,24,2452,3224,3395,6619
107,12,108,三重區,田中里,30,2351,3239,3374,6613
107,12,109,板橋區,福安里,25,3001,3134,3405,6539
107,12,110,新店區,新安里,25,3762,3409,3124,6533
107,12,111,中和區,秀景里,43,2873,3181,3352,6533
107,12,112,三重區,成功里,21,2763,3110,3420,6530
107,12,113,深坑區,埔新里,57,2632,3164,3366,6530
107,12,114,新店區,信義里,31,3170,3111,3393,6504
107,12,115,土城區,清和里,28,2235,3252,3244,6496
107,12,116,新店區,德安里,28,2312,3242,3252,6494
107,12,117,汐止區,福安里,16,2445,3093,3361,6454
107,12,118,林口區,東勢里,42,2342,3126,3325,6451
107,12,119,新莊區,立基里,32,2341,3103,3344,6447
107,12,120,三重區,光陽里,33,2593,3190,3254,6444
107,12,121,板橋區,埔墘里,23,2584,3052,3372,6424
107,12,122,蘆洲區,恆德里　,21,2567,3103,3321,6424
107,12,123,新店區,中正里,24,2661,2976,3438,6414
107,12,124,汐止區,湖興里,38,2965,3172,3241,6413
107,12,125,三重區,田安里,42,2400,3095,3315,6410
107,12,126,土城區,金城里,26,2381,3017,3358,6375
107,12,127,淡水區,鄧公里,17,2670,2987,3388,6375
107,12,128,五股區,成州里,27,2287,3242,3132,6374
107,12,129,新莊區,民安里,33,2133,3054,3313,6367
107,12,130,三重區,永豐里,32,2183,3105,3221,6326
107,12,131,中和區,力行里,45,2461,3024,3297,6321
107,12,132,淡水區,竹圍里,15,2976,2838,3480,6318
107,12,133,樹林區,東陽里,31,2251,3177,3132,6309
107,12,134,汐止區,江北里,30,2551,3224,3061,6285
107,12,135,蘆洲區,南港里　,20,2080,3076,3205,6281
107,12,136,新莊區,中美里,24,2261,3013,3236,6249
107,12,137,板橋區,港嘴里,25,2430,3072,3165,6237
107,12,138,土城區,員林里,34,2446,3022,3214,6236
107,12,139,板橋區,溪洲里,21,2199,3035,3200,6235
107,12,140,板橋區,溪頭里,25,2426,3066,3162,6228
107,12,141,板橋區,懷翠里,26,2249,3054,3147,6201
107,12,142,樹林區,彭興里,41,2093,3095,3089,6184
107,12,143,新店區,玫瑰里,28,2338,2958,3225,6183
107,12,144,新莊區,瓊林里,20,2148,3114,3052,6166
107,12,145,蘆洲區,中原里　,29,2191,3026,3136,6162
107,12,146,三重區,永發里,27,2194,3080,3082,6162
107,12,147,新莊區,福興里,17,2184,3107,3054,6161
107,12,148,中和區,中原里,24,2660,2998,3122,6120
107,12,149,蘆洲區,玉清里　,21,2291,2966,3134,6100
107,12,150,中和區,安平里,43,2731,2884,3196,6080
107,12,151,鶯歌區,南鶯里,34,2141,2952,3111,6063
107,12,152,淡水區,水碓里,20,2285,2936,3125,6061
107,12,153,土城區,明德里,30,2417,2796,3263,6059
107,12,154,鶯歌區,中湖里,27,2044,3118,2935,6053
107,12,155,三峽區,礁溪里,37,2246,2964,3083,6047
107,12,156,土城區,日和里,31,2190,2959,3086,6045
107,12,157,新店區,日興里,29,2263,3015,3019,6034
107,12,158,新店區,雙城里,29,2223,3052,2977,6029
107,12,159,樹林區,山佳里,21,1963,3055,2955,6010
107,12,160,土城區,廣福里,33,2102,2926,3052,5978
107,12,161,新店區,新生里,26,2597,2785,3192,5977
107,12,162,汐止區,湖光里,30,2881,2868,3088,5956
107,12,163,新店區,永平里,17,2193,2858,3083,5941
107,12,164,三重區,六福里,29,2010,2938,2990,5928
107,12,165,新店區,中央里,20,2659,2752,3149,5901
107,12,166,林口區,林口里,29,2177,2892,2965,5857
107,12,167,淡水區,八勢里,14,3166,2627,3223,5850
107,12,168,土城區,員仁里,33,2017,2882,2963,5845
107,12,169,中和區,景福里,44,2629,2722,3097,5819
107,12,170,汐止區,新昌里,35,2346,2835,2969,5804
107,12,171,土城區,裕生里,39,2150,2827,2971,5798
107,12,172,三重區,福祉里,20,2329,2775,3017,5792
107,12,173,中和區,錦和里,21,2071,2834,2947,5781
107,12,174,中和區,瓦磘里,29,2277,2758,3019,5777
107,12,175,三重區,永清里,32,2013,2758,2991,5749
107,12,176,汐止區,秀峰里,23,2728,3017,2728,5745
107,12,177,新莊區,信義里,25,2069,2754,2980,5734
107,12,178,蘆洲區,鷺江里　,21,2041,2808,2919,5727
107,12,179,蘆洲區,九芎里　,27,1942,2782,2943,5725
107,12,180,金山區,金美里,35,1949,2714,3002,5716
107,12,181,土城區,員福里,28,2087,2857,2847,5704
107,12,182,蘆洲區,仁德里　,20,1968,2829,2868,5697
107,12,183,新莊區,自立里,26,2215,2696,2987,5683
107,12,184,新莊區,思源里,22,2116,2770,2908,5678
107,12,185,三重區,永福里,30,2012,2736,2934,5670
107,12,186,新莊區,海山里,24,2143,2739,2922,5661
107,12,187,汐止區,自強里,25,2425,2715,2935,5650
107,12,188,板橋區,玉光里,21,2212,2678,2970,5648
107,12,189,淡水區,油車里,20,2368,2727,2899,5626
107,12,190,新店區,安昌里,17,2392,2626,2985,5611
107,12,191,板橋區,純翠里,15,2096,2715,2893,5608
107,12,192,三芝區,埔頭里,42,2207,2753,2851,5604
107,12,193,新店區,江陵里,23,2325,2631,2956,5587
107,12,194,汐止區,北山里,25,2612,2641,2946,5587
107,12,195,樹林區,中山里,25,1910,2836,2744,5580
107,12,196,蘆洲區,仁義里　,18,2722,3018,2537,5555
107,12,197,新店區,青潭里,22,2264,2685,2864,5549
107,12,198,土城區,頂福里,25,2079,2797,2750,5547
107,12,199,板橋區,湳興里,25,2324,2639,2908,5547
107,12,200,土城區,永富里,27,1958,2732,2802,5534
107,12,201,板橋區,聚安里,28,2012,2763,2770,5533
107,12,202,板橋區,華中里,20,1934,2774,2756,5530
107,12,203,五股區,德音里,30,1978,2764,2763,5527
107,12,204,蘆洲區,光華里　,19,1990,2622,2903,5525
107,12,205,三峽區,中正里,34,1773,2765,2753,5518
107,12,206,新店區,寶安里,39,2616,2534,2980,5514
107,12,207,土城區,埤塘里,17,2848,3172,2338,5510
107,12,208,中和區,景平里,43,2476,2595,2907,5502
107,12,209,樹林區,彭福里,33,1974,2735,2767,5502
107,12,210,三重區,五華里,18,2117,2645,2842,5487
107,12,211,三重區,大有里,25,2014,2715,2771,5486
107,12,212,新莊區,南港里,22,1966,2697,2783,5480
107,12,213,汐止區,建成里,23,2383,2534,2937,5471
107,12,214,樹林區,文林里,36,1916,2652,2817,5469
107,12,215,三重區,永順里,36,1903,2629,2839,5468
107,12,216,蘆洲區,仁愛里　,19,1852,2684,2772,5456
107,12,217,樹林區,樹西里,32,2047,2662,2779,5441
107,12,218,中和區,文元里,35,2030,2634,2799,5433
107,12,219,蘆洲區,永安里　,19,1847,2624,2805,5429
107,12,220,新店區,美潭里,20,2157,2620,2785,5405
107,12,221,新店區,寶興里,24,2484,2545,2848,5393
107,12,222,新店區,永安里,25,1996,2616,2749,5365
107,12,223,板橋區,福德里,28,2002,2669,2684,5353
107,12,224,永和區,福和里,23,2325,2520,2830,5350
107,12,225,蘆洲區,長安里　,19,1788,2667,2683,5350
107,12,226,板橋區,自強里,35,2051,2620,2729,5349
107,12,227,中和區,南山里,38,2195,2606,2741,5347
107,12,228,新店區,中興里,18,2320,2510,2819,5329
107,12,229,鶯歌區,大湖里,24,1933,2692,2631,5323
107,12,230,樹林區,彭厝里,40,1747,2633,2686,5319
107,12,231,土城區,樂利里,36,1978,2590,2726,5316
107,12,232,新莊區,成德里,23,1813,2573,2742,5315
107,12,233,新店區,員潭里,19,2253,2605,2707,5312
107,12,234,汐止區,崇德里,29,2117,2614,2694,5308
107,12,235,新莊區,立言里,24,1873,2545,2763,5308
107,12,236,中和區,復興里,55,2082,2484,2819,5303
107,12,237,樹林區,獇寮里,27,1844,2665,2637,5302
107,12,238,永和區,中溪里,21,2099,2619,2655,5274
107,12,239,新莊區,全泰里,27,1948,2576,2694,5270
107,12,240,中和區,內南里,39,1846,2656,2592,5248
107,12,241,中和區,華南里,24,2110,2573,2672,5245
107,12,242,土城區,頂埔里,31,1998,2560,2673,5233
107,12,243,三重區,永德里,34,1900,2547,2684,5231
107,12,244,汐止區,拱北里,31,2135,2646,2580,5226
107,12,245,中和區,民安里,25,1905,2583,2614,5197
107,12,246,汐止區,金龍里,37,2359,2515,2681,5196
107,12,247,泰山區,貴和里,42,1958,2560,2632,5192
107,12,248,中和區,自強里,25,1918,2581,2608,5189
107,12,249,板橋區,龍翠里,20,2010,2517,2665,5182
107,12,250,鶯歌區,永吉里,32,1651,2590,2588,5178
107,12,251,中和區,福祥里,38,2096,2512,2661,5173
107,12,252,中和區,秀明里,56,2407,2381,2779,5160
107,12,253,汐止區,康福里,24,2672,2414,2745,5159
107,12,254,土城區,安和里,28,1837,2537,2614,5151
107,12,255,樹林區,三興里,31,1836,2637,2511,5148
107,12,256,板橋區,民族里,20,1802,2479,2664,5143
107,12,257,蘆洲區,光明里　,23,1793,2526,2617,5143
107,12,258,永和區,秀和里,21,2068,2448,2692,5140
107,12,259,土城區,廷寮里,23,1740,2553,2570,5123
107,12,260,樹林區,東昇里,28,1815,2521,2576,5097
107,12,261,新莊區,光明里,21,1646,2478,2616,5094
107,12,262,土城區,大安里,25,1989,2542,2547,5089
107,12,263,新莊區,立泰里,21,1869,2431,2657,5088
107,12,264,板橋區,福丘里,19,2251,2350,2738,5088
107,12,265,新莊區,中隆里,27,1889,2470,2610,5080
107,12,266,板橋區,江翠里,20,1935,2527,2551,5078
107,12,267,中和區,佳和里,40,2150,2410,2656,5066
107,12,268,土城區,學士里,27,1844,2441,2615,5056
107,12,269,永和區,保平里,25,1982,2406,2643,5049
107,12,270,永和區,和平里,24,2096,2413,2634,5047
107,12,271,新莊區,和平里,21,1781,2478,2557,5035
107,12,272,樹林區,潭底里,33,2083,2760,2274,5034
107,12,273,板橋區,宏翠里,21,2243,2375,2655,5030
107,12,274,永和區,潭安里,20,1998,2418,2611,5029
107,12,275,板橋區,長安里,19,1736,2423,2599,5022
107,12,276,萬里區,萬里里,35,1480,2472,2543,5015
107,12,277,永和區,民樂里,22,1971,2435,2566,5001
107,12,278,泰山區,義學里,25,1750,2493,2493,4986
107,12,279,新莊區,榮和里,25,2919,2937,2032,4969
107,12,280,永和區,永元里,21,1949,2302,2662,4964
107,12,281,新莊區,忠孝里,29,1904,2406,2556,4962
107,12,282,板橋區,港德里,29,1940,2437,2525,4962
107,12,283,八里區,訊塘里,23,2003,2466,2495,4961
107,12,284,中和區,忠孝里,39,1851,2450,2488,4938
107,12,285,永和區,民族里,22,1931,2317,2612,4929
107,12,286,鶯歌區,鳳鳴里,29,1676,2482,2445,4927
107,12,287,永和區,豫溪里,17,2668,2535,2386,4921
107,12,288,淡水區,新民里,12,2010,2355,2565,4920
107,12,289,新莊區,光正里,22,1631,2423,2480,4903
107,12,290,新店區,吉祥里,24,1834,2352,2551,4903
107,12,291,三重區,慈祐里,26,1810,2449,2453,4902
107,12,292,板橋區,明翠里,22,1951,2379,2514,4893
107,12,293,新莊區,四維里,22,1854,2347,2541,4888
107,12,294,五股區,興珍里,40,1704,2523,2364,4887
107,12,295,汐止區,茄苳里,27,1772,2450,2428,4878
107,12,296,淡水區,正德里,14,2095,2211,2658,4869
107,12,297,板橋區,東丘里,20,1671,2370,2496,4866
107,12,298,新莊區,光榮里,20,1556,2378,2487,4865
107,12,299,三重區,福隆里,19,1857,2314,2546,4860
107,12,300,土城區,日新里,27,1770,2397,2462,4859
107,12,301,板橋區,大豐里,22,1784,2337,2492,4829
107,12,302,三重區,幸福里,36,1883,2381,2437,4818
107,12,303,淡水區,學府里,18,2171,2301,2517,4818
107,12,304,新莊區,合鳳里,25,1714,2417,2400,4817
107,12,305,中和區,秀福里,36,1954,2345,2470,4815
107,12,306,中和區,壽德里,31,1841,2277,2528,4805
107,12,307,新店區,中山里,26,2300,2173,2618,4791
107,12,308,三重區,博愛里,22,1661,2349,2441,4790
107,12,309,汐止區,智慧里,24,2223,2219,2569,4788
107,12,310,土城區,沛陂里,21,1865,2440,2348,4788
107,12,311,鶯歌區,鳳祥里,33,1682,2384,2395,4779
107,12,312,中和區,安穗里,19,1840,2306,2466,4772
107,12,313,中和區,景安里,44,1997,2347,2424,4771
107,12,314,新莊區,恆安里,24,1682,2303,2465,4768
107,12,315,新莊區,中和里,30,1699,2347,2420,4767
107,12,316,板橋區,埤墘里,17,1811,2281,2485,4766
107,12,317,土城區,復興里,34,1701,2345,2405,4750
107,12,318,永和區,潭墘里,25,1936,2161,2588,4749
107,12,319,新莊區,全安里,22,1813,2278,2469,4747
107,12,320,新莊區,福基里,17,2052,2332,2402,4734
107,12,321,蘆洲區,永德里　,20,1587,2336,2393,4729
107,12,322,中和區,德穗里,32,1795,2311,2408,4719
107,12,323,永和區,民權里,26,1749,2273,2445,4718
107,12,324,泰山區,楓樹里,28,1722,2367,2343,4710
107,12,325,新莊區,中泰里,22,1774,2330,2376,4706
107,12,326,汐止區,城中里,28,1991,2207,2499,4706
107,12,327,五股區,德泰里,22,1740,2267,2438,4705
107,12,328,汐止區,保長里,22,1994,2345,2355,4700
107,12,329,汐止區,秀山里,26,1845,2301,2382,4683
107,12,330,中和區,秀山里,31,1812,2248,2431,4679
107,12,331,中和區,明穗里,33,1669,2344,2324,4668
107,12,332,中和區,秀峰里,47,2177,2132,2523,4655
107,12,333,汐止區,橫科里,42,2116,2286,2364,4650
107,12,334,樹林區,圳福里,27,1595,2329,2313,4642
107,12,335,土城區,永豐里,27,1651,2257,2381,4638
107,12,336,汐止區,北峰里,26,1881,2355,2282,4637
107,12,337,新莊區,昌隆里,15,1703,2171,2464,4635
107,12,338,土城區,延壽里,27,1707,2312,2316,4628
107,12,339,土城區,員信里,25,1662,2276,2350,4626
107,12,340,五股區,五股里,28,1909,2415,2203,4618
107,12,341,板橋區,新民里,26,1735,2264,2349,4613
107,12,342,板橋區,堂春里,19,1532,2288,2298,4586
107,12,343,中和區,廟美里,40,1788,2239,2343,4582
107,12,344,土城區,貨饒里,22,1799,2252,2328,4580
107,12,345,中和區,和興里,42,1868,2184,2394,4578
107,12,346,樹林區,金寮里,24,1571,2282,2291,4573
107,12,347,金山區,美田里,25,1430,2176,2393,4569
107,12,348,林口區,中湖里,17,1649,2296,2271,4567
107,12,349,鶯歌區,北鶯里,20,1942,2313,2249,4562
107,12,350,中和區,嘉慶里,24,1667,2255,2306,4561
107,12,351,林口區,菁湖里,23,1606,2242,2319,4561
107,12,352,中和區,福美里,35,1726,2221,2337,4558
107,12,353,板橋區,振興里,17,1694,2234,2323,4557
107,12,354,新莊區,幸福里,30,1656,2181,2366,4547
107,12,355,三重區,光田里,27,1938,2208,2326,4534
107,12,356,汐止區,白雲里,26,1864,2268,2263,4531
107,12,357,板橋區,中正里,27,1634,2211,2310,4521
107,12,358,中和區,錦中里,22,1646,2199,2316,4515
107,12,359,汐止區,文化里,21,1845,2177,2337,4514
107,12,360,土城區,延吉里,22,1579,2280,2232,4512
107,12,361,板橋區,新生里,24,1588,2249,2263,4512
107,12,362,中和區,信和里,41,1660,2237,2270,4507
107,12,363,中和區,碧河里,27,1785,2199,2301,4500
107,12,364,新店區,中華里,21,1985,2097,2383,4480
107,12,365,淡水區,民權里,17,2080,2067,2410,4477
107,12,366,新莊區,思賢里,21,1594,2196,2276,4472
107,12,367,中和區,安順里,34,1962,2091,2367,4458
107,12,368,板橋區,莊敬里,17,1641,2135,2316,4451
107,12,369,淡水區,新義里,14,1564,2170,2277,4447
107,12,370,淡水區,沙崙里,8,1920,2163,2279,4442
107,12,371,三重區,民生里,28,1717,2184,2255,4439
107,12,372,中和區,中安里,40,2093,2053,2367,4420
107,12,373,板橋區,雙玉里,18,1601,2122,2296,4418
107,12,374,板橋區,香社里,21,1590,2193,2215,4408
107,12,375,永和區,得和里,25,1842,2060,2346,4406
107,12,376,板橋區,信義里,21,1732,2160,2237,4397
107,12,377,林口區,東林里,27,1534,2226,2169,4395
107,12,378,中和區,東南里,32,1785,2148,2247,4395
107,12,379,三重區,五常里,34,1476,2187,2206,4393
107,12,380,中和區,福南里,29,1574,2097,2296,4393
107,12,381,板橋區,漢生里,22,1672,2132,2259,4391
107,12,382,新店區,新和里,23,1766,2088,2295,4383
107,12,383,土城區,延祿里,21,1569,2180,2202,4382
107,12,384,板橋區,僑中里,16,1531,2168,2203,4371
107,12,385,三重區,永安里,20,1543,2154,2216,4370
107,12,386,中和區,仁和里,42,1558,2161,2208,4369
107,12,387,板橋區,華興里,18,1659,2106,2254,4360
107,12,388,樹林區,樹南里,29,1557,2157,2203,4360
107,12,389,中和區,福善里,42,1847,2054,2297,4351
107,12,390,板橋區,振義里,19,1646,2127,2220,4347
107,12,391,蘆洲區,延平里　,17,1551,2155,2188,4343
107,12,392,樹林區,三多里,21,1468,2199,2143,4342
107,12,393,三重區,仁華里,27,1692,2111,2225,4336
107,12,394,蘆洲區,中路里　,17,1513,2150,2179,4329
107,12,395,泰山區,同榮里,30,1488,2120,2195,4315
107,12,396,林口區,麗園里,19,1538,2136,2178,4314
107,12,397,永和區,店街里,19,1908,1937,2365,4302
107,12,398,板橋區,五權里,19,1576,2162,2139,4301
107,12,399,永和區,永安里,24,1822,1992,2309,4301
107,12,400,中和區,福真里,43,1720,2096,2203,4299
107,12,401,板橋區,柏翠里,18,1794,2050,2249,4299
107,12,402,中和區,崇南里,41,1831,2040,2250,4290
107,12,403,新店區,福民里,25,1863,1997,2289,4286
107,12,404,三峽區,大埔里,22,1449,2270,2015,4285
107,12,405,板橋區,廣福里,12,1555,2084,2198,4282
107,12,406,板橋區,忠誠里,17,1726,2073,2202,4275
107,12,407,永和區,民本里,17,1618,2013,2258,4271
107,12,408,三峽區,八張里,20,1517,2119,2136,4255
107,12,409,樹林區,三福里,32,1522,2096,2158,4254
107,12,410,三重區,田心里,32,1612,2104,2146,4250
107,12,411,永和區,民生里,22,1566,1992,2248,4240
107,12,412,中和區,民生里,30,1754,2024,2206,4230
107,12,413,瑞芳區,爪峯里,14,1594,2072,2139,4211
107,12,414,蘆洲區,信義里　,27,1426,2093,2114,4207
107,12,415,永和區,下溪里,15,1648,2036,2168,4204
107,12,416,淡水區,幸福里,19,1652,2026,2174,4200
107,12,417,中和區,中正里,34,1566,2025,2172,4197
107,12,418,泰山區,同興里,24,1450,2030,2165,4195
107,12,419,板橋區,和平里,16,1670,1982,2206,4188
107,12,420,三重區,五順里,35,1514,2076,2111,4187
107,12,421,新莊區,民有里,20,1555,2004,2183,4187
107,12,422,三重區,福德里,20,1743,1989,2197,4186
107,12,423,樹林區,光興里,21,1439,2100,2083,4183
107,12,424,汐止區,東勢里,22,2046,2046,2135,4181
107,12,425,板橋區,文翠里,19,1585,2032,2139,4171
107,12,426,永和區,水源里,21,1667,1971,2194,4165
107,12,427,淡水區,中興里,18,1726,2013,2152,4165
107,12,428,中和區,嘉新里,22,1472,2062,2102,4164
107,12,429,八里區,埤頭里,28,1600,2082,2080,4162
107,12,430,新莊區,立志里,16,1541,2022,2135,4157
107,12,431,三重區,崇德里,32,1540,2083,2061,4144
107,12,432,板橋區,金華里,23,1472,2016,2116,4132
107,12,433,板橋區,福祿里,19,1604,1932,2194,4126
107,12,434,中和區,明德里,28,1556,2028,2085,4113
107,12,435,五股區,集賢里,22,1427,2040,2062,4102
107,12,436,永和區,秀朗里,23,1580,2000,2098,4098
107,12,437,樹林區,和平里,28,1415,2044,2053,4097
107,12,438,永和區,雙和里,17,1719,1867,2229,4096
107,12,439,泰山區,貴子里,29,1616,2039,2056,4095
107,12,440,板橋區,大安里,24,1511,2061,2023,4084
107,12,441,板橋區,幸福里,19,1501,2015,2049,4064
107,12,442,板橋區,文聖里,17,1445,1974,2079,4053
107,12,443,新店區,福德里,20,1661,1899,2150,4049
107,12,444,新店區,大同里,26,1777,1961,2087,4048
107,12,445,永和區,安和里,18,1743,1860,2186,4046
107,12,446,五股區,集福里,26,1547,2052,1994,4046
107,12,447,中和區,錦盛里,26,1451,1973,2068,4041
107,12,448,三重區,中興里,37,1590,2038,2001,4039
107,12,449,新店區,百忍里,22,1633,1875,2149,4024
107,12,450,蘆洲區,保佑里　,18,1396,2011,2007,4018
107,12,451,中和區,國光里,39,1505,1954,2062,4016
107,12,452,三重區,五福里,17,1651,1913,2096,4009
107,12,453,板橋區,公館里,21,1489,1976,2029,4005
107,12,454,新店區,明德里,27,1751,1889,2111,4000
107,12,455,永和區,秀林里,20,1578,1947,2053,4000
107,12,456,板橋區,浮洲里,25,1416,2002,1992,3994
107,12,457,新店區,小城里,18,1448,1951,2042,3993
107,12,458,板橋區,香丘里,14,1493,1922,2070,3992
107,12,459,新莊區,昌信里,17,1444,1909,2082,3991
107,12,460,新店區,達觀里,21,1982,1844,2145,3989
107,12,461,三重區,清和里,20,1863,1878,2101,3979
107,12,462,五股區,六福里,23,1461,1951,2010,3961
107,12,463,新莊區,富民里,21,1484,1944,2015,3959
107,12,464,三重區,培德里,24,1440,1953,1979,3932
107,12,465,三重區,福樂里,23,1527,1934,1992,3926
107,12,466,樹林區,樹興里,27,1410,1937,1986,3923
107,12,467,板橋區,鄉雲里,21,1645,1867,2054,3921
107,12,468,三重區,六合里,25,1500,1925,1995,3920
107,12,469,板橋區,吉翠里,16,1371,1914,2000,3914
107,12,470,鶯歌區,鳳福里,29,1490,1921,1993,3914
107,12,471,新莊區,民全里,17,1361,1928,1983,3911
107,12,472,新莊區,立功里,25,1417,1896,2003,3899
107,12,473,板橋區,後埔里,17,1580,1920,1969,3889
