年,月,排名,隸屬區,里,鄰數,戶數,男,女,合計
108,12,123,五股區,成州里,27,2306,3257,3191,6448
108,12,124,新店區,德安里,28,2311,3205,3233,6438
108,12,125,板橋區,埔墘里,23,2595,3052,3378,6430
108,12,126,新店區,新安里,25,3761,3361,3069,6430
108,12,127,土城區,金城里,26,2417,3023,3402,6425
108,12,128,淡水區,鄧公里,17,2683,3002,3398,6400
108,12,129,新莊區,立基里,32,2330,3076,3302,6378
108,12,130,新店區,中正里,24,2669,2934,3431,6365
108,12,131,新莊區,民安里,33,2156,3047,3301,6348
108,12,132,蘆洲區,中原里　,29,2264,3102,3224,6326
108,12,133,三重區,永豐里,32,2195,3070,3233,6303
108,12,134,蘆洲區,南港里　,20,2088,3088,3212,6300
108,12,135,汐止區,江北里,30,2561,3239,3057,6296
108,12,136,淡水區,八勢里,14,3388,2830,3454,6284
108,12,137,淡水區,竹圍里,15,2988,2830,3437,6267
108,12,138,樹林區,東陽里,31,2248,3143,3108,6251
108,12,139,新莊區,中美里,24,2272,3015,3234,6249
108,12,140,板橋區,懷翠里,26,2247,3067,3177,6244
108,12,141,三峽區,礁溪里,37,2370,3034,3194,6228
108,12,142,中和區,力行里,45,2453,2980,3247,6227
108,12,143,板橋區,溪洲里,21,2206,3032,3187,6219
108,12,144,新莊區,瓊林里,20,2158,3129,3048,6177
108,12,145,新店區,玫瑰里,28,2352,2942,3226,6168
108,12,146,板橋區,港嘴里,25,2434,3019,3138,6157
108,12,147,土城區,日和里,31,2252,3008,3146,6154
108,12,148,樹林區,彭興里,41,2110,3071,3072,6143
108,12,149,三重區,永發里,27,2203,3065,3068,6133
108,12,150,板橋區,溪頭里,25,2411,3006,3104,6110
108,12,151,新莊區,福興里,17,2188,3068,3042,6110
108,12,152,蘆洲區,玉清里　,21,2312,2944,3158,6102
108,12,153,中和區,安平里,43,2738,2874,3220,6094
108,12,154,淡水區,水碓里,20,2328,2946,3147,6093
108,12,155,土城區,明德里,30,2439,2824,3267,6091
108,12,156,汐止區,湖光里,30,2928,2893,3180,6073
108,12,157,新店區,日興里,29,2285,3013,3012,6025
108,12,158,三重區,六福里,29,2071,2954,3059,6013
108,12,159,新店區,中央里,20,2705,2820,3191,6011
108,12,160,鶯歌區,南鶯里,34,2148,2922,3079,6001
108,12,161,汐止區,自強里,25,2572,2861,3138,5999
108,12,162,樹林區,山佳里,21,1984,3035,2959,5994
108,12,163,鶯歌區,中湖里,27,2046,3093,2900,5993
108,12,164,新店區,雙城里,29,2217,3020,2943,5963
108,12,165,新店區,新生里,26,2596,2770,3173,5943
108,12,166,新店區,永平里,17,2187,2858,3074,5932
108,12,167,土城區,廣福里,33,2090,2926,2994,5920
108,12,168,汐止區,秀峰里,23,2782,3041,2795,5836
108,12,169,中和區,景福里,44,2655,2731,3087,5818
108,12,170,土城區,員仁里,33,2025,2858,2955,5813
108,12,171,林口區,林口里,29,2191,2855,2954,5809
108,12,172,三重區,福祉里,20,2341,2785,3014,5799
108,12,173,中和區,錦和里,21,2074,2831,2944,5775
108,12,174,中和區,瓦磘里,29,2305,2763,3009,5772
108,12,175,新莊區,信義里,25,2095,2760,2998,5758
108,12,176,土城區,裕生里,39,2161,2806,2951,5757
108,12,177,汐止區,新昌里,35,2354,2792,2950,5742
108,12,178,三重區,永清里,32,2009,2758,2961,5719
108,12,179,蘆洲區,仁德里　,20,1976,2836,2879,5715
108,12,180,蘆洲區,九芎里　,27,1959,2788,2915,5703
108,12,181,金山區,金美里,35,1967,2703,2995,5698
108,12,182,土城區,員福里,28,2081,2835,2856,5691
108,12,183,蘆洲區,鷺江里　,21,2066,2776,2912,5688
108,12,184,淡水區,油車里,20,2398,2773,2910,5683
108,12,185,板橋區,玉光里,21,2243,2685,2967,5652
108,12,186,新莊區,自立里,26,2201,2683,2966,5649
108,12,187,土城區,永富里,27,2069,2785,2860,5645
108,12,188,三重區,永福里,30,2023,2717,2925,5642
108,12,189,汐止區,北山里,25,2626,2641,2989,5630
108,12,190,新店區,安昌里,17,2411,2635,2994,5629
108,12,191,土城區,埤塘里,17,2936,3227,2400,5627
108,12,192,三芝區,埔頭里,42,2233,2771,2844,5615
108,12,193,樹林區,中山里,25,1914,2853,2755,5608
108,12,194,新莊區,思源里,22,2107,2731,2874,5605
108,12,195,板橋區,純翠里,16,2101,2698,2906,5604
108,12,196,新莊區,海山里,24,2148,2712,2886,5598
108,12,197,新店區,江陵里,23,2323,2613,2958,5571
108,12,198,樹林區,彭福里,33,1994,2752,2785,5537
108,12,199,五股區,德音里,30,1990,2757,2780,5537
108,12,200,三重區,大有里,25,2038,2740,2793,5533
108,12,201,蘆洲區,光華里　,19,2005,2635,2895,5530
108,12,202,新店區,青潭里,22,2256,2666,2861,5527
108,12,203,蘆洲區,仁義里　,18,2748,2994,2533,5527
108,12,204,中和區,景平里,43,2501,2583,2943,5526
108,12,205,土城區,頂福里,25,2094,2754,2769,5523
108,12,206,三峽區,中正里,34,1782,2773,2735,5508
108,12,207,板橋區,華中里,20,1940,2763,2740,5503
108,12,208,新店區,寶安里,39,2616,2508,2983,5491
108,12,209,汐止區,建成里,23,2412,2537,2951,5488
108,12,210,蘆洲區,仁愛里　,19,1881,2695,2790,5485
108,12,211,板橋區,聚安里,28,2012,2734,2749,5483
108,12,212,三重區,五華里,18,2125,2638,2833,5471
108,12,213,板橋區,湳興里,25,2302,2606,2864,5470
108,12,214,蘆洲區,永安里　,19,1873,2620,2848,5468
108,12,215,新店區,寶興里,24,2535,2549,2909,5458
108,12,216,樹林區,樹西里,32,2049,2665,2780,5445
108,12,217,新莊區,南港里,22,1977,2663,2760,5423
108,12,218,樹林區,文林里,36,1907,2630,2789,5419
108,12,219,新店區,美潭里,20,2183,2637,2778,5415
108,12,220,三重區,永順里,36,1908,2591,2806,5397
108,12,221,中和區,文元里,35,2028,2620,2763,5383
108,12,222,新莊區,榮和里,25,3174,3150,2225,5375
108,12,223,蘆洲區,長安里　,19,1804,2691,2676,5367
108,12,224,永和區,福和里,23,2315,2516,2834,5350
108,12,225,新店區,永安里,25,2006,2624,2723,5347
108,12,226,汐止區,崇德里,29,2136,2619,2720,5339
108,12,227,板橋區,自強里,35,2055,2613,2717,5330
108,12,228,新店區,員潭里,19,2280,2602,2723,5325
108,12,229,汐止區,拱北里,31,2159,2688,2626,5314
108,12,230,汐止區,金龍里,37,2421,2563,2748,5311
108,12,231,鶯歌區,鳳鳴里,29,1927,2655,2641,5296
108,12,232,中和區,南山里,38,2210,2579,2714,5293
108,12,233,板橋區,福德里,28,2003,2625,2661,5286
108,12,234,新莊區,立言里,24,1877,2514,2769,5283
108,12,235,中和區,復興里,55,2076,2472,2808,5280
108,12,236,鶯歌區,大湖里,24,1930,2668,2605,5273
108,12,237,新店區,中興里,18,2322,2501,2770,5271
108,12,238,新莊區,全泰里,27,1943,2580,2687,5267
108,12,239,土城區,頂埔里,31,2033,2575,2689,5264
108,12,240,板橋區,宏翠里,21,2371,2477,2786,5263
108,12,241,新莊區,中隆里,27,1997,2541,2717,5258
108,12,242,新莊區,成德里,23,1812,2561,2696,5257
108,12,243,土城區,樂利里,36,1963,2548,2697,5245
108,12,244,樹林區,東昇里,28,1918,2604,2639,5243
108,12,245,樹林區,獇寮里,27,1844,2638,2604,5242
108,12,246,中和區,華南里,24,2111,2568,2672,5240
108,12,247,板橋區,福丘里,19,2285,2415,2824,5239
108,12,248,三重區,永德里,34,1919,2548,2691,5239
108,12,249,中和區,民安里,25,1940,2587,2636,5223
108,12,250,鶯歌區,永吉里,32,1666,2622,2586,5208
108,12,251,中和區,自強里,25,1911,2563,2641,5204
108,12,252,永和區,豫溪里,17,2812,2665,2538,5203
108,12,253,中和區,秀明里,56,2405,2392,2806,5198
108,12,254,新莊區,光明里,21,1716,2540,2656,5196
108,12,255,泰山區,貴和里,42,1974,2557,2635,5192
108,12,256,樹林區,彭厝里,40,1723,2572,2619,5191
108,12,257,中和區,福祥里,38,2106,2522,2668,5190
108,12,258,汐止區,康福里,24,2701,2434,2751,5185
108,12,259,蘆洲區,光明里　,23,1810,2538,2641,5179
108,12,260,永和區,中溪里,21,2092,2562,2608,5170
108,12,261,中和區,內南里,39,1851,2618,2551,5169
108,12,262,板橋區,龍翠里,20,2003,2504,2643,5147
108,12,263,板橋區,民族里,20,1809,2501,2640,5141
108,12,264,土城區,安和里,28,1832,2522,2610,5132
108,12,265,土城區,大安里,25,2020,2541,2587,5128
108,12,266,新莊區,立泰里,21,1883,2449,2673,5122
108,12,267,板橋區,江翠里,20,1980,2524,2598,5122
108,12,268,土城區,廷寮里,23,1747,2561,2557,5118
108,12,269,永和區,秀和里,21,2067,2432,2685,5117
108,12,270,樹林區,三興里,31,1837,2615,2478,5093
108,12,271,三重區,慈祐里,26,1879,2518,2574,5092
108,12,272,土城區,學士里,27,1859,2444,2643,5087
108,12,273,永和區,和平里,24,2096,2416,2662,5078
108,12,274,泰山區,義學里,27,1823,2510,2563,5073
108,12,275,樹林區,潭底里,33,2132,2776,2292,5068
108,12,276,中和區,佳和里,40,2172,2374,2656,5030
108,12,277,萬里區,萬里里,35,1495,2472,2542,5014
108,12,278,新莊區,和平里,21,1776,2455,2552,5007
108,12,279,板橋區,長安里,19,1746,2404,2597,5001
108,12,280,永和區,潭安里,20,2011,2394,2606,5000
108,12,281,永和區,民樂里,22,1969,2423,2556,4979
108,12,282,永和區,保平里,25,1990,2384,2586,4970
108,12,283,淡水區,新民里,12,2031,2360,2598,4958
108,12,284,新莊區,忠孝里,29,1923,2409,2545,4954
108,12,285,新莊區,四維里,22,1861,2368,2586,4954
108,12,286,新莊區,福基里,17,2179,2436,2516,4952
108,12,287,板橋區,港德里,29,1945,2410,2531,4941
108,12,288,中和區,忠孝里,39,1872,2429,2490,4919
108,12,289,淡水區,正德里,14,2111,2252,2664,4916
108,12,290,永和區,永元里,21,1935,2293,2623,4916
108,12,291,永和區,民族里,22,1922,2329,2586,4915
108,12,292,新莊區,光正里,22,1627,2406,2489,4895
108,12,293,板橋區,東丘里,20,1693,2368,2519,4887
108,12,294,汐止區,保長里,22,2087,2420,2467,4887
108,12,295,新店區,吉祥里,24,1836,2312,2560,4872
108,12,296,板橋區,明翠里,22,1964,2362,2504,4866
108,12,297,中和區,景安里,44,2048,2366,2488,4854
108,12,298,汐止區,智慧里,24,2269,2244,2607,4851
108,12,299,三重區,福隆里,19,1863,2309,2542,4851
108,12,300,中和區,秀福里,36,1959,2351,2495,4846
108,12,301,八里區,訊塘里,23,1882,2381,2459,4840
108,12,302,板橋區,大豐里,22,1807,2346,2492,4838
108,12,303,土城區,日新里,27,1770,2371,2463,4834
108,12,304,中和區,秀峰里,47,2296,2195,2637,4832
108,12,305,板橋區,埤墘里,17,1843,2299,2531,4830
108,12,306,五股區,興珍里,40,1693,2494,2332,4826
108,12,307,三重區,幸福里,36,1896,2370,2443,4813
108,12,308,土城區,沛陂里,21,1883,2451,2360,4811
108,12,309,汐止區,茄苳里,27,1769,2420,2388,4808
108,12,310,林口區,中湖里,17,1786,2396,2399,4795
108,12,311,淡水區,學府里,18,2188,2277,2516,4793
108,12,312,新莊區,光榮里,20,1553,2334,2449,4783
108,12,313,汐止區,北峰里,26,1981,2406,2372,4778
108,12,314,永和區,潭墘里,25,1952,2175,2594,4769
108,12,315,新莊區,合鳳里,25,1715,2397,2371,4768
108,12,316,中和區,壽德里,31,1844,2267,2497,4764
108,12,317,新莊區,恆安里,24,1691,2295,2466,4761
108,12,318,汐止區,秀山里,26,1896,2349,2402,4751
108,12,319,新莊區,中和里,30,1689,2312,2435,4747
108,12,320,新店區,中山里,26,2298,2154,2593,4747
108,12,321,新莊區,全安里,22,1810,2254,2492,4746
108,12,322,汐止區,城中里,28,2012,2213,2529,4742
108,12,323,新莊區,中泰里,22,1799,2336,2401,4737
108,12,324,泰山區,楓樹里,28,1741,2366,2370,4736
108,12,325,蘆洲區,永德里　,20,1592,2322,2409,4731
108,12,326,中和區,安穗里,19,1847,2294,2434,4728
108,12,327,中和區,明穗里,33,1688,2368,2359,4727
108,12,328,三重區,博愛里,22,1650,2290,2435,4725
108,12,329,中和區,德穗里,32,1814,2291,2431,4722
108,12,330,汐止區,文化里,21,1957,2277,2437,4714
108,12,331,鶯歌區,鳳祥里,33,1686,2352,2352,4704
108,12,332,土城區,復興里,34,1694,2327,2374,4701
108,12,333,永和區,民權里,26,1747,2263,2435,4698
108,12,334,汐止區,橫科里,42,2125,2301,2386,4687
108,12,335,中和區,碧河里,27,1930,2284,2401,4685
108,12,336,五股區,德泰里,22,1748,2269,2405,4674
108,12,337,樹林區,圳福里,27,1610,2333,2335,4668
108,12,338,中和區,秀山里,31,1806,2219,2431,4650
108,12,339,土城區,貨饒里,22,1840,2277,2370,4647
108,12,340,樹林區,金寮里,24,1605,2307,2336,4643
108,12,341,土城區,延壽里,27,1715,2307,2308,4615
108,12,342,板橋區,新民里,26,1740,2249,2361,4610
108,12,343,五股區,五股里,28,1939,2408,2198,4606
108,12,344,土城區,永豐里,27,1649,2232,2355,4587
108,12,345,板橋區,柏翠里,18,2003,2185,2397,4582
108,12,346,新莊區,昌隆里,15,1694,2163,2414,4577
108,12,347,淡水區,沙崙里,8,2008,2235,2341,4576
108,12,348,土城區,員信里,25,1658,2252,2323,4575
108,12,349,中和區,和興里,42,1904,2168,2406,4574
108,12,350,中和區,廟美里,40,1788,2228,2345,4573
108,12,351,板橋區,中正里,27,1676,2239,2333,4572
108,12,352,淡水區,民權里,17,2153,2113,2458,4571
108,12,353,中和區,福美里,35,1750,2219,2348,4567
108,12,354,鶯歌區,北鶯里,20,1960,2309,2257,4566
108,12,355,林口區,菁湖里,23,1620,2243,2319,4562
108,12,356,汐止區,白雲里,26,1875,2276,2278,4554
108,12,357,中和區,嘉慶里,24,1679,2246,2304,4550
108,12,358,板橋區,堂春里,19,1544,2259,2290,4549
108,12,359,板橋區,振興里,17,1703,2221,2308,4529
108,12,360,新店區,中華里,21,2006,2106,2411,4517
108,12,361,板橋區,莊敬里,17,1669,2154,2353,4507
108,12,362,金山區,美田里,25,1437,2140,2365,4505
108,12,363,板橋區,新生里,24,1608,2223,2279,4502
108,12,364,土城區,延吉里,22,1590,2258,2236,4494
108,12,365,新莊區,幸福里,30,1650,2161,2329,4490
108,12,366,中和區,信和里,41,1658,2212,2274,4486
108,12,367,新莊區,思賢里,21,1608,2187,2289,4476
108,12,368,中和區,安順里,34,1966,2105,2365,4470
108,12,369,三重區,光田里,27,1933,2182,2286,4468
108,12,370,三重區,民生里,28,1724,2199,2255,4454
108,12,371,中和區,錦中里,22,1652,2167,2287,4454
108,12,372,板橋區,信義里,21,1747,2189,2264,4453
108,12,373,板橋區,雙玉里,18,1609,2116,2321,4437
108,12,374,淡水區,新義里,14,1561,2153,2282,4435
108,12,375,三重區,仁華里,27,1715,2143,2286,4429
108,12,376,土城區,延祿里,21,1579,2191,2211,4402
108,12,377,中和區,福善里,42,1865,2066,2333,4399
108,12,378,中和區,崇南里,41,1889,2085,2313,4398
108,12,379,中和區,東南里,32,1788,2141,2255,4396
108,12,380,永和區,得和里,25,1849,2051,2343,4394
108,12,381,板橋區,漢生里,22,1691,2127,2263,4390
108,12,382,中和區,中安里,40,2073,2016,2374,4390
108,12,383,板橋區,忠誠里,17,1757,2100,2276,4376
108,12,384,板橋區,華興里,18,1702,2129,2247,4376
108,12,385,板橋區,香社里,21,1598,2177,2194,4371
108,12,386,汐止區,東勢里,22,2132,2144,2227,4371
108,12,387,林口區,麗園里,19,1554,2126,2239,4365
108,12,388,新店區,新和里,23,1767,2082,2279,4361
108,12,389,三重區,五常里,34,1473,2168,2192,4360
108,12,390,板橋區,僑中里,16,1535,2171,2185,4356
108,12,391,泰山區,同榮里,30,1491,2116,2236,4352
108,12,392,中和區,福南里,29,1587,2083,2265,4348
108,12,393,板橋區,振義里,19,1669,2127,2202,4329
108,12,394,蘆洲區,中路里　,17,1523,2150,2174,4324
108,12,395,蘆洲區,延平里　,17,1558,2151,2168,4319
108,12,396,樹林區,樹南里,29,1558,2139,2179,4318
108,12,397,永和區,店街里,19,1905,1948,2366,4314
108,12,398,樹林區,三多里,21,1477,2174,2137,4311
108,12,399,三重區,永安里,20,1527,2123,2186,4309
108,12,400,中和區,仁和里,42,1539,2120,2185,4305
108,12,401,新店區,福民里,25,1887,2001,2303,4304
108,12,402,三峽區,大埔里,22,1475,2279,2023,4302
108,12,403,永和區,永安里,24,1820,1984,2313,4297
108,12,404,林口區,東林里,27,1524,2188,2105,4293
108,12,405,三峽區,八張里,20,1548,2124,2166,4290
108,12,406,三重區,福德里,20,1783,2043,2237,4280
108,12,407,永和區,民本里,17,1615,2010,2268,4278
108,12,408,板橋區,廣福里,12,1565,2070,2196,4266
108,12,409,中和區,民生里,30,1774,2037,2215,4252
108,12,410,樹林區,三福里,32,1551,2093,2157,4250
108,12,411,八里區,埤頭里,28,1640,2112,2130,4242
108,12,412,板橋區,五權里,19,1573,2107,2123,4230
108,12,413,淡水區,中興里,18,1771,2038,2191,4229
108,12,414,板橋區,和平里,16,1687,1989,2237,4226
108,12,415,蘆洲區,信義里　,27,1453,2080,2142,4222
108,12,416,中和區,福真里,43,1726,2058,2161,4219
108,12,417,永和區,民生里,22,1552,1971,2236,4207
108,12,418,樹林區,光興里,21,1443,2114,2092,4206
108,12,419,永和區,下溪里,15,1674,2042,2155,4197
108,12,420,三重區,田心里,32,1614,2075,2113,4188
108,12,421,板橋區,文翠里,19,1605,2039,2133,4172
108,12,422,新莊區,民有里,20,1551,1970,2201,4171
108,12,423,永和區,水源里,21,1660,1964,2201,4165
108,12,424,板橋區,金華里,23,1483,2039,2119,4158
108,12,425,中和區,明德里,28,1563,2055,2102,4157
108,12,426,三重區,五順里,35,1514,2055,2100,4155
108,12,427,新莊區,立志里,16,1550,2026,2127,4153
108,12,428,瑞芳區,爪峯里,14,1592,2042,2110,4152
108,12,429,泰山區,同興里,24,1446,2004,2141,4145
108,12,430,五股區,集賢里,22,1464,2070,2075,4145
108,12,431,中和區,嘉新里,22,1470,2051,2086,4137
108,12,432,泰山區,貴子里,29,1638,2052,2080,4132
108,12,433,中和區,中正里,34,1561,1974,2155,4129
108,12,434,淡水區,幸福里,19,1637,1983,2130,4113
108,12,435,永和區,秀林里,20,1615,1988,2114,4102
108,12,436,板橋區,福祿里,19,1614,1924,2175,4099
108,12,437,三重區,崇德里,32,1552,2058,2034,4092
108,12,438,板橋區,大安里,24,1529,2074,2018,4092
108,12,439,永和區,雙和里,17,1733,1860,2228,4088
108,12,440,新店區,達觀里,21,2017,1890,2189,4079
108,12,441,三重區,中興里,37,1622,2050,2022,4072
108,12,442,三重區,五福里,17,1669,1958,2113,4071
108,12,443,永和區,秀朗里,23,1594,1983,2081,4064
108,12,444,五股區,集福里,26,1544,2036,2017,4053
108,12,445,板橋區,文聖里,17,1447,1968,2083,4051
108,12,446,三重區,清和里,20,1887,1916,2129,4045
108,12,447,板橋區,浮洲里,25,1480,2032,2001,4033
108,12,448,樹林區,和平里,28,1411,1995,2035,4030
108,12,449,新店區,明德里,27,1800,1904,2126,4030
108,12,450,板橋區,香丘里,14,1520,1930,2097,4027
108,12,451,中和區,錦盛里,26,1467,1970,2056,4026
108,12,452,板橋區,幸福里,19,1502,1992,2031,4023
108,12,453,新店區,福德里,20,1657,1869,2143,4012
108,12,454,新店區,百忍里,22,1645,1853,2155,4008
108,12,455,新莊區,昌信里,17,1474,1936,2064,4000
108,12,456,新店區,大同里,26,1770,1930,2063,3993
108,12,457,中和區,國光里,39,1506,1941,2050,3991
108,12,458,永和區,安和里,18,1744,1821,2159,3980
108,12,459,板橋區,公館里,21,1477,1948,2009,3957
108,12,460,五股區,六福里,23,1477,1944,2008,3952
108,12,461,新莊區,富民里,21,1489,1936,2011,3947
108,12,462,板橋區,鄉雲里,21,1674,1882,2060,3942
108,12,463,蘆洲區,保佑里　,18,1402,1964,1977,3941
108,12,464,新店區,小城里,18,1450,1918,2017,3935
108,12,465,三重區,六合里,25,1535,1959,1968,3927
108,12,466,中和區,枋寮里,35,1588,1898,2011,3909
108,12,467,三重區,培德里,24,1444,1930,1975,3905
108,12,468,三重區,重明里,19,1554,1899,2001,3900
108,12,469,三重區,福樂里,23,1541,1912,1987,3899
108,12,470,永和區,桂林里,18,1549,1879,2016,3895
108,12,471,鶯歌區,鳳福里,29,1500,1915,1974,3889
108,12,472,泰山區,貴賢里,27,1520,1883,2005,3888
108,12,473,新莊區,豐年里,16,1373,1900,1987,3887
