年,月,排名,隸屬區,里,鄰數,戶數,男,女,合計
106,12,119,土城區,金城里,26,2392,3065,3396,6461
106,12,120,蘆洲區,恆德里,21,2552,3137,3313,6450
106,12,121,中和區,力行里,45,2487,3081,3354,6435
106,12,122,汐止區,福安里,16,2437,3079,3353,6432
106,12,123,汐止區,湖興里,38,2963,3186,3243,6429
106,12,124,五股區,成功里,34,2495,3221,3182,6403
106,12,125,淡水區,竹圍里,15,2977,2881,3499,6380
106,12,126,樹林區,東陽里,31,2252,3222,3158,6380
106,12,127,五股區,成州里,27,2249,3245,3127,6372
106,12,128,新莊區,民安里,33,2113,3049,3303,6352
106,12,129,新店區,信義里,31,3068,3034,3314,6348
106,12,130,蘆洲區,南港里,20,2084,3098,3244,6342
106,12,131,三重區,永豐里,32,2150,3113,3229,6342
106,12,132,淡水區,鄧公里,17,2644,2962,3366,6328
106,12,133,汐止區,江北里,30,2526,3238,3067,6305
106,12,134,樹林區,彭興里,41,2116,3141,3156,6297
106,12,135,板橋區,港嘴里,25,2429,3096,3199,6295
106,12,136,板橋區,溪洲里,21,2200,3062,3232,6294
106,12,137,新莊區,中美里,24,2238,3029,3241,6270
106,12,138,板橋區,溪頭里,25,2428,3095,3171,6266
106,12,139,板橋區,懷翠里,26,2253,3075,3183,6258
106,12,140,新莊區,瓊林里,20,2153,3139,3106,6245
106,12,141,新店區,玫瑰里,28,2322,2983,3224,6207
106,12,142,鶯歌區,中湖里,27,2056,3201,2996,6197
106,12,143,淡水區,水碓里,20,2309,2995,3189,6184
106,12,144,三重區,永發里,27,2185,3096,3059,6155
106,12,145,鶯歌區,南鶯里,34,2141,3000,3128,6128
106,12,146,土城區,員林里,34,2378,2978,3150,6128
106,12,147,新店區,日興里,29,2275,3067,3038,6105
106,12,148,土城區,日和里,31,2192,2987,3104,6091
106,12,149,蘆洲區,玉清里,21,2264,2956,3123,6079
106,12,150,三峽區,礁溪里,37,2258,2975,3099,6074
106,12,151,新莊區,福興里,17,2124,3073,2998,6071
106,12,152,中和區,安平里,43,2711,2877,3179,6056
106,12,153,蘆洲區,中原里,29,2116,2973,3074,6047
106,12,154,新店區,新生里,26,2603,2827,3213,6040
106,12,155,新店區,雙城里,29,2211,3057,2981,6038
106,12,156,土城區,明德里,30,2384,2787,3227,6014
106,12,157,樹林區,山佳里,21,1940,3051,2939,5990
106,12,158,土城區,廣福里,33,2089,2949,3041,5990
106,12,159,三重區,六福里,29,2022,2941,3031,5972
106,12,160,新店區,永平里,17,2188,2859,3078,5937
106,12,161,新店區,中央里,20,2631,2734,3154,5888
106,12,162,三重區,永清里,32,2030,2846,3037,5883
106,12,163,林口區,林口里,29,2155,2880,2982,5862
106,12,164,土城區,員仁里,33,2022,2878,2968,5846
106,12,165,中和區,中原里,24,2479,2849,2994,5843
106,12,166,汐止區,湖光里,30,2853,2801,3036,5837
106,12,167,中和區,錦和里,21,2055,2853,2982,5835
106,12,168,汐止區,新昌里,35,2307,2855,2972,5827
106,12,169,蘆洲區,鷺江里,21,2050,2836,2981,5817
106,12,170,新莊區,信義里,25,2079,2803,3006,5809
106,12,171,土城區,裕生里,39,2144,2815,2965,5780
106,12,172,金山區,金美里,35,1920,2754,3022,5776
106,12,173,土城區,員福里,28,2094,2891,2877,5768
106,12,174,三重區,福祉里,20,2304,2789,2978,5767
106,12,175,蘆洲區,仁德里,20,1968,2846,2914,5760
106,12,176,中和區,瓦磘里,29,2260,2782,2963,5745
106,12,177,新莊區,自立里,26,2201,2722,3023,5745
106,12,178,三重區,永福里,30,2015,2782,2962,5744
106,12,179,汐止區,秀峰里,23,2674,2989,2718,5707
106,12,180,新莊區,思源里,22,2115,2775,2925,5700
106,12,181,蘆洲區,九芎里,27,1937,2782,2913,5695
106,12,182,中和區,景福里,44,2502,2678,3012,5690
106,12,183,新店區,江陵里,23,2357,2682,3005,5687
106,12,184,新莊區,海山里,24,2123,2741,2941,5682
106,12,185,板橋區,純翠里,15,2101,2775,2900,5675
106,12,186,淡水區,油車里,20,2323,2747,2910,5657
106,12,187,板橋區,玉光里,21,2204,2671,2978,5649
106,12,188,板橋區,聚安里,28,2019,2827,2800,5627
106,12,189,三芝區,埔頭里,42,2208,2742,2884,5626
106,12,190,板橋區,湳興里,25,2327,2689,2932,5621
106,12,191,新店區,安昌里,17,2388,2611,3004,5615
106,12,192,樹林區,中山里,25,1899,2853,2751,5604
106,12,193,汐止區,北山里,25,2605,2640,2963,5603
106,12,194,土城區,永富里,27,1971,2750,2834,5584
106,12,195,三峽區,中正里,34,1766,2795,2773,5568
106,12,196,淡水區,八勢里,14,2972,2469,3088,5557
106,12,197,新店區,青潭里,22,2259,2686,2869,5555
106,12,198,中和區,景平里,43,2495,2616,2938,5554
106,12,199,板橋區,華中里,20,1933,2783,2765,5548
106,12,200,土城區,頂福里,25,2058,2795,2746,5541
106,12,201,三重區,永順里,36,1909,2671,2862,5533
106,12,202,土城區,埤塘里,17,2826,3183,2345,5528
106,12,203,新店區,寶安里,39,2617,2559,2969,5528
106,12,204,五股區,德音里,30,1973,2734,2789,5523
106,12,205,三重區,大有里,25,1995,2749,2772,5521
106,12,206,蘆洲區,仁愛里,19,1838,2729,2790,5519
106,12,207,樹林區,文林里,36,1901,2707,2812,5519
106,12,208,新莊區,南港里,22,1969,2708,2802,5510
106,12,209,樹林區,彭福里,33,1964,2754,2756,5510
106,12,210,中和區,文元里,35,2043,2694,2803,5497
106,12,211,蘆洲區,仁義里,18,2658,2972,2525,5497
106,12,212,三重區,五華里,18,2097,2650,2842,5492
106,12,213,中和區,南山里,38,2219,2650,2809,5459
106,12,214,蘆洲區,光華里,19,1950,2594,2854,5448
106,12,215,樹林區,樹西里,32,2037,2678,2754,5432
106,12,216,新店區,美潭里,20,2149,2626,2796,5422
106,12,217,蘆洲區,長安里,19,1806,2703,2710,5413
106,12,218,蘆洲區,永安里,19,1833,2621,2789,5410
106,12,219,永和區,福和里,23,2313,2531,2870,5401
106,12,220,新莊區,立言里,24,1870,2578,2822,5400
106,12,221,板橋區,福德里,28,2004,2693,2706,5399
106,12,222,新店區,寶興里,24,2482,2566,2831,5397
106,12,223,新店區,永安里,25,2003,2624,2772,5396
106,12,224,土城區,樂利里,36,1986,2649,2746,5395
106,12,225,鶯歌區,大湖里,24,1927,2732,2657,5389
106,12,226,新店區,中興里,18,2328,2548,2839,5387
106,12,227,中和區,復興里,55,2087,2528,2853,5381
106,12,228,板橋區,自強里,35,2056,2612,2764,5376
106,12,229,汐止區,建成里,23,2350,2495,2879,5374
106,12,230,樹林區,獇寮里,27,1852,2674,2698,5372
106,12,231,新莊區,成德里,23,1811,2578,2777,5355
106,12,232,中和區,內南里,39,1846,2720,2632,5352
106,12,233,樹林區,彭厝里,40,1752,2642,2703,5345
106,12,234,永和區,中溪里,21,2088,2630,2702,5332
106,12,235,汐止區,崇德里,29,2118,2645,2686,5331
106,12,236,新莊區,全泰里,27,1942,2619,2704,5323
106,12,237,三重區,永德里,34,1916,2600,2706,5306
106,12,238,鶯歌區,永吉里,32,1645,2648,2643,5291
106,12,239,板橋區,龍翠里,20,2019,2559,2723,5282
106,12,240,中和區,福祥里,38,2101,2570,2691,5261
106,12,241,新店區,員潭里,19,2229,2591,2667,5258
106,12,242,汐止區,自強里,25,2190,2547,2708,5255
106,12,243,中和區,華南里,24,2112,2577,2672,5249
106,12,244,土城區,安和里,28,1846,2580,2647,5227
106,12,245,土城區,頂埔里,31,1984,2581,2644,5225
106,12,246,汐止區,拱北里,31,2122,2659,2560,5219
106,12,247,永和區,秀和里,21,2063,2475,2721,5196
106,12,248,板橋區,中山里,32,2143,2529,2667,5196
106,12,249,蘆洲區,光明里,23,1782,2548,2643,5191
106,12,250,樹林區,三興里,31,1832,2653,2535,5188
106,12,251,泰山區,貴和里,42,1948,2589,2599,5188
106,12,252,中和區,自強里,25,1911,2584,2603,5187
106,12,253,中和區,民安里,25,1876,2585,2594,5179
106,12,254,汐止區,金龍里,37,2347,2520,2650,5170
106,12,255,板橋區,民族里,20,1802,2485,2679,5164
106,12,256,中和區,秀明里,56,2383,2402,2756,5158
106,12,257,樹林區,東昇里,28,1807,2545,2612,5157
106,12,258,樹林區,潭底里,33,2101,2803,2344,5147
106,12,259,汐止區,康福里,24,2664,2395,2734,5129
106,12,260,新莊區,立泰里,21,1841,2475,2647,5122
106,12,261,永和區,和平里,24,2109,2431,2669,5100
106,12,262,土城區,廷寮里,23,1716,2539,2557,5096
106,12,263,萬里區,萬里里,35,1470,2505,2577,5082
106,12,264,土城區,學士里,27,1800,2456,2622,5078
106,12,265,新莊區,光明里,21,1604,2459,2614,5073
106,12,266,永和區,潭安里,20,2016,2437,2626,5063
106,12,267,永和區,保平里,25,1977,2401,2661,5062
106,12,268,土城區,大安里,25,1971,2525,2526,5051
106,12,269,板橋區,福丘里,19,2241,2345,2706,5051
106,12,270,中和區,忠孝里,39,1855,2506,2541,5047
106,12,271,永和區,民樂里,22,1968,2464,2575,5039
106,12,272,板橋區,港德里,29,1936,2482,2557,5039
106,12,273,泰山區,義學里,25,1721,2523,2500,5023
106,12,274,板橋區,長安里,19,1721,2424,2597,5021
106,12,275,中和區,佳和里,40,2114,2383,2627,5010
106,12,276,新莊區,忠孝里,29,1891,2463,2546,5009
106,12,277,永和區,永元里,21,1957,2306,2700,5006
106,12,278,新莊區,和平里,21,1754,2458,2528,4986
106,12,279,三重區,慈祐里,26,1791,2487,2488,4975
106,12,280,五股區,興珍里,40,1706,2580,2389,4969
106,12,281,板橋區,江翠里,20,1833,2463,2500,4963
106,12,282,板橋區,明翠里,22,1945,2407,2540,4947
106,12,283,永和區,豫溪里,17,2658,2533,2405,4938
106,12,284,板橋區,東丘里,20,1678,2399,2532,4931
106,12,285,板橋區,大豐里,22,1800,2398,2531,4929
106,12,286,板橋區,宏翠里,21,2176,2339,2589,4928
106,12,287,新店區,吉祥里,24,1826,2360,2566,4926
106,12,288,新莊區,榮和里,25,2836,2902,2012,4914
106,12,289,淡水區,新民里,12,2001,2373,2537,4910
106,12,290,汐止區,茄苳里,27,1770,2450,2460,4910
106,12,291,永和區,民族里,22,1908,2318,2592,4910
106,12,292,新莊區,四維里,22,1840,2376,2524,4900
106,12,293,土城區,日新里,27,1761,2434,2464,4898
106,12,294,八里區,訊塘里,23,1951,2446,2447,4893
106,12,295,新莊區,中隆里,27,1795,2363,2527,4890
106,12,296,中和區,秀福里,36,1960,2373,2499,4872
106,12,297,鶯歌區,鳳祥里,33,1674,2430,2439,4869
106,12,298,新莊區,光正里,22,1614,2407,2460,4867
106,12,299,三重區,博愛里,22,1669,2369,2495,4864
106,12,300,新莊區,光榮里,20,1543,2367,2484,4851
106,12,301,新莊區,中和里,30,1710,2375,2476,4851
106,12,302,鶯歌區,鳳鳴里,29,1581,2455,2390,4845
106,12,303,中和區,景安里,44,2017,2370,2470,4840
106,12,304,淡水區,學府里,18,2184,2313,2526,4839
106,12,305,新莊區,恆安里,24,1694,2336,2502,4838
106,12,306,淡水區,正德里,14,2046,2208,2626,4834
106,12,307,三重區,幸福里,36,1874,2374,2455,4829
106,12,308,三重區,福隆里,19,1825,2309,2520,4829
106,12,309,新店區,中山里,26,2301,2207,2612,4819
106,12,310,中和區,壽德里,31,1831,2285,2525,4810
106,12,311,永和區,潭墘里,25,1933,2205,2602,4807
106,12,312,新莊區,合鳳里,25,1677,2411,2393,4804
106,12,313,永和區,民權里,26,1762,2298,2484,4782
106,12,314,汐止區,城中里,28,2013,2216,2551,4767
106,12,315,中和區,安穗里,19,1835,2321,2441,4762
106,12,316,土城區,沛陂里,21,1844,2427,2330,4757
106,12,317,汐止區,智慧里,24,2184,2192,2561,4753
106,12,318,新莊區,中泰里,22,1793,2340,2412,4752
106,12,319,土城區,延壽里,27,1727,2388,2359,4747
106,12,320,蘆洲區,永德里,20,1573,2354,2392,4746
106,12,321,新莊區,全安里,22,1806,2296,2446,4742
106,12,322,土城區,復興里,34,1684,2339,2396,4735
106,12,323,泰山區,楓樹里,28,1708,2393,2335,4728
106,12,324,中和區,明穗里,33,1682,2349,2372,4721
106,12,325,新莊區,昌隆里,15,1701,2202,2502,4704
106,12,326,中和區,秀山里,31,1805,2254,2441,4695
106,12,327,板橋區,埤墘里,17,1782,2258,2436,4694
106,12,328,中和區,德穗里,32,1766,2288,2400,4688
106,12,329,汐止區,秀山里,26,1820,2301,2373,4674
106,12,330,林口區,菁湖里,23,1620,2296,2360,4656
106,12,331,五股區,德泰里,22,1683,2244,2407,4651
106,12,332,樹林區,圳福里,27,1588,2323,2325,4648
106,12,333,土城區,永豐里,27,1641,2277,2370,4647
106,12,334,汐止區,保長里,22,1965,2323,2317,4640
106,12,335,中和區,和興里,42,1880,2219,2417,4636
106,12,336,板橋區,新民里,26,1731,2262,2369,4631
106,12,337,五股區,五股里,28,1875,2399,2224,4623
106,12,338,汐止區,橫科里,42,2096,2270,2345,4615
106,12,339,土城區,員信里,25,1664,2265,2348,4613
106,12,340,新莊區,福基里,17,1995,2278,2325,4603
106,12,341,三重區,光田里,27,1947,2245,2358,4603
106,12,342,板橋區,振興里,17,1683,2255,2339,4594
106,12,343,金山區,美田里,25,1421,2178,2410,4588
106,12,344,中和區,廟美里,40,1757,2229,2359,4588
106,12,345,中和區,秀峰里,47,2092,2107,2480,4587
106,12,346,中和區,福美里,35,1712,2248,2328,4576
106,12,347,板橋區,堂春里,19,1509,2269,2306,4575
106,12,348,新莊區,幸福里,30,1646,2202,2365,4567
106,12,349,鶯歌區,北鶯里,20,1933,2306,2261,4567
106,12,350,中和區,嘉慶里,24,1669,2259,2299,4558
106,12,351,板橋區,新生里,24,1582,2271,2285,4556
106,12,352,樹林區,金寮里,24,1556,2279,2270,4549
106,12,353,汐止區,北峰里,26,1826,2312,2227,4539
106,12,354,土城區,延吉里,22,1573,2281,2253,4534
106,12,355,三重區,民生里,28,1744,2225,2308,4533
106,12,356,汐止區,白雲里,26,1864,2263,2265,4528
106,12,357,中和區,錦中里,22,1629,2201,2318,4519
106,12,358,新店區,中華里,21,1985,2137,2373,4510
106,12,359,土城區,貨饒里,22,1743,2223,2282,4505
106,12,360,板橋區,中正里,27,1615,2199,2301,4500
106,12,361,中和區,信和里,41,1646,2253,2244,4497
106,12,362,汐止區,文化里,21,1815,2180,2311,4491
106,12,363,林口區,東林里,27,1531,2269,2210,4479
106,12,364,淡水區,新義里,14,1554,2185,2294,4479
106,12,365,中和區,安順里,34,1971,2122,2355,4477
106,12,366,淡水區,民權里,17,2086,2067,2406,4473
106,12,367,新莊區,思賢里,21,1585,2205,2268,4473
106,12,368,永和區,得和里,25,1842,2107,2357,4464
106,12,369,中和區,中安里,40,2098,2087,2377,4464
106,12,370,板橋區,香社里,21,1592,2232,2230,4462
106,12,371,中和區,福南里,29,1572,2107,2348,4455
106,12,372,板橋區,莊敬里,14,1646,2163,2288,4451
106,12,373,三重區,永安里,20,1561,2175,2276,4451
106,12,374,林口區,中湖里,17,1567,2222,2226,4448
106,12,375,中和區,碧河里,27,1751,2170,2271,4441
106,12,376,中和區,仁和里,42,1564,2209,2228,4437
106,12,377,三重區,五常里,34,1481,2199,2232,4431
106,12,378,板橋區,信義里,21,1736,2180,2249,4429
106,12,379,板橋區,漢生里,22,1662,2149,2279,4428
106,12,380,土城區,延祿里,21,1577,2213,2212,4425
106,12,381,蘆洲區,延平里,17,1535,2200,2212,4412
106,12,382,三重區,仁華里,27,1693,2148,2254,4402
106,12,383,新店區,新和里,23,1759,2100,2285,4385
106,12,384,樹林區,樹南里,29,1559,2172,2210,4382
106,12,385,板橋區,僑中里,16,1512,2174,2207,4381
106,12,386,板橋區,振義里,19,1644,2138,2243,4381
106,12,387,板橋區,雙玉里,18,1572,2102,2264,4366
106,12,388,中和區,東南里,32,1770,2148,2215,4363
106,12,389,板橋區,五權里,19,1577,2196,2159,4355
106,12,390,樹林區,三多里,21,1466,2206,2146,4352
106,12,391,泰山區,同榮里,30,1485,2149,2198,4347
106,12,392,中和區,福真里,43,1733,2129,2212,4341
106,12,393,林口區,麗園里,19,1535,2145,2189,4334
106,12,394,中和區,福善里,42,1835,2051,2276,4327
106,12,395,板橋區,廣福里,12,1571,2111,2215,4326
106,12,396,三峽區,大埔里,22,1433,2296,2021,4317
106,12,397,樹林區,三福里,32,1523,2125,2178,4303
106,12,398,中和區,民生里,30,1764,2051,2244,4295
106,12,399,淡水區,幸福里,19,1652,2073,2220,4293
106,12,400,永和區,店街里,19,1898,1929,2363,4292
106,12,401,永和區,民生里,22,1557,2007,2279,4286
106,12,402,永和區,永安里,24,1807,1989,2289,4278
106,12,403,永和區,民本里,17,1623,2011,2263,4274
106,12,404,瑞芳區,爪峯里,14,1607,2108,2163,4271
106,12,405,板橋區,華興里,18,1611,2069,2200,4269
106,12,406,板橋區,忠誠里,17,1703,2062,2199,4261
106,12,407,三峽區,八張里,20,1516,2126,2132,4258
106,12,408,蘆洲區,信義里,27,1438,2122,2130,4252
106,12,409,蘆洲區,中路里,17,1441,2118,2132,4250
106,12,410,板橋區,柏翠里,18,1768,2025,2225,4250
106,12,411,淡水區,沙崙里,8,1802,2092,2156,4248
106,12,412,三重區,田心里,32,1605,2118,2127,4245
106,12,413,新店區,福民里,25,1823,1964,2271,4235
106,12,414,泰山區,同興里,24,1442,2063,2168,4231
106,12,415,中和區,中正里,34,1566,2057,2170,4227
106,12,416,中和區,嘉新里,22,1481,2099,2125,4224
106,12,417,新莊區,民有里,20,1540,2016,2202,4218
106,12,418,永和區,水源里,21,1668,2030,2183,4213
106,12,419,板橋區,浮洲里,25,1403,2145,2053,4198
106,12,420,板橋區,大安里,24,1528,2121,2074,4195
106,12,421,淡水區,中興里,18,1708,2023,2170,4193
106,12,422,樹林區,光興里,21,1415,2109,2083,4192
106,12,423,三重區,崇德里,32,1546,2117,2073,4190
106,12,424,永和區,秀朗里,23,1587,2048,2134,4182
106,12,425,板橋區,文翠里,19,1586,2060,2117,4177
106,12,426,三重區,五順里,35,1509,2078,2095,4173
106,12,427,新莊區,立志里,16,1524,2030,2143,4173
106,12,428,板橋區,金華里,23,1476,2028,2144,4172
106,12,429,中和區,崇南里,41,1739,1998,2172,4170
106,12,430,永和區,下溪里,15,1609,2018,2151,4169
106,12,431,新店區,明德里,27,1780,1951,2213,4164
106,12,432,汐止區,東勢里,22,2042,2044,2120,4164
106,12,433,板橋區,和平里,16,1654,1946,2210,4156
106,12,434,三重區,福德里,20,1710,1960,2175,4135
106,12,435,板橋區,福祿里,19,1589,1937,2196,4133
106,12,436,板橋區,幸福里,19,1520,2062,2071,4133
106,12,437,中和區,明德里,28,1563,2046,2086,4132
106,12,438,泰山區,貴子里,29,1592,2041,2086,4127
106,12,439,永和區,雙和里,17,1719,1885,2235,4120
106,12,440,樹林區,和平里,28,1428,2053,2055,4108
106,12,441,新店區,大同里,26,1781,1974,2132,4106
106,12,442,八里區,埤頭里,28,1551,2043,2060,4103
106,12,443,新店區,百忍里,22,1653,1917,2185,4102
106,12,444,中和區,錦盛里,26,1461,1996,2105,4101
106,12,445,五股區,集賢里,22,1416,2042,2054,4096
106,12,446,新店區,福德里,20,1648,1922,2170,4092
106,12,447,三重區,五福里,17,1661,1966,2117,4083
106,12,448,永和區,安和里,18,1738,1890,2188,4078
106,12,449,中和區,國光里,39,1503,1989,2084,4073
106,12,450,鶯歌區,鳳福里,29,1497,1992,2076,4068
106,12,451,板橋區,公館里,21,1483,2002,2064,4066
106,12,452,板橋區,文聖里,17,1438,1976,2070,4046
106,12,453,三重區,中興里,37,1564,2041,1998,4039
106,12,454,新莊區,昌信里,17,1438,1931,2100,4031
106,12,455,五股區,集福里,26,1517,2036,1975,4011
106,12,456,板橋區,香丘里,14,1472,1945,2049,3994
106,12,457,蘆洲區,保佑里,18,1378,1980,2001,3981
106,12,458,樹林區,樹興里,27,1420,1964,2014,3978
106,12,459,新店區,小城里,18,1448,1943,2026,3969
106,12,460,三重區,培德里,24,1453,1970,1994,3964
106,12,461,新莊區,民全里,17,1359,1961,1994,3955
106,12,462,三重區,清和里,20,1846,1868,2085,3953
106,12,463,新莊區,立功里,25,1423,1915,2037,3952
106,12,464,板橋區,後埔里,17,1604,1949,2001,3950
106,12,465,五股區,六福里,23,1437,1932,2011,3943
106,12,466,板橋區,大觀里,14,1343,1920,2022,3942
106,12,467,三重區,六合里,25,1488,1960,1981,3941
106,12,468,永和區,秀林里,20,1515,1910,2028,3938
106,12,469,泰山區,福興里,25,1418,1918,2020,3938
106,12,470,三重區,福樂里,23,1535,1952,1985,3937
106,12,471,新莊區,富民里,21,1453,1948,1984,3932
106,12,472,新店區,達觀里,21,1958,1839,2085,3924
106,12,473,新莊區,豐年里,16,1368,1927,1997,3924
106,12,474,新莊區,中宏里,20,1369,1922,1989,3911
